r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime
Eastern Africa,LM,0.0015515644923869013,0.9915889174667089,0.9876637456178397,119,TRUE,Conditions for `info = 1' and `info = 2' both hold.,1.1487573553141049e-5,0.7348676946488573,0.005617141311573322,1.1832900048612312e-4,0.253439883468726,0.020889733308488995,0.844615281949527,9.107960966878376e-8,1.4424217170274911,6.286263139696804e-10,-0.99,6,99.99999999999991,0.14285714285714285,-206.89167163139714,-198.9432121198931,-199.42500496473048,-202.89167163139714,-192.6722236880348,-189.0455177852433,1473.7261989116669
India,LM,0.007641781743102284,0.9980616632082361,0.9971571060387463,423,TRUE,Relative error in the sum of squares is at most `ftol'.,9.082104450443052e-15,0.9527934199820904,0.016007679631552592,0.05525540422610303,0.406571586488795,0.05422901688672771,0.6915612069427519,2.820690911426005e-14,1.2709591649961691,0.0017234980072781173,-0.69,-0.99,3.2258064516129026,99.99999999999991,-170.22123024891835,-162.2727707374143,-162.75456358225168,-166.22123024891835,-156.001782305556,-152.3750764027645,4658.676592826843
Japan,LM,8.058494685279036e-4,0.9817486256448767,0.9732313176124859,287,TRUE,Relative error in the sum of squares is at most `ftol'.,9.272837293269432e-14,0.5096193600832929,0.014837629855669271,3.6414884317577047e-87,0.29048189047964,0.015489496171072955,0.17206771164273255,0.003801694711904841,1.287408757165778,2.01703107031316e-10,12,8,0.07692307692307693,0.1111111111111111,-221.95947968617318,-214.01102017466914,-214.4928130195065,-217.95947968617318,-207.74003174281083,-204.11332584001934,2209.4529938697815
Levant,L-BFGS-B,0.009650474081996341,0.9948992745698362,0.9925189360357597,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9467411285628642,0.9321688456869044,5.493188362050659e-6,0.9992457857277567,0.23963761403154174,0.03662582951353797,0.5133456904178711,0.0026074863477921085,1.4616259615622351,1.9172206723879056e-8,0.51,16,0.6622516556291391,0.058823529411764705,-164.85357642127934,-156.9051169097753,-157.38690975461267,-160.85357642127934,-150.634128477917,-147.0074225751255,56.89757585525513
Mexico,LM,0.004551577175504058,0.9827139537338769,0.9746471321430195,772,TRUE,Relative error in the sum of squares is at most `ftol'.,1.2611915040824799e-21,0.9516660177169969,0.023803728112199333,0.003534953363106608,-3.094940826925276,0.4899362910230223,0.6425102143490682,0.14597629358684655,-0.45230529827497834,0.22423524435711076,2,-0.3899999999999999,0.3333333333333333,1.6393442622950818,-182.13884087074746,-174.19038135924342,-174.6721742040808,-178.13884087074746,-167.9193929273851,-164.29268702459362,1833.7611200809479
Middle Africa,LM,0.035060797784963765,0.9830718255310952,0.9751720107789396,605,TRUE,Relative error between `par' and the solution is at most `ptol'.,1.678996670638923e-17,0.9866731803875721,0.01913515614878161,0.5179831161205071,3.4443248833137305,0.9149122951420668,0.9886137170822588,0.23271077562326564,0.11170837801491984,0.9183734090710831,-0.18999999999999995,-0.99,1.2345679012345678,99.99999999999991,-135.18181479907363,-127.2333552875696,-127.71514813240697,-131.18181479907363,-120.96236685571128,-117.3356609529198,2302.4085879325867
Non-EU Europe,LM,0.00394494084211504,0.9904504067059279,0.9859939298353609,703,TRUE,Relative error in the sum of squares is at most `ftol'.,8.413533259216192e-13,0.7824021079617849,0.01375418147535225,1.5224156478793412e-14,1.0537897545570656,0.08449503852103789,0.009449136779135923,0.8117441715589904,0.6803450807598914,2.058295210843735e-19,-0.99,6,99.99999999999991,0.14285714285714285,-185.42875733691187,-177.48029782540783,-177.9620906702452,-181.42875733691187,-171.20930939354952,-167.58260349075803,2146.616485118866
Northern Africa,LM,0.003990561368404639,0.996436576728956,0.9947736458691355,988,TRUE,Relative error in the sum of squares is at most `ftol'.,1.1121929544600555e-22,0.7998149067709958,0.024998211442031196,1.547719330972973e-37,0.01613394603552875,0.573189122269297,1.0436798727213372,3.873684977202768e-24,0.31731630698158825,9.282275536818763e-4,10,20,0.09090909090909091,0.047619047619047616,-185.16430434161495,-177.2158448301109,-177.69763767494828,-181.16430434161495,-170.9448563982526,-167.3181504954611,2449.9822268486023
Peninsular West Asia,LM,0.00838658625339161,0.9939992368004354,0.9911988806406387,994,TRUE,Relative error in the sum of squares is at most `ftol'.,6.4448740227537505e-09,0.9312326982216412,0.009317015265882545,0.1043096119780894,0.1412296688053928,0.16080770648543236,1.0000079314286907,0,0.8550859784143365,1.2864397257449249e-5,-0.99,78,99.99999999999991,0.012658227848101266,-168.0821666204938,-160.13370710898977,-160.61549995382714,-164.0821666204938,-153.86271867713145,-150.23601277433997,2201.2407829761505
Republic of Korea,LM,0.0013194674580605922,0.9989388648442967,0.9984436684383019,543,TRUE,Relative error in the sum of squares is at most `ftol'.,1.8868264102410447e-19,NA,0.02132022180670257,NA,-0.002523678493627855,NA,0.050526925647146566,NA,0.698544718902781,NA,38,76,0.02564102564102564,0.012987012987012988,-210.6184894533482,-202.67002994184415,-203.15182278668152,-206.6184894533482,-196.39904150998584,-192.77233560719435,4007.74453496933
Russia,LM,0.0023187176415425752,0.9973952383857164,0.9961796829657175,528,TRUE,Relative error in the sum of squares is at most `ftol'.,8.138255905933334e-9,0.47224150802864057,0.009219814213427427,6.428265871740481e-41,5.178687250368343,0.27584586508036213,5.114404933574794e-8,0.9968671045536788,0.07119839970026022,0.28356766616599305,-0.08999999999999997,82,1.0989010989010988,0.012048192771084338,-197.6514096635936,-189.70295015208956,-190.18474299692693,-193.6514096635936,-183.43196172023124,-179.80525581743976,1591.2446069717407
South Africa,LM,0.0016517086782397144,0.9970695559047272,0.9957020153269333,423,TRUE,Relative error in the sum of squares is at most `ftol'.,2.0794624654102677e-10,0.767961982471461,0.01102681833083071,4.7437298177141327e-11,0.7092804070216295,3.120087112246547e-6,1.260601241674888,5.429309896694604e-12,0.3714120768572679,1.5291489819510306e-05,-0.08999999999999997,-0.99,1.0989010989010988,99.99999999999991,-205.45310114584896,-197.50464163434492,-197.9864344791823,-201.45310114584896,-191.2336532024866,-187.60694729969512,2101.082521915436
South America Cluster,LM,0.0022527345531830147,0.9986153194939211,0.997969135257751,951,TRUE,Relative error in the sum of squares is at most `ftol'.,1.8070803356966816e-21,0.8146548785685619,0.023621081177157312,3.8783440650430366e-29,0.46163470540375534,1.1178470081991738e-5,0.018673982700936568,0.9667115392152579,0.530728297305312,5.5111882057024084e-8,-0.99,100,99.99999999999991,0.009900990099009901,-198.31540717248265,-190.3669476609786,-190.84874050581598,-194.31540717248265,-184.0959592291203,-180.4692533263288,3803.566521167755
South-eastern Asia,LM,0.0012208167649635678,0.9994922684302309,0.9992553270310053,954,TRUE,Relative error in the sum of squares is at most `ftol'.,4.7628635350381563e-20,NA,0.02200680364006749,NA,1.5984285930776634,NA,0.9998348701867232,NA,0.470837693652235,NA,100,100,0.009900990099009901,0.009900990099009901,-212.40577575585166,-204.45731624434762,-204.939109089185,-208.40577575585166,-198.1863278124893,-194.55962190969782,3139.1597139835358
Southern Africa Cluster,LM,0.018706267543954117,0.9824632433147584,0.9742794235283123,182,TRUE,Relative error in the sum of squares is at most `ftol'.,2.59237642044796e-13,0.9325317662819623,0.014322293496095179,0.014219704512456422,2.221709557188992,0.8429926840997701,0.10886020566851722,0.8421770136833319,0.7810902578337954,0.03600280921635754,0.9100000000000001,-0.99,0.5235602094240838,99.99999999999991,-149.6309898818198,-141.68253037031576,-142.16432321515313,-145.6309898818198,-135.41154193845745,-131.78483603566596,3604.9409630298615
Southern Asia Cluster,NM,0.0060989828936163296,0.9975110599638306,0.9963495546136182,519,TRUE,,0.010635920583694966,0.9660511097927327,0.0022501148787241387,0.8464510811869697,0.08513769506894805,0.02950716633323546,0.5034780540982933,0.41750668046494005,1.7778251152160938,1.9565203287674326e-4,0.41000000000000014,76,0.7092198581560283,0.012987012987012988,-175.40793195687553,-167.4594724453715,-167.94126529020886,-171.40793195687553,-161.18848401351318,-157.5617781107217,93.04632902145386
Switzerland,LM,0.0022835346768690134,0.9935371663513279,0.990521177315281,362,TRUE,Relative error in the sum of squares is at most `ftol'.,1.1926975514200038e-10,0.7797675868073917,0.011299974778766595,1.6699592441068002e-10,9007176422661281,0.9986680022847927,0.030688585049329396,0.9873441077870955,0.4720941837428981,3.554245480445686e-4,66,6,0.014925373134328358,0.14285714285714285,-198.00307397747054,-190.0546144659665,-190.53640731080387,-194.00307397747054,-183.78362603410818,-180.1569201313167,2022.3979439735413
Tropical Pacific Islands,PORT,0.007295570007771932,0.9946171428118848,0.9921051427907644,2563,TRUE,relative convergence (4),1.0280763316494462e-4,0.8770060896065127,0.0045384143484897225,0.15599449875450025,0.17247277851193402,0.0018323339787044328,8.596237713424647e-6,0.9567226630553777,1.6718977307335163,3.7944263757662683e-29,-0.99,82,99.99999999999991,0.012048192771084338,-171.28759012192862,-163.33913061042458,-163.82092345526195,-167.28759012192862,-157.06814217856626,-153.44143627577478,748.2781250476837
United Kingdom,PORT,0.0046321580514331875,0.9770176480550128,0.9662925504806854,3655,TRUE,relative convergence (4),4.2530500882976915e-5,0.9357068116636835,0.004956063642366607,0.41878495086763384,0.3726466033099225,0.5113306307249901,0.43423952414837913,0.4031118558294124,1.1572081036781863,0.13779453350201643,0.6100000000000001,8,0.6211180124223602,0.1111111111111111,-181.735212572419,-173.78675306091495,-174.26854590575232,-177.735212572419,-167.51576462905663,-163.88905872626515,1607.7899949550629
United States,LM,7.667591726624615e-4,0.9980050587357013,0.9970740861456953,107,TRUE,Relative error in the sum of squares is at most `ftol'.,8.023357729254855e-9,0.7383526272882188,0.009215807681682392,4.841418489107405e-10,0.3131792848908492,0.01399153883894315,0.8189317845425009,5.393766619457383e-13,0.985689077314859,4.676532365200683e-6,-0.99,0.010000000000000009,99.99999999999991,0.9900990099009901,-223.103136182358,-215.15467667085397,-215.63646951569135,-219.103136182358,-208.88368823899566,-205.25698233620417,1642.0096518993378
Western Africa,LM,0.011202825476109542,0.995427242366188,0.9932932888037423,989,TRUE,Relative error in the sum of squares is at most `ftol'.,2.645309257009448e-22,0.8661960043988879,0.024592002861559055,5.682690190699155e-17,19.035393656202338,0.997439129389335,8.214968314919253e-14,0.9997235821182902,0.5815071167828216,3.5608156041307445e-10,0.31000000000000005,4,0.7633587786259541,0.2,-161.4229198967905,-153.47446038528645,-153.95625323012382,-157.4229198967905,-147.20347195342814,-143.57676605063665,4593.145813941956
