r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime
Canada,L-BFGS-B,0.006615498696259292,0.9801084993090636,0.9708257989866267,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.896221474915421,0.9158784306281663,4.453191633708513e-5,0.9924086036413428,1e-6,0.9999871254023365,0.6855069886791961,0.0018125618023749894,1.6805147513433327,1.7459330022102687e-4,6,14,0.14285714285714285,0.06666666666666667,-173.53818916414636,-165.58972965264232,-166.0715224974797,-169.53818916414636,-159.318741220784,-155.69203531799252,113.48928189277649
Canada,L-BFGS-B,0.006615498696259292,0.9801084993090636,0.9708257989866267,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.896221474915421,0.9158784306281663,4.453191633708513e-5,0.9924086036413428,1e-6,0.9999871254023365,0.6855069886791961,0.0018125618023749894,1.6805147513433327,1.7459330022102687e-4,6,14,0.14285714285714285,0.06666666666666667,-173.53818916414636,-165.58972965264232,-166.0715224974797,-169.53818916414636,-159.318741220784,-155.69203531799252,113.48928189277649
Caribbean Extended,LM,0.0031709382218653493,0.9968616331930427,0.9953970620164626,433,TRUE,Relative error in the sum of squares is at most `ftol'.,3.176780645669382e-10,0.9184530717448337,0.010809093938120315,0.025271736891698187,0.03814979489663552,0.47310442176260953,0.7280038310260105,1.429131203194667e-4,1.5993871341195554,8.247160757804184e-6,2,-0.99,0.3333333333333333,99.99999999999991,-190.45210558070076,-182.50364606919672,-182.9854389140341,-186.45210558070076,-176.2326576373384,-172.60595173454692,3556.3397040367126
Caribbean Extended,NM,0.022639713381330074,0.9775928384523376,0.9671361630634284,231,TRUE,,0.015496186513691293,0.9606098001676326,0.0020275046086575183,0.8395487711979774,0.2983901804431597,0.4034780278918822,0.49430872672792414,0.7333726787786012,1.147143895926518,0.12250644159425515,0.010000000000000009,46,0.9900990099009901,0.02127659574468085,-145.24150973430875,-137.2930502228047,-137.77484306764208,-141.24150973430875,-131.0220617909464,-127.39535588815491,127.50272417068481
Caribbean Extended,Nelder-Mead,0.022639713381330074,0.9775928384523376,0.9671361630634284,231,TRUE,,0.015496186513691293,0.9606098001676326,0.0020275046086575183,0.8395487711979774,0.2983901804431597,0.4034780278918822,0.49430872672792414,0.7333726787786012,1.147143895926518,0.12250644159425515,0.010000000000000009,46,0.9900990099009901,0.02127659574468085,-145.24150973430875,-137.2930502228047,-137.77484306764208,-141.24150973430875,-131.0220617909464,-127.39535588815491,130.84675979614258
Caribbean Extended,PORT,0.003238792184323043,0.9967944762165902,0.9952985651176657,1444,FALSE,false convergence (8),9.469532056109636e-11,0.9158239477312703,0.011407925643434604,0.014786359021507808,0.013929986822442574,0.6750536303086423,0.7046402348356422,2.0671781763950236e-4,1.6136544389799967,2.7904956620472136e-6,4,-0.49,0.2,1.9607843137254901,-189.96512739615443,-182.0166678846504,-182.49846072948776,-185.96512739615443,-175.74567945279207,-172.1189735500006,917.2413220405579
Caribbean Extended,Newton,0.042610620246814036,0.9578270698292576,0.9381463690829112,2,TRUE,,1.0880251147866584,0.9655822509567734,-8.39291804094375e-5,0.9941601542366034,0.4306710758282166,0.47974180719782283,0.4969487534632288,0.9424835066550499,0.9496169129307434,0.3046679915973017,0.51,100,0.6622516556291391,0.009900990099009901,-130.69635733617469,-122.74789782467064,-123.22969066950802,-126.69635733617469,-116.47690939281233,-112.85020349002085,56.77070689201355
Caribbean Extended,L-BFGS-B,0.008289258974876338,0.9917958870842581,0.987967301056912,31,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.8820068493172686,0.9671248867941027,4.672891764680411e-5,0.9968929086058206,0.06483526267689556,0.4226032339155028,0.9154737722130015,0.07096360810488855,1.9073507914708225,0.02830757633727661,0.2100000000000002,10,0.8264462809917354,0.09090909090909091,-168.35064510459247,-160.40218559308843,-160.8839784379258,-164.35064510459247,-154.13119716123012,-150.50449125843863,51.733888149261475
Caribbean Extended,L-BFGS-B,0.008289258974876338,0.9917958870842581,0.987967301056912,31,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.8820068493172686,0.9671248867941027,4.672891764680411e-5,0.9968929086058206,0.06483526267689556,0.4226032339155028,0.9154737722130015,0.07096360810488855,1.9073507914708225,0.02830757633727661,0.2100000000000002,10,0.8264462809917354,0.09090909090909091,-168.35064510459247,-160.40218559308843,-160.8839784379258,-164.35064510459247,-154.13119716123012,-150.50449125843863,51.733888149261475
Central America,LM,6.912401822700143e-4,0.9995279924394688,0.9993077222445542,575,TRUE,Relative error in the sum of squares is at most `ftol'.,2.6459194080743072e-11,0.877259658788289,0.012043903915209538,1.691411897774585e-4,0.19192061664829838,0.0012880929320057367,0.9813799632194777,1.55965524544525e-116,0.8894634264859617,1.0695778269992729e-9,4,28,0.2,0.034482758620689655,-225.48790075250824,-217.5394412410042,-218.02123408584157,-221.48790075250824,-211.26845280914588,-207.6417469063544,3013.4236710071564
