r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,on_edge_KL,on_edge_VAE,valid,invalid_reason,dAICc,wAICc
Brazil,PORT,0.00214319072038642,0.99622432355584,0.994462341215232,3240,TRUE,relative convergence (4),21.62858551651733,0.8544871886008962,-0.00151227085288422,0.5751357800171376,0.2752542501030508,1.432278035939638e-23,0.9972401956924012,0,1.408896681402637,2.2730514649489307e-40,0,12,1,0.07692307692307693,-199.4619370657172,-191.5134775542132,-191.99527039905055,-195.4619370657172,-185.24248912235487,-181.61578321956335,13795.36705303192,FALSE,FALSE,TRUE,NA,0,0.9998366924112547
Brazil,L-BFGS-B,0.00894302157373178,0.984245006487586,0.9768926761817928,45,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0042087797191106,0.9345130192976804,1.1355657056802191e-5,0.998495156647649,0.623027162274369,7.996624594672924e-5,0.9166693123774076,4.272841046271856e-20,0.9714970784367448,3.182778485565242e-5,-0.25,5,1.3333333333333333,0.16666666666666666,-166.604647521383,-158.65618800987895,-159.13798085471635,-162.604647521383,-152.38519957802066,-148.75849367522918,101.6576988697052,FALSE,FALSE,TRUE,NA,32.85728954433418,7.329246038049073e-8
Brazil,L-BFGS-B,0.00894302157373178,0.984245006487586,0.9768926761817928,45,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0042087797191106,0.9345130192976804,1.1355657056802191e-5,0.998495156647649,0.623027162274369,7.996624594672924e-5,0.9166693123774076,4.272841046271856e-20,0.9714970784367448,3.182778485565242e-5,-0.25,5,1.3333333333333333,0.16666666666666666,-166.604647521383,-158.65618800987895,-159.13798085471635,-162.604647521383,-152.38519957802066,-148.75849367522918,101.6576988697052,FALSE,FALSE,TRUE,NA,32.85728954433418,7.329246038049073e-8
Canada,LM,0.00176296120690404,0.9946990799885066,0.9922253173164765,36,TRUE,Relative error in the sum of squares is at most `ftol'.,5.7228955842374806e-12,0.7219531345630661,0.0127927006152591,3.3686677460266636e-20,0.7993793193487008,0.6145976535661588,0.32303787469806405,0.1523836884118702,0.5714921622783652,5.483161963172417e-7,92,-0.25,0.01075268817204301,1.3333333333333333,-203.95385570253924,-196.0053961910352,-196.48718903587255,-199.95385570253924,-189.7344077591769,-186.1077018563854,1463.5075991153717,FALSE,FALSE,TRUE,NA,0,0.8796296682657541
Canada,PORT,0.00209582104283953,0.9936982279230028,0.9907574009537377,343,TRUE,relative convergence (4),4.338523459486264e-13,0.5146562601822402,0.014067458891826,2.1723687130387924e-76,0.17773012272675098,0.8606003217689839,6.353836366336265e-6,0.9894924162012616,0.5097063549564088,2.124054868881409e-9,0.25,96,0.8,0.01030927835051546,-199.97599458571167,-192.02753507420763,-192.509327919045,-195.97599458571167,-185.75654664234932,-182.12984073955784,406.3205301761627,FALSE,FALSE,TRUE,NA,3.977861116827569,0.12037001162487805
Canada,L-BFGS-B,0.00679723758148828,0.9795618799906202,0.9700240906529096,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.8998449825496876,0.91731169702406,4.243002075610195e-5,0.9928905848153916,1e-6,0.999987261541182,0.6804706323444799,0.00353393646143508,1.667422300209985,2.644855121339923e-4,4.75,16,0.17391304347826086,0.0588235294117647,-172.9148636755014,-164.96640416399737,-165.44819700883474,-168.9148636755014,-158.69541573213905,-155.06870982934757,89.33244180679321,FALSE,FALSE,TRUE,NA,31.038992027037835,1.600546839975881e-7
Canada,L-BFGS-B,0.00679723758148828,0.9795618799906202,0.9700240906529096,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.8998449825496876,0.91731169702406,4.243002075610195e-5,0.9928905848153916,1e-6,0.999987261541182,0.6804706323444799,0.00353393646143508,1.667422300209985,2.644855121339923e-4,4.75,16,0.17391304347826086,0.0588235294117647,-172.9148636755014,-164.96640416399737,-165.44819700883474,-168.9148636755014,-158.69541573213905,-155.06870982934757,89.33244180679321,FALSE,FALSE,TRUE,NA,31.038992027037835,1.600546839975881e-7
Caribbean Extended,NM,0.01224574047059453,0.9878799747302186,0.982223962937654,681,TRUE,NA,0.00831126126968812,0.9787424595858516,0.00234632694178265,0.8993778012584581,0.11959420351516646,0.4786623734462848,0.7722676381073447,0.7337491891622345,1.418290795940139,0.25841554264072586,1,94,0.5,0.01052631578947368,-159.37564070670604,-151.427181195202,-151.90897404003937,-155.37564070670604,-145.15619276334368,-141.5294868605522,211.4685211181641,FALSE,FALSE,TRUE,NA,10.495432826240119,0.0026159987427372623
Caribbean Extended,Nelder-Mead,0.01224574047059453,0.9878799747302186,0.982223962937654,681,TRUE,NA,0.00831126126968812,0.9787424595858516,0.00234632694178265,0.8993778012584581,0.11959420351516646,0.4786623734462848,0.7722676381073447,0.7337491891622345,1.418290795940139,0.25841554264072586,1,94,0.5,0.01052631578947368,-159.37564070670604,-151.427181195202,-151.90897404003937,-155.37564070670604,-145.15619276334368,-141.5294868605522,210.78490805625916,FALSE,FALSE,TRUE,NA,10.495432826240119,0.0026159987427372623
Caribbean Extended,L-BFGS-B,0.00775901189895572,0.9923206423891072,0.9887369421706906,42,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9249452810361094,0.95509788275657,2.4291643532300763e-5,0.9977936138518034,0.07437539015282581,0.34020320392125636,0.9416243902426008,4.151641071982895e-4,1.913834605900952,0.00311617743496267,0,2,1,0.3333333333333333,-169.87107353294616,-161.92261402144212,-162.4044068662795,-165.87107353294616,-155.6516255895838,-152.02491968679232,112.47380304336548,FALSE,FALSE,TRUE,NA,0,0.4973840012572628
Caribbean Extended,L-BFGS-B,0.00775901189895572,0.9923206423891072,0.9887369421706906,42,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9249452810361094,0.95509788275657,2.4291643532300763e-5,0.9977936138518034,0.07437539015282581,0.34020320392125636,0.9416243902426008,4.151641071982895e-4,1.913834605900952,0.00311617743496267,0,2,1,0.3333333333333333,-169.87107353294616,-161.92261402144212,-162.4044068662795,-165.87107353294616,-155.6516255895838,-152.02491968679232,112.47380304336548,FALSE,FALSE,TRUE,NA,0,0.4973840012572628
Central America,NM,0.01041681865406221,0.9928869902253544,0.9895675856638532,243,TRUE,NA,0.01380486854603599,0.9551974252582864,0.00211411243196418,0.8102383867925997,0.5332154871129986,0.293891593202971,0.5181778120159859,0.01818974767370746,1.088513210530269,0.00541658978035158,8,4.25,0.1111111111111111,0.1904761904761905,-163.09603978440953,-155.1475802729055,-155.62937311774286,-159.09603978440953,-148.87659184104717,-145.2498859382557,866.0393540859222,FALSE,FALSE,TRUE,NA,36.55035604999276,5.783104330007298e-9
Central America,Nelder-Mead,0.01041681865406221,0.9928869902253544,0.9895675856638532,243,TRUE,NA,0.01380486854603599,0.9551974252582864,0.00211411243196418,0.8102383867925997,0.5332154871129986,0.293891593202971,0.5181778120159859,0.01818974767370746,1.088513210530269,0.00541658978035158,8,4.25,0.1111111111111111,0.1904761904761905,-163.09603978440953,-155.1475802729055,-155.62937311774286,-159.09603978440953,-148.87659184104717,-145.2498859382557,699.3800828456879,FALSE,FALSE,TRUE,NA,36.55035604999276,5.783104330007298e-9
Central America,L-BFGS-B,0.00212607118617943,0.9985482357300144,0.9978707457373546,36,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9395994724400224,0.9272582766546176,2.8804634939289016e-5,0.9957573436305656,0.13573805704879296,0.02459062611448951,0.8972854827337536,2.678163476223174e-29,1.4265080122224203,9.955678025142193e-9,2.25,2.25,0.3076923076923077,0.3076923076923077,-199.64639583440228,-191.69793632289824,-192.1797291677356,-195.64639583440228,-185.42694789103993,-181.80024198824844,126.7713041305542,FALSE,FALSE,TRUE,NA,0,0.4999999942168956
Central America,L-BFGS-B,0.00212607118617943,0.9985482357300144,0.9978707457373546,36,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9395994724400224,0.9272582766546176,2.8804634939289016e-5,0.9957573436305656,0.13573805704879296,0.02459062611448951,0.8972854827337536,2.678163476223174e-29,1.4265080122224203,9.955678025142193e-9,2.25,2.25,0.3076923076923077,0.3076923076923077,-199.64639583440228,-191.69793632289824,-192.1797291677356,-195.64639583440228,-185.42694789103993,-181.80024198824844,126.7713041305542,FALSE,FALSE,TRUE,NA,0,0.4999999942168956
Central Asia Extended,NM,0.01409040908096418,0.9961742657353948,0.9943889230785788,147,TRUE,NA,0.01752987566505822,0.9659266444298652,0.00200413534231824,0.8625374205996398,0.5365697583913147,0.06234562262566336,0.5160588746764416,0.41264541577857705,1.0334487855919885,0.06141045448875158,0,28,1,0.03448275862068965,-156.14836812792498,-148.19990861642094,-148.6817014612583,-152.14836812792498,-141.92892018456263,-138.30221428177114,164.32732391357422,FALSE,FALSE,TRUE,NA,0,0.3047900559511099
Central Asia Extended,Nelder-Mead,0.01409040908096418,0.9961742657353948,0.9943889230785788,147,TRUE,NA,0.01752987566505822,0.9659266444298652,0.00200413534231824,0.8625374205996398,0.5365697583913147,0.06234562262566336,0.5160588746764416,0.41264541577857705,1.0334487855919885,0.06141045448875158,0,28,1,0.03448275862068965,-156.14836812792498,-148.19990861642094,-148.6817014612583,-152.14836812792498,-141.92892018456263,-138.30221428177114,164.12261819839478,FALSE,FALSE,TRUE,NA,0,0.3047900559511099
Central Asia Extended,L-BFGS-B,0.01464703062187104,0.9960231355525002,0.9941672654770004,13,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9849165593595572,0.9683115212354452,1.4358592091049055e-5,0.9990795736627448,0.5075524762815493,0.05001058799757136,0.5075426863805781,0.38371587277416086,1.1357584337832196,0.0470577191764763,0,26,1,0.03703703703703703,-155.25727296213876,-147.30881345063472,-147.7906062954721,-151.25727296213876,-141.0378250187764,-137.41111911598492,74.87817716598511,FALSE,FALSE,TRUE,NA,0.8910951657862256,0.1952099440488901
Central Asia Extended,L-BFGS-B,0.01464703062187104,0.9960231355525002,0.9941672654770004,13,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9849165593595572,0.9683115212354452,1.4358592091049055e-5,0.9990795736627448,0.5075524762815493,0.05001058799757136,0.5075426863805781,0.38371587277416086,1.1357584337832196,0.0470577191764763,0,26,1,0.03703703703703703,-155.25727296213876,-147.30881345063472,-147.7906062954721,-151.25727296213876,-141.0378250187764,-137.41111911598492,74.87817716598511,FALSE,FALSE,TRUE,NA,0.8910951657862256,0.1952099440488901
Chile,NM,0.0119514597751604,0.9906247499228072,0.9862496332201172,423,TRUE,NA,0.01741276146085506,0.8799548899711676,0.00199810074739788,0.5419680743945389,0.17585654308282245,0.25662492993150293,0.611669010393435,0.1317675788452747,1.2096671639489684,8.723431818149341e-12,1,12,0.5,0.07692307692307693,-159.93510954277392,-151.98665003126987,-152.46844287610725,-155.93510954277392,-145.71566159941156,-142.08895569662008,1275.6162190437317,FALSE,FALSE,TRUE,NA,0,0.4615772676704145
Chile,Nelder-Mead,0.0119514597751604,0.9906247499228072,0.9862496332201172,423,TRUE,NA,0.01741276146085506,0.8799548899711676,0.00199810074739788,0.5419680743945389,0.17585654308282245,0.25662492993150293,0.611669010393435,0.1317675788452747,1.2096671639489684,8.723431818149341e-12,1,12,0.5,0.07692307692307693,-159.93510954277392,-151.98665003126987,-152.46844287610725,-155.93510954277392,-145.71566159941156,-142.08895569662008,1262.8435189723969,FALSE,FALSE,TRUE,NA,0,0.4615772676704145
Chile,Newton,0.02137079085439367,0.9832358128315218,0.975412525486232,2,TRUE,NA,0.9823222112342757,0.9106229293464088,-6.2928683757354885e-6,0.9988608557196144,0.47328577907254976,0.25463714105992824,0.470670027743972,0.14880466351258692,1.0535041447482172,1.115868494193574e-5,2.25,-0.25,0.3076923076923077,1.3333333333333333,-146.56816162716214,-138.6197021156581,-139.10149496049547,-142.56816162716214,-132.3487136837998,-128.7220077810083,511.08772802352905,FALSE,FALSE,TRUE,NA,13.366947915611775,5.776284190605924e-4
Chile,L-BFGS-B,0.01484530208888728,0.9883546928849598,0.9829202162312743,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9543563955971932,0.8936275659277049,2.0445208005749135e-5,0.995591899477212,0.14626509508403598,0.4009827970794053,0.5280905114311822,0.2583053128180852,1.329424827564765,4.153323784175835e-11,1.25,18,0.4444444444444444,0.05263157894736842,-154.9480188593928,-146.99955934788875,-147.48135219272612,-150.9480188593928,-140.72857091603044,-137.10186501323895,140.70503902435303,FALSE,FALSE,TRUE,NA,4.987090683381126,0.038133918120055205
Chile,L-BFGS-B,0.01484530208888728,0.9883546928849598,0.9829202162312743,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9543563955971932,0.8936275659277049,2.0445208005749135e-5,0.995591899477212,0.14626509508403598,0.4009827970794053,0.5280905114311822,0.2583053128180852,1.329424827564765,4.153323784175835e-11,1.25,18,0.4444444444444444,0.05263157894736842,-154.9480188593928,-146.99955934788875,-147.48135219272612,-150.9480188593928,-140.72857091603044,-137.10186501323895,140.70503902435303,FALSE,FALSE,TRUE,NA,4.987090683381126,0.038133918120055205
Eastern Africa,PORT,0.00164935980290499,0.9910587755475938,0.9868862041364708,11960,TRUE,relative convergence (4),1.0079061386771106e-4,0.7853884033856301,0.00454269961103869,0.01238908669137067,0.21208069351228095,0.02219755469228294,0.7960340575440041,0.13577669464702433,1.5171012251499465,1.2460474810830805e-7,0.25,34,0.8,0.02857142857142857,-205.48583245216668,-197.53737294066264,-198.0191657855,-201.48583245216668,-191.26638450880432,-187.63967860601284,1584.7742171287537,FALSE,FALSE,TRUE,NA,0,0.9997975837406682
Eastern Africa,L-BFGS-B,0.00367012059708144,0.9801041761972692,0.9708194584226616,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.927585536379312,0.7904319940507508,2.3519613769726212e-5,0.9899182911527576,0.15968016580731673,0.04430469074292871,0.5676058763284547,0.5662896452599392,2.4096031520819445,4.1701385092478205e-11,0,74,1,0.01333333333333333,-187.08957438232392,-179.14111487081988,-179.62290771565725,-183.08957438232392,-172.87012643896156,-169.24342053617008,121.45673298835754,FALSE,FALSE,TRUE,NA,18.39625806984276,1.0120812966597708e-4
Eastern Africa,L-BFGS-B,0.00367012059708144,0.9801041761972692,0.9708194584226616,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.927585536379312,0.7904319940507508,2.3519613769726212e-5,0.9899182911527576,0.15968016580731673,0.04430469074292871,0.5676058763284547,0.5662896452599392,2.4096031520819445,4.1701385092478205e-11,0,74,1,0.01333333333333333,-187.08957438232392,-179.14111487081988,-179.62290771565725,-183.08957438232392,-172.87012643896156,-169.24342053617008,121.45673298835754,FALSE,FALSE,TRUE,NA,18.39625806984276,1.0120812966597708e-4
EU27,L-BFGS-B,0.00738353832388045,0.997692310862928,0.9966153892656276,28,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9400792913923192,0.9812691305847944,3.146204122141363e-5,0.998808260189372,0.25238752832793127,0.18260489082621137,0.51416219255798,0.2721993266476188,1.5378683987865651,0.06287000622542364,-0.75,3.5,4,0.2222222222222222,-171.0119200408897,-163.06346052938565,-163.54525337422302,-167.0119200408897,-156.79247209752734,-153.16576619473585,90.38248991966248,FALSE,FALSE,TRUE,NA,0,0.5
EU27,L-BFGS-B,0.00738353832388045,0.997692310862928,0.9966153892656276,28,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9400792913923192,0.9812691305847944,3.146204122141363e-5,0.998808260189372,0.25238752832793127,0.18260489082621137,0.51416219255798,0.2721993266476188,1.5378683987865651,0.06287000622542364,-0.75,3.5,4,0.2222222222222222,-171.0119200408897,-163.06346052938565,-163.54525337422302,-167.0119200408897,-156.79247209752734,-153.16576619473585,90.38248991966248,FALSE,FALSE,TRUE,NA,0,0.5
India,NM,0.01637966567225545,0.9958452979062508,0.993906436929168,329,TRUE,NA,0.01021590620099048,0.968065240222607,0.00227288000214698,0.8539628296399384,0.3185551137062069,0.17885124195627355,0.6390743711193254,2.8489059473944105e-5,1.6354007049734025,0.00895899367821445,-0.25,0.5,1.3333333333333333,0.6666666666666666,-152.68580303074924,-144.7373435192452,-145.21913636408257,-148.68580303074924,-138.4663550873869,-134.8396491845954,93.3378369808197,FALSE,FALSE,TRUE,NA,0,0.5
India,Nelder-Mead,0.01637966567225545,0.9958452979062508,0.993906436929168,329,TRUE,NA,0.01021590620099048,0.968065240222607,0.00227288000214698,0.8539628296399384,0.3185551137062069,0.17885124195627355,0.6390743711193254,2.8489059473944105e-5,1.6354007049734025,0.00895899367821445,-0.25,0.5,1.3333333333333333,0.6666666666666666,-152.68580303074924,-144.7373435192452,-145.21913636408257,-148.68580303074924,-138.4663550873869,-134.8396491845954,92.887934923172,FALSE,FALSE,TRUE,NA,0,0.5
Japan,LM,8.005479825023818e-4,0.9818686582426336,0.9734073654225291,372,TRUE,Relative error between `par' and the solution is at most `ptol'.,9.327488621460093e-14,0.5084412290177721,0.01483470336738125,1.31677261889285e-87,0.2908795391288875,0.01513414932043657,0.17181113559442868,0.00367937274286697,1.2865303619578514,1.6579573387809316e-10,12,8,0.07692307692307693,0.1111111111111111,-222.11129095952313,-214.1628314480191,-214.6446242928565,-218.11129095952313,-207.8918430161608,-204.2651371133693,10126.119500875471,FALSE,FALSE,TRUE,NA,0,0.9999999990805535
Japan,L-BFGS-B,0.00519211374632041,0.8824055636448053,0.827528160012381,822,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.8116170036515236,0.00683261017478618,9.93136357215762e-4,0.2493500679102043,0.8322102411562646,0.2744298117398397,0.4213291497412704,0.5082837100315505,0.2781338474817968,72,12,0.0136986301369863,0.07692307692307693,-179.11049797830694,-171.1620384668029,-171.64383131164027,-175.11049797830694,-164.89105003494458,-161.2643441321531,1176.6153531074524,FALSE,FALSE,TRUE,NA,43.00079298121619,4.5972322536106794e-10
Japan,L-BFGS-B,0.00519211374632041,0.8824055636448053,0.827528160012381,822,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.8116170036515236,0.00683261017478618,9.93136357215762e-4,0.2493500679102043,0.8322102411562646,0.2744298117398397,0.4213291497412704,0.5082837100315505,0.2781338474817968,72,12,0.0136986301369863,0.07692307692307693,-179.11049797830694,-171.1620384668029,-171.64383131164027,-175.11049797830694,-164.89105003494458,-161.2643441321531,1176.6153531074524,FALSE,FALSE,TRUE,NA,43.00079298121619,4.5972322536106794e-10
Levant,NM,0.01762451018664514,0.9906846080658224,0.9863374251632064,145,TRUE,NA,0.01759720936294787,0.9450019752064064,0.00196122975162532,0.784512159731608,0.5337703606122173,0.01390070266567708,0.5156131846719497,0.6061566307996096,1.0367255152177357,0.0013639377001339,-0.5,60,2,0.01639344262295082,-151.00105556083872,-143.05259604933468,-143.53438889417205,-147.00105556083872,-136.78160761747637,-133.15490171468488,202.767205953598,FALSE,FALSE,TRUE,NA,13.919369900167624,4.742475686507081e-4
Levant,Nelder-Mead,0.01762451018664514,0.9906846080658224,0.9863374251632064,145,TRUE,NA,0.01759720936294787,0.9450019752064064,0.00196122975162532,0.784512159731608,0.5337703606122173,0.01390070266567708,0.5156131846719497,0.6061566307996096,1.0367255152177357,0.0013639377001339,-0.5,60,2,0.01639344262295082,-151.00105556083872,-143.05259604933468,-143.53438889417205,-147.00105556083872,-136.78160761747637,-133.15490171468488,203.74590587615967,FALSE,FALSE,TRUE,NA,13.919369900167624,4.742475686507081e-4
Levant,L-BFGS-B,0.0096224658945361,0.9949140690872202,0.9925406346612564,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.944888392714012,0.9320974344379828,6.742613519260075e-6,0.9990732682455729,0.2161247196738436,0.04570775674198098,0.518987807391736,0.00169885294888291,1.4736503070412017,1.3731290496246692e-8,0.75,16,0.5714285714285714,0.0588235294117647,-164.92042546100635,-156.97196594950233,-157.4537587943397,-160.92042546100635,-150.70097751764402,-147.0742716148525,98.72951006889345,FALSE,FALSE,TRUE,NA,0,0.49952575243134933
Levant,L-BFGS-B,0.0096224658945361,0.9949140690872202,0.9925406346612564,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.944888392714012,0.9320974344379828,6.742613519260075e-6,0.9990732682455729,0.2161247196738436,0.04570775674198098,0.518987807391736,0.00169885294888291,1.4736503070412017,1.3731290496246692e-8,0.75,16,0.5714285714285714,0.0588235294117647,-164.92042546100635,-156.97196594950233,-157.4537587943397,-160.92042546100635,-150.70097751764402,-147.0742716148525,98.72951006889345,FALSE,FALSE,TRUE,NA,0,0.49952575243134933
Mexico,L-BFGS-B,0.01115834512326487,0.9576226686229152,0.9378465806469424,30,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9559441123627292,0.9682516532122346,2.1596056953209565e-5,0.9986133155271212,0.2389362791924791,0.6748523551630932,0.999999,2.0538832577849384e-4,0.827182773237833,0.14501805821395902,10,4.75,0.09090909090909093,0.17391304347826086,-161.5144222141872,-153.56596270268315,-154.04775554752052,-157.5144222141872,-147.29497427082484,-143.66826836803335,72.92513585090637,FALSE,FALSE,TRUE,NA,0,0.5
