r,method,t,fitted,residual,TFP
Argentina,LM,2000,0.6633006557071653,-0.003552104893420227,0.9090300474308728
Argentina,LM,2001,0.6247772902281447,0.011187662801457998,0.9119141848262061
Argentina,LM,2002,0.548478971764429,0.026087658929809687,0.9148074729075255
Argentina,LM,2003,0.6166825317594555,-0.006440598633290773,0.917709940707793
Argentina,LM,2004,0.6957620254413901,-0.04064319156159246,0.9206216173520861
Argentina,LM,2005,0.7405931646050556,-0.01826547884913987,0.9235425320578898
Argentina,LM,2006,0.7916534115964639,-0.007542781315583363,0.9264727141353887
Argentina,LM,2007,0.857149343292201,-7.810641468260771e-4,0.9294121929877615
Argentina,LM,2008,0.8985856170138584,-0.008223727399440939,0.9323609981114771
Argentina,LM,2009,0.816894720586775,0.026082105712274928,0.9353191590965889
Argentina,LM,2010,0.9069140105209721,0.01799501460474895,0.9382867056270331
Argentina,LM,2011,0.9747371455685602,0.004180694077236816,0.9412636674809257
Argentina,LM,2012,0.9706082252625567,-0.0018965316574528768,0.9442500745308616
Argentina,LM,2013,0.9778784920110004,0.014415015926886595,0.9472459567442145
Argentina,LM,2014,0.9553298887407288,0.012289726492464112,0.9502513441834377
Argentina,LM,2015,0.985721012652509,0.007920423460454313,0.9532662670063651
Argentina,LM,2016,0.9642481075375855,0.00892264151809561,0.9562907554665142
Argentina,LM,2017,1.0169137197101525,-0.01646145033966274,0.9593248399133907
Argentina,LM,2018,0.98678045696340555,-0.012898976413838213,0.962368550792791
Argentina,LM,2019,0.9545795657822427,5.953429534993199e-5,0.9654219186471097
Argentina,LM,2020,0.872042541850665,-0.013762906304643552,0.9684849741156442
Argentina,LM,2021,0.9733640954638905,-0.024357899569824395,0.9715577479349042
Argentina,LM,2022,0.9746402709399183,0.02568682894728564,0.9746402709389184
Argentina,NM,2000,0.6694516016860572,-0.012782612090215029,0.9778473005626059
Argentina,NM,2001,0.620068004695269,0.01875375638371496,0.9798121467388122
Argentina,NM,2002,0.5540548964630295,0.015972827270615775,0.9817809409961699
Argentina,NM,2003,0.6214052512409558,-0.014069689967051657,0.9837536912677907
Argentina,NM,2004,0.7009843432981111,-0.04812105913859743,0.9857304055027272
Argentina,NM,2005,0.7471662670379989,-0.027101780017447008,0.9877110916660053
Argentina,NM,2006,0.7973230073309214,-0.014678972548323871,0.9896957577386528
Argentina,NM,2007,0.8573240538238108,-9.848707879888119e-4,0.9916844117177369
Argentina,NM,2008,0.9001903821084255,-0.010008013515226982,0.9936770616163927
Argentina,NM,2009,0.8179203632217531,0.024827354909324223,0.9956737154638571
Argentina,NM,2010,0.9044997960164137,0.02066057442912872,0.9976743813055008
Argentina,NM,2011,0.9797925490398994,-9.92330163740441e-4,0.9996790672028585
Argentina,NM,2012,0.9675596839834528,0.0012492678149299205,1.0016877812336658
Argentina,NM,2013,0.9728648211805161,0.019555294338747416,1.0037005314918883
Argentina,NM,2014,0.9473291256403107,0.020699862200413387,1.0057173260877554
Argentina,NM,2015,0.9787818708330627,0.014984979830029195,1.0077381731477943
Argentina,NM,2016,0.957026060769101,0.016440653162376716,1.0097630808148579
Argentina,NM,2017,1.0074364947321333,-0.007098155243435451,1.0117920572481638
Argentina,NM,2018,0.9809774043447358,-0.0070008224225149435,1.013825110623324
Argentina,NM,2019,0.9324191964047795,0.02354803747110759,1.0158622491323777
Argentina,NM,2020,0.8541263129638944,0.006996212637096044,1.0179034809838257
Argentina,NM,2021,0.9826112892981107,-0.03381329742529585,1.0199488144026607
Argentina,NM,2022,1.0219982576314042,-0.02175978691741957,1.021998257630404
Argentina,Nelder-Mead,2000,0.6694516016860572,-0.012782612090215029,0.9778473005626059
Argentina,Nelder-Mead,2001,0.620068004695269,0.01875375638371496,0.9798121467388122
Argentina,Nelder-Mead,2002,0.5540548964630295,0.015972827270615775,0.9817809409961699
Argentina,Nelder-Mead,2003,0.6214052512409558,-0.014069689967051657,0.9837536912677907
Argentina,Nelder-Mead,2004,0.7009843432981111,-0.04812105913859743,0.9857304055027272
Argentina,Nelder-Mead,2005,0.7471662670379989,-0.027101780017447008,0.9877110916660053
Argentina,Nelder-Mead,2006,0.7973230073309214,-0.014678972548323871,0.9896957577386528
Argentina,Nelder-Mead,2007,0.8573240538238108,-9.848707879888119e-4,0.9916844117177369
Argentina,Nelder-Mead,2008,0.9001903821084255,-0.010008013515226982,0.9936770616163927
Argentina,Nelder-Mead,2009,0.8179203632217531,0.024827354909324223,0.9956737154638571
Argentina,Nelder-Mead,2010,0.9044997960164137,0.02066057442912872,0.9976743813055008
Argentina,Nelder-Mead,2011,0.9797925490398994,-9.92330163740441e-4,0.9996790672028585
Argentina,Nelder-Mead,2012,0.9675596839834528,0.0012492678149299205,1.0016877812336658
Argentina,Nelder-Mead,2013,0.9728648211805161,0.019555294338747416,1.0037005314918883
Argentina,Nelder-Mead,2014,0.9473291256403107,0.020699862200413387,1.0057173260877554
Argentina,Nelder-Mead,2015,0.9787818708330627,0.014984979830029195,1.0077381731477943
Argentina,Nelder-Mead,2016,0.957026060769101,0.016440653162376716,1.0097630808148579
Argentina,Nelder-Mead,2017,1.0074364947321333,-0.007098155243435451,1.0117920572481638
Argentina,Nelder-Mead,2018,0.9809774043447358,-0.0070008224225149435,1.013825110623324
Argentina,Nelder-Mead,2019,0.9324191964047795,0.02354803747110759,1.0158622491323777
Argentina,Nelder-Mead,2020,0.8541263129638944,0.006996212637096044,1.0179034809838257
Argentina,Nelder-Mead,2021,0.9826112892981107,-0.03381329742529585,1.0199488144026607
Argentina,Nelder-Mead,2022,1.0219982576314042,-0.02175978691741957,1.021998257630404
Argentina,PORT,2000,0.6636537809651577,-0.0040843390931322165,0.9146595476861272
Argentina,PORT,2001,0.6237108112206867,0.012896096010582836,0.9173987650057696
Argentina,PORT,2002,0.5484820369537119,0.026082070418898873,0.920146185718186
Argentina,PORT,2003,0.6169277480780422,-0.0068381574504055576,0.9229018343908514
Argentina,PORT,2004,0.6962774809949159,-0.0413837676367701,0.9256657356648156
Argentina,PORT,2005,0.7411924138574214,-0.019074299361020064,0.9284379142549236
Argentina,PORT,2006,0.7923320503489311,-0.008399656344167394,0.931218394950034
Argentina,PORT,2007,0.8566598578136262,-2.0983895843421085e-4,0.9340072026132454
Argentina,PORT,2008,0.8983634638774888,-0.00797647149234397,0.9368043621821158
Argentina,PORT,2009,0.8172993397332272,0.025586914639751823,0.9396098986688856
Argentina,PORT,2010,0.9064959571075233,0.01845608345108543,0.9424238371607027
Argentina,PORT,2011,0.9754967429366903,0.0034017132472776573,0.9452462028198432
Argentina,PORT,2012,0.9705860693080333,-0.0018737045199670385,0.948077020883942
Argentina,PORT,2013,0.9773920580345413,0.014912577746639066,0.9509163166662141
Argentina,PORT,2014,0.9547161653239612,0.012932353340735413,0.953764115555683
Argentina,PORT,2015,0.9854759021004397,0.008169115563712137,0.9566204430174075
Argentina,PORT,2016,0.9641839378557071,0.008989192664717933,0.9594853245927063
Argentina,PORT,2017,1.0161940893905363,-0.01575353869184176,0.9623587858993923
Argentina,PORT,2018,0.9868253808942674,-0.012944501138185792,0.9652408526319971
