r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime
Argentina,LM,0.006376711600848699,0.9914217201241756,0.987418522848791,814,TRUE,Relative error in the sum of squares is at most `ftol'.,0.001611066282284678,0.7408292858063339,0.003167740951098147,0.034333940947707434,0.44709591612536487,1.831719069419744e-5,0.0023410490175718836,0.8547294450670285,1.0662113501468533,1.6588567370590824e-10,-0.99,46,99.99999999999991,0.02127659574468085,-174.3837299303892,-166.43527041888515,-166.91706326372253,-170.3837299303892,-160.16428198702684,-156.53757608423535,9074.02242898941
Argentina,NM,0.00900615188731762,0.9878844620347403,0.9822305443176191,139,TRUE,,0.01764880095061891,0.8773356569298543,0.0020073428385940025,0.5311246318860441,0.5149803481685231,0.0679421551133305,0.537917526486813,0.05115590677764065,1.0305066936223157,0.004325630266599367,-0.99,3.25,99.99999999999991,0.23529411764705882,-166.44285698512502,-158.49439747362098,-158.97619031845835,-162.44285698512502,-152.22340904176266,-148.59670313897118,1124.4487490653992
Argentina,Nelder-Mead,0.00900615188731762,0.9878844620347403,0.9822305443176191,139,TRUE,,0.01764880095061891,0.8773356569298543,0.0020073428385940025,0.5311246318860441,0.5149803481685231,0.0679421551133305,0.537917526486813,0.05115590677764065,1.0305066936223157,0.004325630266599367,-0.99,3.25,99.99999999999991,0.23529411764705882,-166.44285698512502,-158.49439747362098,-158.97619031845835,-162.44285698512502,-152.22340904176266,-148.59670313897118,1175.8901109695435
Argentina,PORT,0.006443844932981829,0.9913314089186386,0.9872860664140033,1623,TRUE,relative convergence (4),0.0023115400308283372,0.7527590925273828,0.002990318967295908,0.05706100098100072,0.4447728978002907,6.663736666997285e-5,0.007288312321748793,0.7954177711400658,1.0782067234468737,5.158698905300555e-10,-0.99,38,99.99999999999991,0.02564102564102564,-174.14285415439107,-166.19439464288703,-166.6761874877244,-170.14285415439107,-159.92340621102872,-156.29670030823723,9173.56035399437
Argentina,Newton,0.01723903274818916,0.9768091679600523,0.9659867796747434,2,TRUE,,1.0936013905702724,0.9068480919828794,-3.868893928103555e-5,0.9926976342321743,0.417877847091386,0.07394176044123965,0.412329263184274,0.5099326528289859,1.019702882272407,0.030410832066197775,-0.25,16,1.3333333333333333,0.058823529411764705,-151.50968673589188,-143.56122722438784,-144.0430200692252,-147.50968673589188,-137.29023879252952,-133.66353288973804,96.13188910484314
Argentina,L-BFGS-B,0.009855024977120125,0.9867425143665389,0.9805556877375904,34,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9626667099547312,0.8811127103467032,2.406718762465075e-5,0.994194471896872,0.3575625991511531,0.05551949195224442,0.4819780878037371,0.07304872858792216,1.3029140432318442,3.4233694523247866e-4,-0.5,3,2,0.25,-164.37116445650648,-156.42270494500244,-156.9044977898398,-160.37116445650648,-150.15171651314412,-146.52501061035264,96.54059410095215
Argentina,L-BFGS-B,0.009855024977120125,0.9867425143665389,0.9805556877375904,34,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9626667099547312,0.8811127103467032,2.406718762465075e-5,0.994194471896872,0.3575625991511531,0.05551949195224442,0.4819780878037371,0.07304872858792216,1.3029140432318442,3.4233694523247866e-4,-0.5,3,2,0.25,-164.37116445650648,-156.42270494500244,-156.9044977898398,-160.37116445650648,-150.15171651314412,-146.52501061035264,96.54059410095215
Australia and New Zealand,LM,5.877656366143928e-4,0.9991998010530342,0.9988263748777835,917,TRUE,Relative error in the sum of squares is at most `ftol'.,2.882824221208772e-18,0.8588365784248997,0.019970670776104264,6.799306089942034e-13,1.955739748905042e-6,0.9873252391413874,0.38647057293651776,0.16565488713829415,0.5192463694513695,0.005479093662550162,90,-0.99,0.01098901098901099,99.99999999999991,-229.21755910058667,-221.26909958908263,-221.75089243392,-225.21755910058667,-214.99811115722432,-211.37140525443283,3202.0634100437164
Australia and New Zealand,NM,0.0018944242272506562,0.9974208831253144,0.9962172952504611,377,TRUE,,0.03238428133785057,0.9319026431085251,0.001690837590165803,0.7701718450692416,0.05512376672499318,0.10692691482255297,0.5354581159045031,0.35189797299490805,1.339691869556367,1.8067630933297227e-5,-0.25,44,1.3333333333333333,0.022222222222222223,-202.2996944293707,-194.35123491786666,-194.83302776270403,-198.2996944293707,-188.08024648600835,-184.45354058321686,79.86773800849915
Australia and New Zealand,Nelder-Mead,0.0018944242272506562,0.9974208831253144,0.9962172952504611,377,TRUE,,0.03238428133785057,0.9319026431085251,0.001690837590165803,0.7701718450692416,0.05512376672499318,0.10692691482255297,0.5354581159045031,0.35189797299490805,1.339691869556367,1.8067630933297227e-5,-0.25,44,1.3333333333333333,0.022222222222222223,-202.2996944293707,-194.35123491786666,-194.83302776270403,-198.2996944293707,-188.08024648600835,-184.45354058321686,80.51192712783813
