r,method,parameter,Estimate,Std. Error,t value,Pr(>|t|)
Argentina,LM,gamma,0.002421171457074935,0.007937400662549015,0.30503329238483984,0.7603407962088891
Argentina,LM,lambda,0.002967179997592735,0.0016227876625000658,1.8284462386295808,0.06748260723231223
Argentina,LM,delta_1,0.43187735358794554,0.10908179060538194,3.9592066759365916,7.519914063145425e-5
Argentina,LM,delta,0.005865456843227651,0.02458823935579359,0.23854724847737444,0.8114566738209719
Argentina,LM,rho_1,-0.9,0.42534038448760725,-2.1159523826645303,0.03434885761619567
Argentina,LM,rho,40,32.97377577064388,1.2130852189396968,0.22509724059233235
Argentina,LM,nu,1.084679406217068,0.1768461169078927,6.133464648149468,8.598553286850523e-10
Argentina,NM,gamma,0.017649322377417516,0.11564613907214,0.15261488640280396,0.8787019848754284
Argentina,NM,lambda,0.0020068668282564256,0.0032414585251612587,0.6191246356164889,0.5358342551120783
Argentina,NM,delta_1,0.51496592094184,0.2911828770842122,1.7685309180900364,0.07697218812060443
Argentina,NM,delta,0.5379463684016366,0.2691286096765874,1.998844972476498,0.045625130141719684
Argentina,NM,rho_1,-0.9,0.6804716500468037,-1.3226120440698697,0.1859644268751422
Argentina,NM,rho,2.8100000000000005,9.260074225879412,0.3034532911352706,0.7615444384978864
Argentina,NM,nu,1.0304964968221944,0.3653858199570754,2.820296904086903,0.004797923417213227
Argentina,Nelder-Mead,gamma,0.017649322377417516,0.11564613907214,0.15261488640280396,0.8787019848754284
Argentina,Nelder-Mead,lambda,0.0020068668282564256,0.0032414585251612587,0.6191246356164889,0.5358342551120783
Argentina,Nelder-Mead,delta_1,0.51496592094184,0.2911828770842122,1.7685309180900364,0.07697218812060443
Argentina,Nelder-Mead,delta,0.5379463684016366,0.2691286096765874,1.998844972476498,0.045625130141719684
Argentina,Nelder-Mead,rho_1,-0.9,0.6804716500468037,-1.3226120440698697,0.1859644268751422
Argentina,Nelder-Mead,rho,2.8100000000000005,9.260074225879412,0.3034532911352706,0.7615444384978864
Argentina,Nelder-Mead,nu,1.0304964968221944,0.3653858199570754,2.820296904086903,0.004797923417213227
Argentina,PORT,gamma,0.0034428754990321543,0.011825564137397477,0.2911383726839985,0.7709454932498659
Argentina,PORT,lambda,0.0027941931278805863,0.0017000286605094977,1.6436153064873436,0.10025569019644484
Argentina,PORT,delta_1,0.4292852401967443,0.11524452303590905,3.724994723289221,1.9531930756587802e-4
