r,method,invalid_reason,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,on_edge_KL,on_edge_VAE,valid
India,PORT,no_convergence|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.0084188405025353,0.9978645623705772,0.99686802481018,292,FALSE,false convergence (8),1.0132511379249554e-14,0.9572469168820088,0.01595018312237088,0.08369240676876905,0.17679558908764054,0.1762717261032068,0.6830575154291754,1.690615692954954e-8,1.4992971103757156,0.00119898672976754,0.1100000000000001,-0.99,0.9009009009009008,99.99999999999991,-167.99387982457054,-160.0454203130665,-160.52721315790387,-163.99387982457054,-153.7744318812082,-150.1477259784167,493.6824119091034,FALSE,TRUE,FALSE
India,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.03679105440386428,0.9906679545744462,0.9863130000425212,3,TRUE,NA,0.9723520653290032,0.9610709738793528,-7.900600379558142e-6,0.999377860206814,0.463743380380941,0.995901309865406,0.5055324131065799,0.03150983185424403,1.009581560680137,1.4456325010505982e-9,100,-0.49,0.0099009900990099,1.96078431372549,-134.07387962118122,-126.12542010967718,-126.60721295451457,-130.07387962118122,-119.85443167781888,-116.22772577502738,40.79675316810608,TRUE,FALSE,FALSE
India,L-BFGS-B,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.01557618542393655,0.996049102905902,0.9942053509286564,40,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9614291920357844,0.9563520625564116,2.8412027304707288e-5,0.9974908882700382,0.6868109568033773,5.699970373389429e-6,0.5402901569532899,0.06834533722734998,1.3357329749511606,2.5247092652330897e-8,-0.99,12,99.99999999999991,0.07692307692307693,-153.84264541630185,-145.8941859047978,-146.37597874963518,-149.84264541630185,-139.6231974729395,-135.996491570148,40.51719713211059,TRUE,FALSE,FALSE
India,L-BFGS-B,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.01557618542393655,0.996049102905902,0.9942053509286564,40,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9614291920357844,0.9563520625564116,2.8412027304707288e-5,0.9974908882700382,0.6868109568033773,5.699970373389429e-6,0.5402901569532899,0.06834533722734998,1.3357329749511606,2.5247092652330897e-8,-0.99,12,99.99999999999991,0.07692307692307693,-153.84264541630185,-145.8941859047978,-146.37597874963518,-149.84264541630185,-139.6231974729395,-135.996491570148,40.51719713211059,TRUE,FALSE,FALSE
Japan,NM,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00896940770876048,0.7968553380876898,0.702054495861945,1687,TRUE,NA,5.425877726620068e-5,0.7603202282629062,0.00486106120637119,0.00277970820540874,0.43479713849284407,0.7876173383146076,1.0856097952527557,0.8797139818049378,0.32793234444298747,0.7055471728489975,18,30,0.05263157894736842,0.03225806451612903,-166.53688657896143,-158.5884270674574,-159.07021991229476,-162.53688657896143,-152.31743863559907,-148.6907327328076,114.1321930885315,FALSE,FALSE,FALSE
Japan,Nelder-Mead,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00896940770876048,0.7968553380876898,0.702054495861945,1687,TRUE,NA,5.425877726620068e-5,0.7603202282629062,0.00486106120637119,0.00277970820540874,0.43479713849284407,0.7876173383146076,1.0856097952527557,0.8797139818049378,0.32793234444298747,0.7055471728489975,18,30,0.05263157894736842,0.03225806451612903,-166.53688657896143,-158.5884270674574,-159.07021991229476,-162.53688657896143,-152.31743863559907,-148.6907327328076,115.97307300567628,FALSE,FALSE,FALSE
Japan,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,8.35466869521053e-4,0.9810778325326852,0.972247487714605,129,FALSE,false convergence (8),1.2074227685840973e-13,0.5119002148890159,0.01470667487093876,9.029262386861638e-85,0.3746674123798136,0.00260950612171955,0.11739148237007473,0.05003964112284459,1.169351964178771,4.645084720168152e-11,6,10,0.14285714285714285,0.09090909090909093,-221.1293238427576,-213.18086433125356,-213.66265717609093,-217.1293238427576,-206.90987589939525,-203.28316999660376,1302.4590408802032,FALSE,FALSE,FALSE
Japan,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|rho_VAE_on_edge,0.04808076323611712,-0.08896269511162935,-0.597145286163723,2,TRUE,NA,0.9072754246382622,0.7902909762448351,3.455643846220161e-5,0.9851797562602468,0.5005699085679748,0.8221973815293109,0.4846553104694568,0.956155215265662,0.9145433937494696,0.2942125866089148,100,100,0.0099009900990099,0.0099009900990099,-127.91844860184614,-119.9699890903421,-120.45178193517948,-123.91844860184614,-113.69900065848378,-110.0722947556923,80.80980610847473,TRUE,TRUE,FALSE
Levant,LM,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00290086820181113,0.9984667559250652,0.9977512420234292,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,4.040626470917024e-20,0.8775075579816647,0.02206797978547762,6.130800845413109e-12,0.4755780103739434,0.06024271398121421,0.5116036670197648,0.02962524138124716,0.5618793086794216,1.0512500621294712e-4,0.91,8,0.5235602094240838,0.1111111111111111,-192.49950672415193,-184.5510472126479,-185.0328400574853,-188.49950672415193,-178.28005878078957,-174.6533528779981,3427.7755830287933,FALSE,FALSE,FALSE
Levant,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.0032983259403447,0.9982566809818938,0.9974431321067776,1587,FALSE,false convergence (8),4.6078255728050074e-21,0.880299758528182,0.02313982073955778,1.85865162504224e-12,0.8063796663908974,0.6591604584303923,0.3398450194746162,0.00554221454979602,0.4775206917866953,2.634374606818307e-4,66,2,0.01492537313432835,0.3333333333333333,-189.546192257057,-181.59773274555295,-182.07952559039032,-185.546192257057,-175.32674431369463,-171.70003841090315,792.0456938743591,FALSE,FALSE,FALSE
Levant,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.02836720441617356,0.9850066100671504,0.9780096947651538,2,TRUE,NA,1.029331105833087,0.9583969022568094,-6.151231415766507e-5,0.9948244715704258,0.41411184918844834,0.8619870176424191,0.4860118213894819,0.00593028478915412,1.0156483298931227,0.00704183676444278,100,-0.69,0.0099009900990099,3.2258064516129026,-140.05436319502058,-132.10590368351654,-132.58769652835392,-136.05436319502058,-125.83491525165824,-122.20820934886676,57.31329393386841,TRUE,FALSE,FALSE
Mexico,LM,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00455157717550405,0.9827139537338768,0.9746471321430196,772,TRUE,Relative error in the sum of squares is at most `ftol'.,1.2611915040824799e-21,0.9516660177169968,0.02380372811219933,0.0035349533631066,-3.094940826925276,0.4899362910230223,0.6425102143490682,0.14597629358684655,-0.45230529827497834,0.22423524435711076,2,-0.3899999999999999,0.3333333333333333,1.6393442622950818,-182.13884087074743,-174.19038135924342,-174.6721742040808,-178.13884087074746,-167.9193929273851,-164.29268702459362,1747.437084197998,FALSE,FALSE,FALSE
Mexico,NM,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.01019031793792821,0.9612990617209466,0.9432386238573884,495,TRUE,NA,0.00388601089317502,0.9545236326713192,0.00274464295134201,0.7515981971066016,0.4263741298149474,0.5752173594517809,1.0207053270821504,0.02732660165192456,0.6880951624173283,0.11491968133619614,16,24,0.0588235294117647,0.04,-163.60166328534893,-155.6532037738449,-156.1349966186823,-159.60166328534893,-149.38221534198658,-145.7555094391951,118.80695509910583,FALSE,FALSE,FALSE
Mexico,Nelder-Mead,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.01019031793792821,0.9612990617209466,0.9432386238573884,495,TRUE,NA,0.00388601089317502,0.9545236326713192,0.00274464295134201,0.7515981971066016,0.4263741298149474,0.5752173594517809,1.0207053270821504,0.02732660165192456,0.6880951624173283,0.11491968133619614,16,24,0.0588235294117647,0.04,-163.60166328534893,-155.6532037738449,-156.1349966186823,-159.60166328534893,-149.38221534198658,-145.7555094391951,120.64967894554138,FALSE,FALSE,FALSE
Mexico,PORT,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00762702603878319,0.9710339691285734,0.957516488055241,861,TRUE,relative convergence (4),1.3371416444375023e-9,0.7805283737668377,0.01010263024999314,1.2501044890645828e-8,0.9999985823258732,0,1,0.02169708186394115,0.30497793766772807,2.7481346068365534e-4,98,0.51,0.0101010101010101,0.6622516556291391,-170.26568444728653,-162.3172249357825,-162.79901778061986,-166.26568444728653,-156.04623650392418,-152.4195306011327,1704.8933601379397,FALSE,FALSE,FALSE
Mexico,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.03143704337825005,0.8806079375669673,0.8248916417648854,3,TRUE,NA,0.9196292515519348,0.973098571181084,5.171579625129296e-5,0.997185201821616,0.5073582090622741,0.8712710769222358,0.4466316801780986,0.4439757277090767,1.0916111838116742,0.10801033821761044,100,20,0.0099009900990099,0.04761904761904761,-137.69103915379952,-129.74257964229548,-130.22437248713285,-133.69103915379952,-123.47159121043715,-119.84488530764568,79.91682004928589,TRUE,FALSE,FALSE
Middle Africa,LM,NA|bad_delta_KL|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.03506079778496376,0.9830718255310952,0.9751720107789396,605,TRUE,Relative error between `par' and the solution is at most `ptol'.,1.6789966706389228e-17,0.986673180387572,0.01913515614878161,0.5179831161205071,3.4443248833137305,0.9149122951420668,0.9886137170822588,0.23271077562326564,0.11170837801491984,0.9183734090710832,-0.18999999999999995,-0.99,1.2345679012345678,99.99999999999991,-135.18181479907363,-127.2333552875696,-127.71514813240697,-131.18181479907363,-120.96236685571128,-117.3356609529198,2188.784605979919,FALSE,TRUE,FALSE
Middle Africa,NM,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.04308431116409334,0.979197885321048,0.969490231804204,205,TRUE,NA,0.02263802419313977,0.9723286591633532,0.00192176785245471,0.8928019261153763,0.611904754974717,0.773420628721804,0.39477820478864856,0.12093817366174064,0.9717679945891567,0.08488699279476708,20,-0.99,0.04761904761904761,99.99999999999991,-130.44208320621345,-122.49362369470938,-122.97541653954676,-126.44208320621344,-116.22263526285109,-112.5959293600596,173.81397080421448,FALSE,TRUE,FALSE
Middle Africa,Nelder-Mead,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.04308431116409334,0.979197885321048,0.969490231804204,205,TRUE,NA,0.02263802419313977,0.9723286591633532,0.00192176785245471,0.8928019261153763,0.611904754974717,0.773420628721804,0.39477820478864856,0.12093817366174064,0.9717679945891567,0.08488699279476708,20,-0.99,0.04761904761904761,99.99999999999991,-130.44208320621345,-122.49362369470938,-122.97541653954676,-126.44208320621344,-116.22263526285109,-112.5959293600596,172.55095911026,FALSE,TRUE,FALSE
Middle Africa,PORT,no_convergence|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.04222302249119843,0.9796137356679878,0.970100145646382,20000,FALSE,iteration limit reached without convergence (10),9.73007777564888e-6,0.9746058196572698,0.00574103155475881,0.7116480062812884,0.5143343233816859,0.17600573610050077,0.00479101854704019,0.9572968864275034,0.8449277921727684,0.1646085820611366,-0.99,60,99.99999999999991,0.01639344262295082,-130.90652891725904,-122.958069405755,-123.43986225059236,-126.90652891725904,-116.68708097389668,-113.0603750711052,2057.0020048618317,TRUE,FALSE,FALSE
Middle Africa,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.04767616293724541,0.9769808317209556,0.966238553190735,2,TRUE,NA,0.9919722124160704,0.98653657542236,4.299614249287449e-5,0.9988290078048214,0.5304432894072119,0.3757268979502098,0.4326650390516278,0.531036932346771,0.927899534967114,0.4053175723401614,-0.99,18,99.99999999999991,0.05263157894736842,-128.11281286614494,-120.1643533546409,-120.64614619947828,-124.11281286614494,-113.89336492278258,-110.2666590199911,46.93615508079529,TRUE,FALSE,FALSE
Non-EU Europe,LM,NA|bad_delta_KL|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00394494084211504,0.990450406705928,0.9859939298353608,703,TRUE,Relative error in the sum of squares is at most `ftol'.,8.413533259216192e-13,0.7824021079617849,0.01375418147535225,1.5224156478793412e-14,1.0537897545570656,0.08449503852103789,0.00944913677913592,0.8117441715589904,0.6803450807598914,2.0582952108437348e-19,-0.99,6,99.99999999999991,0.14285714285714285,-185.42875733691187,-177.48029782540783,-177.9620906702452,-181.42875733691187,-171.20930939354952,-167.58260349075803,2050.9544248580933,TRUE,FALSE,FALSE
Non-EU Europe,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.03279306095262845,0.9206172139206472,0.8835719137502825,3,TRUE,NA,0.9974210542249908,NA,-1.759704517574738e-5,NA,0.5332229221949294,NA,0.5017870895390342,NA,1.041940042270704,NA,100,0.91,0.0099009900990099,0.5235602094240838,-136.7197488391678,-128.77128932766377,-129.25308217250114,-132.7197488391678,-122.50030089580544,-118.87359499301397,80.03030109405518,TRUE,FALSE,FALSE
Northern Africa,LM,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.00399056136840463,0.996436576728956,0.9947736458691356,988,TRUE,Relative error in the sum of squares is at most `ftol'.,1.1121929544600557e-22,0.7998149067709958,0.02499821144203119,1.547719330972973e-37,0.01613394603552875,0.573189122269297,1.0436798727213372,3.8736849772027674e-24,0.31731630698158825,9.282275536818764e-4,10,20,0.09090909090909093,0.04761904761904761,-185.16430434161495,-177.2158448301109,-177.69763767494828,-181.16430434161495,-170.9448563982526,-167.3181504954611,2334.615439891815,FALSE,FALSE,FALSE
Northern Africa,NM,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.02896261447394162,0.9741374596507012,0.9620682741543616,227,TRUE,NA,0.02550153944800592,0.9093103134372756,0.00178501852735158,0.681356108967611,0.5114848810438352,0.11264830725735445,0.6295700626586322,0.7674561510651928,0.9336091355275852,5.279950106021838e-12,-0.79,100,4.761904761904763,0.0099009900990099,-139.5766040114636,-131.62814449995955,-132.10993734479692,-135.5766040114636,-125.35715606810123,-121.73045016530976,156.33460092544556,FALSE,TRUE,FALSE
Northern Africa,Nelder-Mead,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.02896261447394162,0.9741374596507012,0.9620682741543616,227,TRUE,NA,0.02550153944800592,0.9093103134372756,0.00178501852735158,0.681356108967611,0.5114848810438352,0.11264830725735445,0.6295700626586322,0.7674561510651928,0.9336091355275852,5.279950106021838e-12,-0.79,100,4.761904761904763,0.0099009900990099,-139.5766040114636,-131.62814449995955,-132.10993734479692,-135.5766040114636,-125.35715606810123,-121.73045016530976,158.26502990722656,FALSE,TRUE,FALSE
Northern Africa,Newton,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.03716045207161088,0.966817094776961,0.9513317390062096,3,TRUE,NA,0.93307821148655,0.9412550781063036,-7.952540662095051e-6,0.9990551506603051,0.4489576577597566,0.5867054254241435,0.4429612263444651,0.5602121512542948,0.9072588647965474,0.18893377133271064,2,-0.99,0.3333333333333333,99.99999999999991,-133.8441015564025,-125.89564204489848,-126.37743488973584,-129.8441015564025,-119.62465361304017,-115.99794771024868,71.96003222465515,FALSE,TRUE,FALSE
Northern Africa,L-BFGS-B,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.03267477891627572,0.9708226345074296,0.9572065306108968,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0008228437968782,0.9278080715799844,-3.709051499464446e-5,0.9945856195079112,0.49958191488607007,0.26327434550883333,0.5004117792846812,0.587722272426489,0.9925778253443692,0.00273715499263473,-0.99,10,99.99999999999991,0.09090909090909093,-136.80285803603974,-128.8543985245357,-129.33619136937307,-132.80285803603974,-122.58341009267738,-118.9567041898859,73.87255787849426,TRUE,FALSE,FALSE
Northern Africa,L-BFGS-B,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.03267477891627572,0.9708226345074296,0.9572065306108968,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0008228437968782,0.9278080715799844,-3.709051499464446e-5,0.9945856195079112,0.49958191488607007,0.26327434550883333,0.5004117792846812,0.587722272426489,0.9925778253443692,0.00273715499263473,-0.99,10,99.99999999999991,0.09090909090909093,-136.80285803603974,-128.8543985245357,-129.33619136937307,-132.80285803603974,-122.58341009267738,-118.9567041898859,73.87255787849426,TRUE,FALSE,FALSE
Peninsular West Asia,LM,NA|NA|bad_delta_VAE|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00838658625339161,0.9939992368004354,0.9911988806406388,994,TRUE,Relative error in the sum of squares is at most `ftol'.,6.44487402275375e-9,0.9312326982216412,0.00931701526588254,0.1043096119780894,0.1412296688053928,0.16080770648543236,1.0000079314286907,0,0.8550859784143365,1.2864397257449247e-5,-0.99,78,99.99999999999991,0.01265822784810126,-168.0821666204938,-160.13370710898977,-160.61549995382714,-164.0821666204938,-153.86271867713145,-150.23601277433997,2092.425024032593,TRUE,FALSE,FALSE
Peninsular West Asia,PORT,no_convergence|NA|bad_delta_VAE|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00850338429736831,0.9939156655614474,0.9910763094901228,1091,FALSE,false convergence (8),3.7770898693530505e-11,0.9334901699124794,0.01186050150062445,0.04553237830276385,0.1675431300687139,0.16606885855995304,1,0,0.7665527035243469,2.2165227718047483e-4,-0.99,62,99.99999999999991,0.01587301587301587,-167.76406093457905,-159.815601423075,-160.29739426791238,-163.76406093457905,-153.5446129912167,-149.9179070884252,1401.5800700187683,TRUE,FALSE,FALSE
Peninsular West Asia,Newton,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.04808109510613651,0.9655970549410396,0.949542347246858,3,TRUE,NA,1.0997646634295464,0.976230525517602,-7.752848756997132e-5,0.9962772203554444,0.4315087101108029,0.6415716997697651,0.4694152745039867,0.19735786666217017,0.9829959056460382,0.07112433492806329,10,-0.99,0.09090909090909093,99.99999999999991,-127.91828984845723,-119.9698303369532,-120.45162318179058,-123.91828984845723,-113.6988419050949,-110.0721360023034,89.72587299346924,FALSE,TRUE,FALSE
Republic of Korea,LM,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00131946745806059,0.9989388648442968,0.998443668438302,543,TRUE,Relative error in the sum of squares is at most `ftol'.,1.886826410241045e-19,NA,0.02132022180670257,NA,-0.00252367849362785,NA,0.05052692564714656,NA,0.698544718902781,NA,38,76,0.02564102564102564,0.01298701298701298,-210.6184894533482,-202.67002994184415,-203.15182278668152,-206.6184894533482,-196.39904150998584,-192.77233560719435,3810.8052911758423,FALSE,FALSE,FALSE
Republic of Korea,NM,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.04236380361480201,0.9659304054295867,0.9500312612967272,147,TRUE,NA,0.01757295024455313,0.9614184549755048,0.00198315941279001,0.8461998540763193,0.5159083104770983,0.6373471202375097,0.5336263972018762,0.9502578492328144,1.0363832998225706,0.00482314317891784,78,100,0.01265822784810126,0.0099009900990099,-130.82996926886707,-122.88150975736303,-123.3633026022004,-126.82996926886707,-116.61052132550472,-112.98381542271323,86.47437620162964,FALSE,TRUE,FALSE
Republic of Korea,Nelder-Mead,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.04236380361480201,0.9659304054295867,0.9500312612967272,147,TRUE,NA,0.01757295024455313,0.9614184549755048,0.00198315941279001,0.8461998540763193,0.5159083104770983,0.6373471202375097,0.5336263972018762,0.9502578492328144,1.0363832998225706,0.00482314317891784,78,100,0.01265822784810126,0.0099009900990099,-130.82996926886707,-122.88150975736303,-123.3633026022004,-126.82996926886707,-116.61052132550472,-112.98381542271323,81.67569994926453,FALSE,TRUE,FALSE
Republic of Korea,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|rho_VAE_on_edge,0.05653191200506801,0.9545362040713928,0.933319765971376,3,TRUE,NA,1.0086446577231505,0.9668747773227894,-2.7567411118267504e-5,0.9981530895879692,0.5469967044292232,0.6769483697122637,0.5011617302426482,0.9570249733327044,1.0525526523588309,0.01348904074275557,100,100,0.0099009900990099,0.0099009900990099,-124.19421664502092,-116.24575713351688,-116.72754997835426,-120.19421664502092,-109.97476870165858,-106.34806279886708,60.31946301460266,TRUE,TRUE,FALSE
Russia,LM,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00231871764154257,0.9973952383857164,0.9961796829657176,528,TRUE,Relative error in the sum of squares is at most `ftol'.,8.138255905933334e-9,0.47224150802864057,0.00921981421342742,6.428265871740481e-41,5.178687250368343,0.27584586508036213,5.114404933574794e-8,0.9968671045536788,0.07119839970026022,0.28356766616599305,-0.08999999999999997,82,1.0989010989010988,0.01204819277108433,-197.6514096635936,-189.70295015208956,-190.18474299692693,-193.6514096635936,-183.43196172023124,-179.80525581743976,1512.913244009018,FALSE,FALSE,FALSE
South Africa,LM,NA|NA|bad_delta_VAE|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.00165170867823971,0.9970695559047272,0.9957020153269333,423,TRUE,Relative error in the sum of squares is at most `ftol'.,2.0794624654102674e-10,0.767961982471461,0.01102681833083071,4.7437298177141327e-11,0.7092804070216295,3.120087112246547e-6,1.260601241674888,5.429309896694604e-12,0.3714120768572679,1.5291489819510306e-05,-0.08999999999999997,-0.99,1.0989010989010988,99.99999999999991,-205.45310114584896,-197.50464163434492,-197.9864344791823,-201.45310114584896,-191.2336532024866,-187.60694729969512,1993.7658030986784,FALSE,TRUE,FALSE
South Africa,NM,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01128555089824816,0.9799772947691252,0.9706333656613836,239,TRUE,NA,0.01561370549063048,0.8850558934803825,0.00204912666493194,0.549188846943695,0.380001487294048,4.552250897765936e-5,0.6739400691128166,0.9948634827966922,0.9913457668156244,4.088552728841709e-6,0.91,100,0.5235602094240838,0.0099009900990099,-161.25370418642024,-153.3052446749162,-153.78703751975357,-157.25370418642024,-147.03425624305788,-143.4075503402664,120.62599515914916,FALSE,TRUE,FALSE
South Africa,Nelder-Mead,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01128555089824816,0.9799772947691252,0.9706333656613836,239,TRUE,NA,0.01561370549063048,0.8850558934803825,0.00204912666493194,0.549188846943695,0.380001487294048,4.552250897765936e-5,0.6739400691128166,0.9948634827966922,0.9913457668156244,4.088552728841709e-6,0.91,100,0.5235602094240838,0.0099009900990099,-161.25370418642024,-153.3052446749162,-153.78703751975357,-157.25370418642024,-147.03425624305788,-143.4075503402664,123.17116212844849,FALSE,TRUE,FALSE
South Africa,PORT,no_convergence|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.0019801174216458,0.9964868965800964,0.9948474483174744,295,FALSE,false convergence (8),6.345284778025477e-13,0.3063932000016408,0.01389014789447884,4.544881263419949e-180,0.9999999999999644,0,1,0,0.3024167444063324,3.5427887819375643e-75,88,52,0.01123595505617977,0.01886792452830188,-201.28214700633976,-193.33368749483577,-193.81548033967312,-197.28214700633976,-187.06269906297743,-183.43599316018592,487.4702858924866,FALSE,FALSE,FALSE
South Africa,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.03002702318983511,0.9467263725349874,0.921865346384648,2,TRUE,NA,1.054559941893439,0.9226857089969542,-4.2293049170446906e-5,0.9933780199965236,0.5686606279770375,0.0401453791308283,0.505841285290139,0.989347067600124,0.9835305144498756,0.00745911373275424,6,100,0.14285714285714285,0.0099009900990099,-138.74649015126465,-130.7980306397606,-131.27982348459798,-134.74649015126465,-124.5270422079023,-120.9003363051108,99.99684286117554,FALSE,TRUE,FALSE
South America Cluster,LM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00225273455318301,0.9986153194939212,0.997969135257751,951,TRUE,Relative error in the sum of squares is at most `ftol'.,1.8070803356966816e-21,0.8146548785685619,0.02362108117715731,3.8783440650430366e-29,0.46163470540375534,1.1178470081991738e-5,0.01867398270093656,0.966711539215258,0.530728297305312,5.5111882057024084e-8,-0.99,100,99.99999999999991,0.0099009900990099,-198.31540717248265,-190.3669476609786,-190.848740505816,-194.31540717248265,-184.0959592291203,-180.4692533263288,3626.368115901947,TRUE,TRUE,FALSE
South America Cluster,NM,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.02338667242817071,0.9856249954671384,0.9789166600184696,967,TRUE,NA,0.00146167701672513,0.9340182209851144,0.00320083182605677,0.5921886176053557,0.11111069837235718,0.8412470282469354,2.754004219041428,0.01004710873269362,0.44566473180766863,0.00227377086188334,60,2,0.01639344262295082,0.3333333333333333,-144.49491335061106,-136.54645383910702,-137.0282466839444,-140.49491335061106,-130.2754654072487,-126.64875950445722,120.3038010597229,FALSE,FALSE,FALSE
South America Cluster,Nelder-Mead,NA|NA|bad_delta_VAE|NA|NA|NA|NA|NA,0.02338667242817071,0.9856249954671384,0.9789166600184696,967,TRUE,NA,0.00146167701672513,0.9340182209851144,0.00320083182605677,0.5921886176053557,0.11111069837235718,0.8412470282469354,2.754004219041428,0.01004710873269362,0.44566473180766863,0.00227377086188334,60,2,0.01639344262295082,0.3333333333333333,-144.49491335061106,-136.54645383910702,-137.0282466839444,-140.49491335061106,-130.2754654072487,-126.64875950445722,120.23576521873474,FALSE,FALSE,FALSE
South America Cluster,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00285637002519133,0.9982442849795854,0.997424951303392,1539,FALSE,false convergence (8),1.6145552621283696e-19,0.9257614498429224,0.02139799420696954,5.559373060041908e-5,0.3916752550636,0.02020838293084424,0.6716161469610592,0.22492002392429516,0.6421391850889764,0.0146412910027217,-0.89,14,9.090909090909092,0.06666666666666667,-192.85505165825452,-184.90659214675048,-185.38838499158783,-188.85505165825452,-178.63560371489217,-175.00889781210068,608.2489349842072,FALSE,FALSE,FALSE
South America Cluster,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.071993631928475,0.9557479248709884,0.9350969564774496,2,TRUE,NA,0.9719185879210632,0.9726897140414869,-3.42303538941157e-5,0.9981089823404452,0.40946232920514586,0.23546111915847573,0.5772795438836819,0.8528036729188307,1.079914888767102,0.17383544756295935,0.01,100,0.99009900990099,0.0099009900990099,-118.63345198062598,-110.68499246912194,-111.16678531395932,-114.63345198062598,-104.41400403726362,-100.78729813447214,58.422343015670776,FALSE,TRUE,FALSE
South-eastern Asia,LM,NA|bad_delta_KL|NA|NA|NA|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00122081676496356,0.9994922684302308,0.9992553270310052,954,TRUE,Relative error in the sum of squares is at most `ftol'.,4.762863535038156e-20,NA,0.02200680364006749,NA,1.5984285930776634,NA,0.9998348701867232,NA,0.470837693652235,NA,100,100,0.0099009900990099,0.0099009900990099,-212.4057757558517,-204.4573162443476,-204.939109089185,-208.4057757558517,-198.1863278124893,-194.55962190969785,2993.948767185211,TRUE,TRUE,FALSE
