r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,on_edge_KL,on_edge_VAE,valid,invalid_reason,dAICc,wAICc
Central America,L-BFGS-B,0.00334006805288356,0.9977192625456572,0.9966549184002972,70,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9295876481154652,0.9433436113860626,3.515570005213687e-5,0.9959692637525928,0.15809500285607636,0.05733630218419085,0.9887367926997525,5.114215046259988e-155,1.4608499404615956,4.917963493153639e-6,-0.69,34,3.2258064516129026,0.02857142857142857,-189.25694119935437,-181.30848168785033,-181.7902745326877,-185.25694119935437,-175.03749325599202,-171.41078735320053,73.03696203231812,FALSE,FALSE,TRUE,NA,36.230959553153866,1.356897630946457e-8
Central America,L-BFGS-B,0.00334006805288356,0.9977192625456572,0.9966549184002972,70,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9295876481154652,0.9433436113860626,3.515570005213687e-5,0.9959692637525928,0.15809500285607636,0.05733630218419085,0.9887367926997525,5.114215046259988e-155,1.4608499404615956,4.917963493153639e-6,-0.69,34,3.2258064516129026,0.02857142857142857,-189.25694119935437,-181.30848168785033,-181.7902745326877,-185.25694119935437,-175.03749325599202,-171.41078735320053,73.03696203231812,FALSE,FALSE,TRUE,NA,36.230959553153866,1.356897630946457e-8
Central Asia Extended,NM,0.02068070657885641,0.9943410852734648,0.9917002584010814,251,TRUE,NA,0.01693489087820721,0.9588020830380364,0.00202350851531486,0.8325862189447129,0.5821555455938343,0.09722997478342958,0.4869005685479936,0.2409544383951948,1.0482606691583565,0.03151424927189004,-0.08999999999999997,14,1.0989010989010988,0.06666666666666667,-147.32311040776855,-139.3746508962645,-139.85644374110188,-143.32311040776855,-133.1036624644062,-129.4769565616147,156.26911282539368,FALSE,FALSE,TRUE,NA,0,0.3784897716347003
Central Asia Extended,Nelder-Mead,0.02068070657885641,0.9943410852734648,0.9917002584010814,251,TRUE,NA,0.01693489087820721,0.9588020830380364,0.00202350851531486,0.8325862189447129,0.5821555455938343,0.09722997478342958,0.4869005685479936,0.2409544383951948,1.0482606691583565,0.03151424927189004,-0.08999999999999997,14,1.0989010989010988,0.06666666666666667,-147.32311040776855,-139.3746508962645,-139.85644374110188,-143.32311040776855,-133.1036624644062,-129.4769565616147,148.8523678779602,FALSE,FALSE,TRUE,NA,0,0.3784897716347003
Central Asia Extended,Newton,0.03107591281039726,0.9914966183591096,0.987528373593361,2,TRUE,NA,0.904704094555368,0.9657495743918432,4.550785117698313e-5,0.9968471391926682,0.4979976392553091,0.10381119928435148,0.4089023919509904,0.8711078102544135,0.9637114816197636,0.12162280700954203,0.6100000000000001,100,0.6211180124223602,0.0099009900990099,-137.95677912087754,-130.0083196093735,-130.49011245421087,-133.95677912087754,-123.7373311775152,-120.1106252747237,68.73138093948364,FALSE,FALSE,TRUE,NA,9.366331286891011,0.0035009116487309906
Central Asia Extended,L-BFGS-B,0.02285710913754341,0.9937455506652412,0.990826807642354,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9823634948822494,0.959908637671078,1.7144240153116266e-5,0.9986093915932888,0.5088339078755292,0.09066242430571517,0.508819696794652,0.3609252611547931,1.1587395925257942,0.02720261712489087,0.01,22,0.99009900990099,0.04347826086956521,-145.02170799122575,-137.0732484797217,-137.55504132455908,-141.02170799122575,-130.8022600478634,-127.17555414507191,65.28126311302185,FALSE,FALSE,TRUE,NA,2.3014024165427998,0.11975977254093416
Central Asia Extended,L-BFGS-B,0.02285710913754341,0.9937455506652412,0.990826807642354,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9823634948822494,0.959908637671078,1.7144240153116266e-5,0.9986093915932888,0.5088339078755292,0.09066242430571517,0.508819696794652,0.3609252611547931,1.1587395925257942,0.02720261712489087,0.01,22,0.99009900990099,0.04347826086956521,-145.02170799122575,-137.0732484797217,-137.55504132455908,-141.02170799122575,-130.8022600478634,-127.17555414507191,65.28126311302185,FALSE,FALSE,TRUE,NA,2.3014024165427998,0.11975977254093416
Chile,NM,0.01223131919065334,0.9904053548603888,0.9859278537952368,487,TRUE,NA,0.01209514458175823,0.8823730901174832,0.00218087141149659,0.5143230554079959,0.19125142801482847,0.25378976619296306,0.5861766034064969,0.17597221365514518,1.2122378362767985,3.94940596474955e-11,0.6100000000000001,16,0.6211180124223602,0.0588235294117647,-159.40274277546897,-151.45428326396492,-151.9360761088023,-155.40274277546897,-145.1832948321066,-141.55658892931513,158.34373879432678,FALSE,FALSE,TRUE,NA,0,0.46279132033927073
Chile,Nelder-Mead,0.01223131919065334,0.9904053548603888,0.9859278537952368,487,TRUE,NA,0.01209514458175823,0.8823730901174832,0.00218087141149659,0.5143230554079959,0.19125142801482847,0.25378976619296306,0.5861766034064969,0.17597221365514518,1.2122378362767985,3.94940596474955e-11,0.6100000000000001,16,0.6211180124223602,0.0588235294117647,-159.40274277546897,-151.45428326396492,-151.9360761088023,-155.40274277546897,-145.1832948321066,-141.55658892931513,160.887757062912,FALSE,FALSE,TRUE,NA,0,0.46279132033927073
Chile,Newton,0.02883207413199288,0.9773831820081328,0.9668286669452616,2,TRUE,NA,1.064107291809579,0.9326058609673352,-4.638278127056294e-5,0.9936667455826284,0.5216379476521031,0.8468771527390692,0.47797339289946594,0.06829534654475317,0.9200598405941692,6.628617716739255e-4,100,-0.59,0.0099009900990099,2.4390243902439024,-139.6805039733138,-131.73204446180975,-132.21383730664712,-135.6805039733138,-125.46105602995144,-121.83435012715996,95.5493779182434,FALSE,FALSE,TRUE,NA,19.72223880215516,2.4141011552612726e-5
Chile,L-BFGS-B,0.01522931667756088,0.988053627988744,0.982478654383491,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9551513237943352,0.8942461414186444,2.0763567844787855e-5,0.9955493595710182,0.14320614957909789,0.5168681374888409,0.41869177249088424,0.24395009167442175,1.3210713969216907,7.400372805344817e-11,2,8,0.3333333333333333,0.1111111111111111,-154.3606255052712,-146.41216599376716,-146.89395883860453,-150.3606255052712,-140.14117756190885,-136.51447165911736,96.55088210105896,FALSE,FALSE,TRUE,NA,5.042117270197764,0.0371966091549529
Chile,L-BFGS-B,0.01522931667756088,0.988053627988744,0.982478654383491,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9551513237943352,0.8942461414186444,2.0763567844787855e-5,0.9955493595710182,0.14320614957909789,0.5168681374888409,0.41869177249088424,0.24395009167442175,1.3210713969216907,7.400372805344817e-11,2,8,0.3333333333333333,0.1111111111111111,-154.3606255052712,-146.41216599376716,-146.89395883860453,-150.3606255052712,-140.14117756190885,-136.51447165911736,96.55088210105896,FALSE,FALSE,TRUE,NA,5.042117270197764,0.0371966091549529
Eastern Africa,NM,0.01499230519568402,0.918726216677468,0.8807984511269532,147,TRUE,NA,0.01757589615375,0.8859808785719525,0.00198204008591737,0.5655148844111237,0.5363598908840892,0.2520616087708779,0.5158995145177914,0.9438159939099804,1.033631812048418,0.14376765628266464,0.41000000000000014,100,0.7092198581560283,0.0099009900990099,-154.72138548488488,-146.77292597338084,-147.2547188182182,-150.72138548488488,-140.50193754152252,-136.87523163873104,109.59457993507384,FALSE,FALSE,TRUE,NA,50.956806193696536,8.590068326606943e-12
Eastern Africa,Nelder-Mead,0.01499230519568402,0.918726216677468,0.8807984511269532,147,TRUE,NA,0.01757589615375,0.8859808785719525,0.00198204008591737,0.5655148844111237,0.5363598908840892,0.2520616087708779,0.5158995145177914,0.9438159939099804,1.033631812048418,0.14376765628266464,0.41000000000000014,100,0.7092198581560283,0.0099009900990099,-154.72138548488488,-146.77292597338084,-147.2547188182182,-150.72138548488488,-140.50193754152252,-136.87523163873104,111.69107389450072,FALSE,FALSE,TRUE,NA,50.956806193696536,8.590068326606943e-12
Eastern Africa,PORT,0.00163562299710203,0.9911332335268837,0.9869954091727624,2400,TRUE,relative convergence (4),6.252469583850441e-5,0.7907825122640799,0.00477840166773511,0.01036613876153733,0.20711957218733973,0.02414644683926263,0.8012265671862695,0.02092010348155267,1.4849420258683843,5.833500067451268e-8,0.81,26,0.5524861878453039,0.03703703703703703,-205.67819167858136,-197.72973216707737,-198.21152501191472,-201.67819167858136,-191.45874373521903,-187.83203783242757,1342.1969361305237,FALSE,FALSE,TRUE,NA,0,0.9979906924541777
Eastern Africa,Newton,0.02863355329677069,0.844776558639838,0.7723389526717624,2,TRUE,NA,0.9902870826456538,0.9191593054747804,-1.6781576696189284e-5,0.9972521719427448,0.4919537443877298,0.41362134568090303,0.5384642578666942,0.9578019377425612,1.0597070395208947,0.2911730634304033,6,100,0.14285714285714285,0.0099009900990099,-139.83941626848633,-131.8909567569823,-132.37274960181966,-135.83941626848633,-125.61996832512398,-121.99326242233248,94.31701803207396,FALSE,FALSE,TRUE,NA,65.8387754100951,5.039855247570831e-15
Eastern Africa,L-BFGS-B,0.00298058475338814,0.9838421512729713,0.9763018218670244,68,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.5567777739253035,0.8024247173690326,2.823823630717041e-4,0.8862951806961132,0.14001368198095424,0.04583984595405094,0.999999,7.595988161827248e-21,2.3531762145196837,5.218132579091319e-13,0.81,0.6100000000000001,0.5524861878453039,0.6211180124223602,-191.8759897165157,-183.9275302050117,-184.40932304984904,-187.8759897165157,-177.65654177315335,-174.02983587036186,112.87497901916504,FALSE,FALSE,TRUE,NA,13.802201962065709,0.0010046537643185601
Eastern Africa,L-BFGS-B,0.00298058475338814,0.9838421512729713,0.9763018218670244,68,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.5567777739253035,0.8024247173690326,2.823823630717041e-4,0.8862951806961132,0.14001368198095424,0.04583984595405094,0.999999,7.595988161827248e-21,2.3531762145196837,5.218132579091319e-13,0.81,0.6100000000000001,0.5524861878453039,0.6211180124223602,-191.8759897165157,-183.9275302050117,-184.40932304984904,-187.8759897165157,-177.65654177315335,-174.02983587036186,112.87497901916504,FALSE,FALSE,TRUE,NA,13.802201962065709,0.0010046537643185601
EU27,Newton,0.01624425504875086,0.994922873315983,0.9925535475301084,2,TRUE,NA,0.994062141879856,0.9856304763068756,-1.987645938653385e-5,0.9994224578912412,0.42962599446471333,0.3398423149299319,0.5851816622026969,0.9308151041733612,0.982822517392407,0.3699308187667768,-0.59,100,2.4390243902439024,0.0099009900990099,-152.87673423442465,-144.9282747229206,-145.41006756775798,-148.87673423442465,-138.6572862910623,-135.0305803882708,38.78486108779907,FALSE,FALSE,TRUE,NA,0,1
India,Newton,0.03679105440386428,0.9906679545744462,0.9863130000425212,3,TRUE,NA,0.9723520653290032,0.9610709738793528,-7.900600379558142e-6,0.999377860206814,0.463743380380941,0.995901309865406,0.5055324131065799,0.03150983185424403,1.009581560680137,1.4456325010505982e-9,100,-0.49,0.0099009900990099,1.96078431372549,-134.07387962118122,-126.12542010967718,-126.60721295451457,-130.07387962118122,-119.85443167781888,-116.22772577502738,40.79675316810608,FALSE,FALSE,TRUE,NA,0,1
Japan,LM,8.058494685279036e-4,0.9817486256448767,0.973231317612486,287,TRUE,Relative error in the sum of squares is at most `ftol'.,9.272837293269433e-14,0.5096193600832929,0.01483762985566927,3.641488431757704e-87,0.29048189047964,0.01548949617107295,0.17206771164273257,0.00380169471190484,1.287408757165778,2.01703107031316e-10,12,8,0.07692307692307693,0.1111111111111111,-221.9594796861732,-214.0110201746691,-214.4928130195065,-217.9594796861732,-207.74003174281083,-204.11332584001937,2114.842847108841,FALSE,FALSE,TRUE,NA,0,0.9999999990941313
Japan,Newton,0.04808076323611712,-0.08896269511162935,-0.597145286163723,2,TRUE,NA,0.9072754246382622,0.7902909762448351,3.455643846220161e-5,0.9851797562602468,0.5005699085679748,0.8221973815293109,0.4846553104694568,0.956155215265662,0.9145433937494696,0.2942125866089148,100,100,0.0099009900990099,0.0099009900990099,-127.91844860184614,-119.9699890903421,-120.45178193517948,-123.91844860184614,-113.69900065848378,-110.0722947556923,80.80980610847473,FALSE,FALSE,TRUE,NA,94.04103108432707,3.79533017540771e-21
Japan,L-BFGS-B,0.0052332634772133,0.8814738303468811,0.8261616178420923,845,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.8138149348365716,0.00683382165806942,0.00113864311490951,0.2330495887642103,0.8476407259688189,0.29288175813845785,0.4221186729262,0.4919251893359677,0.29519028892658916,74,12,0.01333333333333333,0.07692307692307693,-178.92893165120051,-170.98047213969647,-171.46226498453385,-174.92893165120051,-164.70948370783816,-161.08277780504667,669.7645099163055,FALSE,FALSE,TRUE,NA,43.030548034972696,4.5293430710391176e-10
Japan,L-BFGS-B,0.0052332634772133,0.8814738303468811,0.8261616178420923,845,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.8138149348365716,0.00683382165806942,0.00113864311490951,0.2330495887642103,0.8476407259688189,0.29288175813845785,0.4221186729262,0.4919251893359677,0.29519028892658916,74,12,0.01333333333333333,0.07692307692307693,-178.92893165120051,-170.98047213969647,-171.46226498453385,-174.92893165120051,-164.70948370783816,-161.08277780504667,669.7645099163055,FALSE,FALSE,TRUE,NA,43.030548034972696,4.5293430710391176e-10
Levant,NM,0.01775358739040355,0.9906164014421006,0.9862373887817476,145,TRUE,NA,0.01759698544222183,0.9450162845940896,0.00196063150073967,0.7846314852452522,0.5337723081340932,0.014167354015156,0.5155971601075239,0.6065278473507574,1.0367557696023098,0.00134967891582167,-0.49,62,1.96078431372549,0.01587301587301587,-150.83322353690747,-142.88476402540343,-143.3665568702408,-146.83322353690747,-136.6137755935451,-132.98706969075363,114.9756200313568,FALSE,FALSE,TRUE,NA,14.020352884371874,4.509167058752302e-4
Levant,Nelder-Mead,0.01775358739040355,0.9906164014421006,0.9862373887817476,145,TRUE,NA,0.01759698544222183,0.9450162845940896,0.00196063150073967,0.7846314852452522,0.5337723081340932,0.014167354015156,0.5155971601075239,0.6065278473507574,1.0367557696023098,0.00134967891582167,-0.49,62,1.96078431372549,0.01587301587301587,-150.83322353690747,-142.88476402540343,-143.3665568702408,-146.83322353690747,-136.6137755935451,-132.98706969075363,114.48539090156557,FALSE,FALSE,TRUE,NA,14.020352884371874,4.509167058752302e-4
Levant,Newton,0.02836720441617356,0.9850066100671504,0.9780096947651538,2,TRUE,NA,1.029331105833087,0.9583969022568094,-6.151231415766507e-5,0.9948244715704258,0.41411184918844834,0.8619870176424191,0.4860118213894819,0.00593028478915412,1.0156483298931227,0.00704183676444278,100,-0.69,0.0099009900990099,3.2258064516129026,-140.05436319502058,-132.10590368351654,-132.58769652835392,-136.05436319502058,-125.83491525165824,-122.20820934886676,57.31329393386841,FALSE,FALSE,TRUE,NA,24.799213226258743,2.0582425011253926e-6
Levant,L-BFGS-B,0.00965047408199634,0.9948992745698362,0.9925189360357596,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9467411285628642,0.9321688456869044,5.493188362050659e-6,0.9992457857277568,0.23963761403154177,0.03662582951353797,0.5133456904178711,0.0026074863477921,1.4616259615622351,1.9172206723879056e-8,0.51,16,0.6622516556291391,0.0588235294117647,-164.85357642127934,-156.9051169097753,-157.38690975461267,-160.85357642127934,-150.634128477917,-147.0074225751255,57.335750102996826,FALSE,FALSE,TRUE,NA,0,0.49954805417287423
Levant,L-BFGS-B,0.00965047408199634,0.9948992745698362,0.9925189360357596,33,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9467411285628642,0.9321688456869044,5.493188362050659e-6,0.9992457857277568,0.23963761403154177,0.03662582951353797,0.5133456904178711,0.0026074863477921,1.4616259615622351,1.9172206723879056e-8,0.51,16,0.6622516556291391,0.0588235294117647,-164.85357642127934,-156.9051169097753,-157.38690975461267,-160.85357642127934,-150.634128477917,-147.0074225751255,57.335750102996826,FALSE,FALSE,TRUE,NA,0,0.49954805417287423
Mexico,Newton,0.03143704337825005,0.8806079375669673,0.8248916417648854,3,TRUE,NA,0.9196292515519348,0.973098571181084,5.171579625129296e-5,0.997185201821616,0.5073582090622741,0.8712710769222358,0.4466316801780986,0.4439757277090767,1.0916111838116742,0.10801033821761044,100,20,0.0099009900990099,0.04761904761904761,-137.69103915379952,-129.74257964229548,-130.22437248713285,-133.69103915379952,-123.47159121043715,-119.84488530764568,79.91682004928589,FALSE,FALSE,TRUE,NA,22.562092479298002,6.304797382756803e-6
Mexico,L-BFGS-B,0.01178734361001826,0.955233854301306,0.934342986308582,48,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9627937671874672,0.95515331085051,2.4183979056944067e-5,0.9978058118936256,0.06472132993982348,0.9712389690408822,0.9138096332941243,0.46929264242948093,0.8411176724601356,0.05665089348799952,60,44,0.01639344262295082,0.02222222222222222,-160.25313163309752,-152.30467212159348,-152.78646496643086,-156.25313163309752,-146.03368368973517,-142.40697778694368,86.63349294662476,FALSE,FALSE,TRUE,NA,0,0.49999684760130864
Mexico,L-BFGS-B,0.01178734361001826,0.955233854301306,0.934342986308582,48,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9627937671874672,0.95515331085051,2.4183979056944067e-5,0.9978058118936256,0.06472132993982348,0.9712389690408822,0.9138096332941243,0.46929264242948093,0.8411176724601356,0.05665089348799952,60,44,0.01639344262295082,0.02222222222222222,-160.25313163309752,-152.30467212159348,-152.78646496643086,-156.25313163309752,-146.03368368973517,-142.40697778694368,86.63349294662476,FALSE,FALSE,TRUE,NA,0,0.49999684760130864
Middle Africa,L-BFGS-B,0.04439495711810443,0.9785650747526023,0.9685621096371504,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9915733164512052,0.9701114815157532,4.9982774351487097e-5,0.996978810923466,0.5065048428704946,0.7344821496738432,0.31788929152088924,0.0847215447981451,1.06978408558942,0.03687123884298743,12,-0.79,0.07692307692307693,4.761904761904763,-129.75284303792802,-121.80438352642398,-122.28617637126136,-125.75284303792802,-115.53339509456566,-111.90668919177418,48.58582091331482,FALSE,FALSE,TRUE,NA,0,0.5
Middle Africa,L-BFGS-B,0.04439495711810443,0.9785650747526023,0.9685621096371504,37,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9915733164512052,0.9701114815157532,4.9982774351487097e-5,0.996978810923466,0.5065048428704946,0.7344821496738432,0.31788929152088924,0.0847215447981451,1.06978408558942,0.03687123884298743,12,-0.79,0.07692307692307693,4.761904761904763,-129.75284303792802,-121.80438352642398,-122.28617637126136,-125.75284303792802,-115.53339509456566,-111.90668919177418,48.58582091331482,FALSE,FALSE,TRUE,NA,0,0.5
Non-EU Europe,NM,0.01247508477115817,0.9698013251296912,0.955708610190214,277,TRUE,NA,0.01324401257668455,0.8720457569598148,0.00213789316412202,0.4862782849462449,0.8395310045277975,0.999995592982334,0.2538452554596272,0.787825000307735,0.6886116158455087,9.544818709244732e-11,18,6,0.05263157894736842,0.14285714285714285,-158.94886933431215,-151.0004098228081,-151.48220266764548,-154.94886933431215,-144.7294213909498,-141.1027154881583,173.63223099708557,FALSE,FALSE,TRUE,NA,26.27375099954031,1.9711768436469674e-6
Non-EU Europe,Nelder-Mead,0.01247508477115817,0.9698013251296912,0.955708610190214,277,TRUE,NA,0.01324401257668455,0.8720457569598148,0.00213789316412202,0.4862782849462449,0.8395310045277975,0.999995592982334,0.2538452554596272,0.787825000307735,0.6886116158455087,9.544818709244732e-11,18,6,0.05263157894736842,0.14285714285714285,-158.94886933431215,-151.0004098228081,-151.48220266764548,-154.94886933431215,-144.7294213909498,-141.1027154881583,174.39883279800415,FALSE,FALSE,TRUE,NA,26.27375099954031,1.9711768436469674e-6
Non-EU Europe,PORT,0.00398045620427701,0.9903644339935572,0.9858678365238838,245,TRUE,relative convergence (4),1.2856201586567236e-13,0.764684325322051,0.01467898948991457,6.432541516369522e-19,0.21219477763906192,0.915409753851213,0.1083727305527226,0.6605840731059424,0.6980873043716305,8.226780588824007e-11,4,10,0.2,0.09090909090909093,-185.2226203338525,-177.27416082234842,-177.7559536671858,-181.2226203338525,-171.0031723904901,-167.37646648769862,1303.4687869548798,FALSE,FALSE,TRUE,NA,0,0.999995688765052
Non-EU Europe,Newton,0.03279306095262845,0.9206172139206472,0.8835719137502825,3,TRUE,NA,0.9974210542249908,NA,-1.759704517574738e-5,NA,0.5332229221949294,NA,0.5017870895390342,NA,1.041940042270704,NA,100,0.91,0.0099009900990099,0.5235602094240838,-136.7197488391678,-128.77128932766377,-129.25308217250114,-132.7197488391678,-122.50030089580544,-118.87359499301397,80.03030109405518,FALSE,FALSE,TRUE,NA,48.502871494684655,2.935846902148657e-11
Non-EU Europe,L-BFGS-B,0.01532898431893335,0.962892836238695,0.9455761598167528,49,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.636363918651256,0.9013490417754946,2.240309447488533e-4,0.955218846943398,0.9419663312574704,0.08989814411931282,0.45247530424345567,0.4281062770289324,0.7162096529278069,0.01839799464516273,0.41000000000000014,6,0.7092198581560283,0.14285714285714285,-154.21059334998955,-146.2621338384855,-146.74392668332288,-150.21059334998955,-139.9911454066272,-136.3644395038357,122.54143404960632,FALSE,FALSE,TRUE,NA,31.01202698386291,1.844259510822417e-7
