rho1,rho,rss,convergence,r,method
-0.99,-0.99,0.008502166030646923,TRUE,Argentina,LM
-0.74,-0.99,0.008451346731962869,TRUE,Argentina,LM
-0.49,-0.99,0.008387146654159391,TRUE,Argentina,LM
-0.24,-0.99,0.008370088832430152,TRUE,Argentina,LM
0.010000000000000009,-0.99,0.008365925753011911,TRUE,Argentina,LM
0.26,-0.99,0.008366519968074278,TRUE,Argentina,LM
0.51,-0.99,0.008369264352350053,TRUE,Argentina,LM
0.76,-0.99,0.008373129323653403,TRUE,Argentina,LM
2,-0.99,0.008398085601307432,TRUE,Argentina,LM
12,-0.99,0.008510428006837677,TRUE,Argentina,LM
22,-0.99,0.008523185972324564,TRUE,Argentina,LM
32,-0.99,0.026763706185747516,TRUE,Argentina,LM
42,-0.99,0.02692275645573073,TRUE,Argentina,LM
52,-0.99,0.027158559772661368,TRUE,Argentina,LM
62,-0.99,0.008526223092552097,TRUE,Argentina,LM
72,-0.99,0.008526268947170875,TRUE,Argentina,LM
82,-0.99,0.027942330083160747,TRUE,Argentina,LM
92,-0.99,0.028067922211787923,TRUE,Argentina,LM
-0.99,-0.74,0.008433186133459834,TRUE,Argentina,LM
-0.74,-0.74,0.0085498600740714,TRUE,Argentina,LM
-0.49,-0.74,0.008232609053971086,TRUE,Argentina,LM
-0.24,-0.74,0.00818272759765438,TRUE,Argentina,LM
0.010000000000000009,-0.74,0.008172668700781975,TRUE,Argentina,LM
0.26,-0.74,0.008174573798977958,TRUE,Argentina,LM
0.51,-0.74,0.008181099770683225,TRUE,Argentina,LM
0.76,-0.74,0.008189742843295971,TRUE,Argentina,LM
2,-0.74,0.008242060084572025,TRUE,Argentina,LM
12,-0.74,0.008499437305375867,TRUE,Argentina,LM
22,-0.74,0.008542697774798411,TRUE,Argentina,LM
32,-0.74,0.02671227281974104,TRUE,Argentina,LM
42,-0.74,0.026909931034605254,TRUE,Argentina,LM
52,-0.74,0.027136496246721202,TRUE,Argentina,LM
62,-0.74,0.02733951178118788,TRUE,Argentina,LM
72,-0.74,0.027573550326609,TRUE,Argentina,LM
82,-0.74,0.027887604067751284,TRUE,Argentina,LM
92,-0.74,0.028197551767967077,TRUE,Argentina,LM
-0.99,-0.49,0.008371314682087846,TRUE,Argentina,LM
-0.74,-0.49,0.008553830749823466,TRUE,Argentina,LM
-0.49,-0.49,0.008718306936999438,TRUE,Argentina,LM
-0.24,-0.49,0.008012654527735414,TRUE,Argentina,LM
0.010000000000000009,-0.49,0.00799041111571529,TRUE,Argentina,LM
0.26,-0.49,0.007992995895715642,TRUE,Argentina,LM
0.51,-0.49,0.008004450325435486,TRUE,Argentina,LM
0.76,-0.49,0.008019574273174635,TRUE,Argentina,LM
2,-0.49,0.008108888268432939,TRUE,Argentina,LM
12,-0.49,0.008568140694208049,TRUE,Argentina,LM
22,-0.49,0.008656773433633724,TRUE,Argentina,LM
32,-0.49,0.02670457802361991,TRUE,Argentina,LM
42,-0.49,0.026897392017306652,TRUE,Argentina,LM
52,-0.49,0.02708151845285244,TRUE,Argentina,LM
62,-0.49,0.027341212950356707,TRUE,Argentina,LM
72,-0.49,0.02756833648650828,TRUE,Argentina,LM
82,-0.49,0.027868723821234863,TRUE,Argentina,LM
92,-0.49,0.02793239931167285,TRUE,Argentina,LM
-0.99,-0.24,0.00831315318296011,TRUE,Argentina,LM
-0.74,-0.24,0.0085435914285853,TRUE,Argentina,LM
-0.49,-0.24,0.008815916052667905,TRUE,Argentina,LM
-0.24,-0.24,0.008985117906890699,TRUE,Argentina,LM
0.010000000000000009,-0.24,0.007834515073696948,TRUE,Argentina,LM
0.26,-0.24,0.007832800734140393,TRUE,Argentina,LM
0.51,-0.24,0.007847676014130115,TRUE,Argentina,LM
0.76,-0.24,0.007869646400861616,TRUE,Argentina,LM
2,-0.24,0.008003900780707347,TRUE,Argentina,LM
12,-0.24,0.008722198342532555,TRUE,Argentina,LM
22,-0.24,0.026511315865035148,TRUE,Argentina,LM
32,-0.24,0.026679890204635178,TRUE,Argentina,LM
42,-0.24,0.026869444198431347,TRUE,Argentina,LM
52,-0.24,0.02705472123143541,TRUE,Argentina,LM
62,-0.24,0.027320236816547376,TRUE,Argentina,LM
72,-0.24,0.027558930309162,TRUE,Argentina,LM
82,-0.24,0.02784549395781295,TRUE,Argentina,LM
92,-0.24,0.028174642419030258,TRUE,Argentina,LM
-0.99,0.010000000000000009,0.008257487592758605,TRUE,Argentina,LM
-0.74,0.010000000000000009,0.008526582385102944,TRUE,Argentina,LM
-0.49,0.010000000000000009,0.008863721527279725,TRUE,Argentina,LM
-0.24,0.010000000000000009,0.009220944986085564,TRUE,Argentina,LM
0.010000000000000009,0.010000000000000009,0.009274447735516425,TRUE,Argentina,LM
0.26,0.010000000000000009,0.00773137416007062,TRUE,Argentina,LM
0.51,0.010000000000000009,0.00773012743488211,TRUE,Argentina,LM
0.76,0.010000000000000009,0.007753075484779139,TRUE,Argentina,LM
2,0.010000000000000009,0.00793399468480347,TRUE,Argentina,LM
12,0.010000000000000009,152.40470181556793,TRUE,Argentina,LM
22,0.010000000000000009,0.026510867484574208,TRUE,Argentina,LM
32,0.010000000000000009,0.0266690131569054,TRUE,Argentina,LM
42,0.010000000000000009,0.02686613645232564,TRUE,Argentina,LM
52,0.010000000000000009,0.027058805995816487,TRUE,Argentina,LM
62,0.010000000000000009,0.027278908415754647,TRUE,Argentina,LM
72,0.010000000000000009,0.023049399780417933,TRUE,Argentina,LM
82,0.010000000000000009,0.0277710026392373,TRUE,Argentina,LM
92,0.010000000000000009,0.032197957363200413,TRUE,Argentina,LM
-0.99,0.26,0.008203747975864872,TRUE,Argentina,LM
-0.74,0.26,0.008505594772754322,TRUE,Argentina,LM
-0.49,0.26,0.008891142093540723,TRUE,Argentina,LM
-0.24,0.26,0.00933701308375295,TRUE,Argentina,LM
0.010000000000000009,0.26,0.009760356300744987,TRUE,Argentina,LM
0.26,0.26,0.009303679265944631,TRUE,Argentina,LM
0.51,0.26,0.008793765972655307,TRUE,Argentina,LM
0.76,0.26,0.0077008065544103615,TRUE,Argentina,LM
2,0.26,0.007908518165674982,TRUE,Argentina,LM
12,0.26,0.009304199582183524,TRUE,Argentina,LM
22,0.26,0.02652340690318885,TRUE,Argentina,LM
32,0.26,0.009665409135095147,TRUE,Argentina,LM
42,0.26,0.026864792492937974,TRUE,Argentina,LM
52,0.26,0.027065032863624282,TRUE,Argentina,LM
62,0.26,0.02727794624451702,TRUE,Argentina,LM
72,0.26,0.027473392191660742,TRUE,Argentina,LM
82,0.26,0.027806325287682173,TRUE,Argentina,LM
92,0.26,0.028227054313992073,TRUE,Argentina,LM
-0.99,0.51,0.008151619943856969,TRUE,Argentina,LM
-0.74,0.51,0.008482062355244286,TRUE,Argentina,LM
-0.49,0.51,0.00890688664230549,TRUE,Argentina,LM
-0.24,0.51,0.009413612192927384,TRUE,Argentina,LM
0.010000000000000009,0.51,0.009958188893386786,TRUE,Argentina,LM
0.26,0.51,0.01041785127400978,TRUE,Argentina,LM
0.51,0.51,0.009136280128978089,TRUE,Argentina,LM
0.76,0.51,0.007833819899278713,TRUE,Argentina,LM
2,0.51,0.007941025409889111,TRUE,Argentina,LM
12,0.51,0.09466541754199793,TRUE,Argentina,LM
22,0.51,0.026537049486113313,TRUE,Argentina,LM
32,0.51,0.026669855171498908,TRUE,Argentina,LM
42,0.51,0.026835484780213272,TRUE,Argentina,LM
52,0.51,0.02706739838184497,TRUE,Argentina,LM
62,0.51,0.02727766459805212,TRUE,Argentina,LM
72,0.51,0.03658239670466614,TRUE,Argentina,LM
82,0.51,0.03504613662528682,TRUE,Argentina,LM
92,0.51,0.028098947941688237,TRUE,Argentina,LM
-0.99,0.76,0.008100909921332465,TRUE,Argentina,LM
-0.74,0.76,0.008456837393538348,TRUE,Argentina,LM
-0.49,0.76,0.008915034736466442,TRUE,Argentina,LM
-0.24,0.76,0.009468817335419518,TRUE,Argentina,LM
0.010000000000000009,0.76,0.010089267810700527,TRUE,Argentina,LM
0.26,0.76,0.010712838306246282,TRUE,Argentina,LM
0.51,0.76,0.012110843958875291,FALSE,Argentina,LM
0.76,0.76,0.008782880565180165,TRUE,Argentina,LM
2,0.76,0.008053056617437344,TRUE,Argentina,LM
12,0.76,0.026427711045105474,TRUE,Argentina,LM
22,0.76,0.026545995884460626,TRUE,Argentina,LM
32,0.76,0.026687230099601774,TRUE,Argentina,LM
42,0.76,0.010842002798456693,TRUE,Argentina,LM
52,0.76,0.02704677323129307,TRUE,Argentina,LM
62,0.76,0.02728810774415737,TRUE,Argentina,LM
72,0.76,0.035709686838708204,TRUE,Argentina,LM
82,0.76,0.036237434360751206,TRUE,Argentina,LM
92,0.76,0.028785323679548325,TRUE,Argentina,LM
-0.99,2,0.007866927326524947,TRUE,Argentina,LM
-0.74,2,0.008320924553486018,TRUE,Argentina,LM
-0.49,2,0.008899405089114009,TRUE,Argentina,LM
-0.24,2,0.009604005313649348,TRUE,Argentina,LM
0.010000000000000009,2,0.010421110337292733,TRUE,Argentina,LM
0.26,2,0.011323386205877686,TRUE,Argentina,LM
0.51,2,0.012273644002938877,TRUE,Argentina,LM
0.76,2,0.013229186883070862,TRUE,Argentina,LM
2,2,0.00858667101199322,TRUE,Argentina,LM
12,2,31.558631805978365,TRUE,Argentina,LM
22,2,0.014750496225180928,TRUE,Argentina,LM
32,2,0.01491034756200176,TRUE,Argentina,LM
42,2,0.015010372661129721,TRUE,Argentina,LM
52,2,0.01516248558264781,TRUE,Argentina,LM
62,2,0.01593273086109317,TRUE,Argentina,LM
72,2,0.015578034940418019,TRUE,Argentina,LM
82,2,0.01665647678579352,TRUE,Argentina,LM
92,2,0.01553898288553155,TRUE,Argentina,LM
-0.99,12,0.006689155142785491,TRUE,Argentina,LM
-0.74,12,0.007471766682456603,TRUE,Argentina,LM
-0.49,12,0.008461352044722422,TRUE,Argentina,LM
-0.24,12,0.026672685316651523,TRUE,Argentina,LM
0.010000000000000009,12,0.011058638539467773,TRUE,Argentina,LM
0.26,12,206.5657895259718,TRUE,Argentina,LM
0.51,12,0.012652794261287325,TRUE,Argentina,LM
0.76,12,0.012261129398847081,TRUE,Argentina,LM
2,12,0.01128128826393188,TRUE,Argentina,LM
12,12,0.025529612560544503,TRUE,Argentina,LM
22,12,0.02557371681302836,TRUE,Argentina,LM
32,12,0.02552975804646368,TRUE,Argentina,LM
42,12,0.025529761991891026,TRUE,Argentina,LM
52,12,0.025529768191767867,TRUE,Argentina,LM
62,12,0.02552977353367851,TRUE,Argentina,LM
72,12,0.0255297830428424,TRUE,Argentina,LM
82,12,0.02552978404861959,TRUE,Argentina,LM
92,12,0.025529791500330586,TRUE,Argentina,LM
-0.99,22,0.0062426614324932175,TRUE,Argentina,LM
-0.74,22,0.0071236625046035215,TRUE,Argentina,LM
-0.49,22,0.01834564322702237,TRUE,Argentina,LM
-0.24,22,0.02139535803288659,FALSE,Argentina,LM
0.010000000000000009,22,0.017585384687959688,TRUE,Argentina,LM
0.26,22,0.012962943940606087,TRUE,Argentina,LM
0.51,22,0.013016512463994462,TRUE,Argentina,LM
0.76,22,0.012664636753212886,TRUE,Argentina,LM
2,22,0.011963272362647059,TRUE,Argentina,LM
12,22,0.026576388221963898,FALSE,Argentina,LM
22,22,0.025865308747460226,TRUE,Argentina,LM
32,22,0.025865326083649335,TRUE,Argentina,LM
42,22,0.02586533031707535,TRUE,Argentina,LM
52,22,0.025865331777273626,TRUE,Argentina,LM
62,22,0.02586533356102991,TRUE,Argentina,LM
72,22,0.02586533493158327,TRUE,Argentina,LM
82,22,0.02586533638579157,TRUE,Argentina,LM
92,22,0.02586533760231372,TRUE,Argentina,LM
-0.99,32,0.006062543546444315,TRUE,Argentina,LM
-0.74,32,0.006969266264068907,TRUE,Argentina,LM
-0.49,32,0.014381465844414265,TRUE,Argentina,LM
-0.24,32,0.016364676209540848,TRUE,Argentina,LM
0.010000000000000009,32,0.018010750224582366,TRUE,Argentina,LM
0.26,32,0.012968676643247334,TRUE,Argentina,LM
0.51,32,0.013108837919031113,TRUE,Argentina,LM
0.76,32,0.01280373739830856,TRUE,Argentina,LM
2,32,0.012220741260911416,TRUE,Argentina,LM
12,32,0.027588693725929567,FALSE,Argentina,LM
22,32,0.025896205573442285,TRUE,Argentina,LM
32,32,0.012994709926134192,TRUE,Argentina,LM
42,32,0.025896197468271466,TRUE,Argentina,LM
52,32,0.025896198419783363,TRUE,Argentina,LM
62,32,0.029350341526868065,TRUE,Argentina,LM
72,32,13.668303705596042,TRUE,Argentina,LM
82,32,0.025896209108876994,TRUE,Argentina,LM
92,32,0.032964600106844544,FALSE,Argentina,LM
-0.99,42,0.005967300181042019,TRUE,Argentina,LM
-0.74,42,0.006883871742641428,FALSE,Argentina,LM
-0.49,42,0.017034873401960544,TRUE,Argentina,LM
-0.24,42,0.0169788531833943,TRUE,Argentina,LM
0.010000000000000009,42,0.019576181379151503,TRUE,Argentina,LM
0.26,42,0.012969684961819926,TRUE,Argentina,LM
0.51,42,0.013121330306283357,TRUE,Argentina,LM
0.76,42,0.012869368052475155,TRUE,Argentina,LM
2,42,0.0123416579933648,TRUE,Argentina,LM
12,42,0.027367196326638223,FALSE,Argentina,LM
22,42,0.02929472987099156,TRUE,Argentina,LM
32,42,0.025899171917128313,TRUE,Argentina,LM
42,42,0.025899170894920075,TRUE,Argentina,LM
52,42,0.03111717784707877,TRUE,Argentina,LM
62,42,0.028426922758049693,TRUE,Argentina,LM
72,42,0.025899171591141374,TRUE,Argentina,LM
82,42,0.02589917183590265,TRUE,Argentina,LM
92,42,0.025899171671552604,TRUE,Argentina,LM
-0.99,52,0.027189406282516156,FALSE,Argentina,LM
-0.74,52,0.025780877564529906,FALSE,Argentina,LM
-0.49,52,0.024458309230944043,FALSE,Argentina,LM
-0.24,52,0.019844617095680816,FALSE,Argentina,LM
0.010000000000000009,52,0.018786967048731344,TRUE,Argentina,LM
0.26,52,0.012969889866011327,TRUE,Argentina,LM
0.51,52,0.013124578489048973,TRUE,Argentina,LM
0.76,52,0.01326939434636372,TRUE,Argentina,LM
2,52,0.012408360114899805,TRUE,Argentina,LM
12,52,0.0266678686500626,FALSE,Argentina,LM
22,52,0.025903812246687415,FALSE,Argentina,LM
32,52,0.025899464298374128,TRUE,Argentina,LM
42,52,0.025899463241376663,TRUE,Argentina,LM
52,52,0.025899464363385215,TRUE,Argentina,LM
62,52,0.02589946324051308,TRUE,Argentina,LM
72,52,0.03412072807038589,FALSE,Argentina,LM
82,52,0.025899463379144096,TRUE,Argentina,LM
92,52,0.037216086138173905,TRUE,Argentina,LM
-0.99,62,0.026660834124489937,FALSE,Argentina,LM
-0.74,62,0.033279092910737926,FALSE,Argentina,LM
-0.49,62,0.02534720866193337,FALSE,Argentina,LM
-0.24,62,0.0195286560540169,FALSE,Argentina,LM
0.010000000000000009,62,0.01745416512167757,TRUE,Argentina,LM
0.26,62,0.012969933901264727,TRUE,Argentina,LM
0.51,62,0.013315937606866302,TRUE,Argentina,LM
0.76,62,11.349656969011347,TRUE,Argentina,LM
2,62,0.012447517858282789,TRUE,Argentina,LM
12,62,0.026227619507598457,FALSE,Argentina,LM
22,62,0.02589962207616448,TRUE,Argentina,LM
32,62,0.02589949252280339,TRUE,Argentina,LM
42,62,0.027381344690662196,FALSE,Argentina,LM
52,62,0.02589949294679788,TRUE,Argentina,LM
62,62,0.02589949299030338,TRUE,Argentina,LM
72,62,0.02589949314664647,TRUE,Argentina,LM
82,62,0.03498144361415912,TRUE,Argentina,LM
92,62,0.025899492912554924,TRUE,Argentina,LM
-0.99,72,0.028159585925600493,FALSE,Argentina,LM
-0.74,72,0.023393408730329315,FALSE,Argentina,LM
-0.49,72,0.022030481803843528,FALSE,Argentina,LM
-0.24,72,0.011442036027198954,FALSE,Argentina,LM
0.010000000000000009,72,0.02020052227114674,TRUE,Argentina,LM
0.26,72,0.012969943639083758,TRUE,Argentina,LM
0.51,72,0.013322849417429799,TRUE,Argentina,LM
0.76,72,0.01327853254258955,TRUE,Argentina,LM
2,72,0.012471611998906364,TRUE,Argentina,LM
12,72,0.0201130521699156,FALSE,Argentina,LM
22,72,0.02589952633966096,TRUE,Argentina,LM
32,72,0.025899495407460494,TRUE,Argentina,LM
42,72,0.022526105494563214,TRUE,Argentina,LM
52,72,0.025899495858502455,TRUE,Argentina,LM
62,72,0.025899495817661777,TRUE,Argentina,LM
72,72,0.025899496150296946,TRUE,Argentina,LM
82,72,0.025899495822990774,TRUE,Argentina,LM
92,72,0.02589949647326339,TRUE,Argentina,LM
-0.99,82,0.027729996169847674,FALSE,Argentina,LM
-0.74,82,0.026106774049119787,FALSE,Argentina,LM
-0.49,82,0.02779186440675043,FALSE,Argentina,LM
-0.24,82,0.01908599264962518,FALSE,Argentina,LM
0.010000000000000009,82,0.018748548227240456,TRUE,Argentina,LM
0.26,82,0.01296994583042826,TRUE,Argentina,LM
0.51,82,0.013126048970831848,TRUE,Argentina,LM
0.76,82,0.013279474423354585,TRUE,Argentina,LM
2,82,0.012487570880324355,TRUE,Argentina,LM
12,82,0.022364689392689,TRUE,Argentina,LM
22,82,0.02589951656851972,TRUE,Argentina,LM
32,82,0.025899495556374656,TRUE,Argentina,LM
42,82,0.027481106515310435,FALSE,Argentina,LM
52,82,0.025899495851227018,TRUE,Argentina,LM
62,82,0.02589949599598765,TRUE,Argentina,LM
72,82,0.025899495973472627,TRUE,Argentina,LM
82,82,0.025899495967306653,TRUE,Argentina,LM
92,82,0.03625877641065017,TRUE,Argentina,LM
-0.99,92,0.027971325274489926,FALSE,Argentina,LM
-0.74,92,0.02664745026926425,FALSE,Argentina,LM
-0.49,92,0.023263545148096122,FALSE,Argentina,LM
-0.24,92,0.01754639923785225,TRUE,Argentina,LM
0.010000000000000009,92,0.016974390263150445,TRUE,Argentina,LM
0.26,92,0.012969946329881046,TRUE,Argentina,LM
0.51,92,0.013126095996442327,TRUE,Argentina,LM
0.76,92,0.013279865566193025,TRUE,Argentina,LM
2,92,0.012498956711421488,TRUE,Argentina,LM
12,92,0.025898739255278108,TRUE,Argentina,LM
22,92,0.025898751239273255,TRUE,Argentina,LM
32,92,0.025900138381593944,TRUE,Argentina,LM
42,92,0.02786880711839182,FALSE,Argentina,LM
52,92,0.02589977889538371,TRUE,Argentina,LM
62,92,0.025899753158510595,TRUE,Argentina,LM
72,92,0.03412065504412885,TRUE,Argentina,LM
82,92,0.025899637152291884,TRUE,Argentina,LM
92,92,0.03389847471505245,TRUE,Argentina,LM
-0.99,-0.99,0.014317526046015371,TRUE,Argentina,NM
-0.74,-0.99,0.012513621250066616,TRUE,Argentina,NM
-0.49,-0.99,0.011209884361373025,TRUE,Argentina,NM
-0.24,-0.99,0.010450356630615621,TRUE,Argentina,NM
0.010000000000000009,-0.99,0.010317018314206528,TRUE,Argentina,NM
0.26,-0.99,0.01055774244905208,TRUE,Argentina,NM
0.51,-0.99,0.011264937487609915,TRUE,Argentina,NM
0.76,-0.99,0.012374373687704006,TRUE,Argentina,NM
2,-0.99,0.02099546389411249,TRUE,Argentina,NM
12,-0.99,0.012114795447530753,TRUE,Argentina,NM
22,-0.99,0.061661069390208705,TRUE,Argentina,NM
32,-0.99,0.06368345782678542,TRUE,Argentina,NM
42,-0.99,0.017827863455686554,TRUE,Argentina,NM
52,-0.99,0.015162387707759182,TRUE,Argentina,NM
62,-0.99,0.06514038373633331,TRUE,Argentina,NM
72,-0.99,0.06524775419749236,TRUE,Argentina,NM
82,-0.99,0.06535152257895792,TRUE,Argentina,NM
92,-0.99,0.0654138108583673,TRUE,Argentina,NM
-0.99,-0.74,0.01360650474776742,TRUE,Argentina,NM
-0.74,-0.74,0.011878290980360948,TRUE,Argentina,NM
-0.49,-0.74,0.010704132814699481,TRUE,Argentina,NM
-0.24,-0.74,0.010130084545663396,TRUE,Argentina,NM
0.010000000000000009,-0.74,0.010231421921304377,TRUE,Argentina,NM
0.26,-0.74,0.010781746748157028,TRUE,Argentina,NM
0.51,-0.74,0.011878105734901124,TRUE,Argentina,NM
0.76,-0.74,0.013433802904484383,TRUE,Argentina,NM
2,-0.74,0.024838020747881683,TRUE,Argentina,NM
12,-0.74,0.012622842823816796,TRUE,Argentina,NM
22,-0.74,0.016876769611066506,TRUE,Argentina,NM
32,-0.74,0.012540309531981946,TRUE,Argentina,NM
42,-0.74,0.07975323762710305,TRUE,Argentina,NM
52,-0.74,0.08033442549357452,TRUE,Argentina,NM
62,-0.74,0.012518793100329443,TRUE,Argentina,NM
72,-0.74,0.0808502811778926,TRUE,Argentina,NM
82,-0.74,0.080977928620382,TRUE,Argentina,NM
92,-0.74,0.012797364702734761,TRUE,Argentina,NM
-0.99,-0.49,0.012958656071561882,TRUE,Argentina,NM
-0.74,-0.49,0.011307633749429299,TRUE,Argentina,NM
-0.49,-0.49,0.010275974910512704,TRUE,Argentina,NM
-0.24,-0.49,0.010031380632743723,TRUE,Argentina,NM
0.010000000000000009,-0.49,0.01026998482601275,TRUE,Argentina,NM
0.26,-0.49,0.01119004812839171,TRUE,Argentina,NM
0.51,-0.49,0.012727777962803125,TRUE,Argentina,NM
0.76,-0.49,0.01474960505742768,TRUE,Argentina,NM
2,-0.49,0.02984842010881595,TRUE,Argentina,NM
12,-0.49,0.013575750324726982,TRUE,Argentina,NM
22,-0.49,0.013689930573799731,TRUE,Argentina,NM
32,-0.49,0.09622266437405066,TRUE,Argentina,NM
42,-0.49,0.01267666202088436,TRUE,Argentina,NM
52,-0.49,0.012933634640192636,TRUE,Argentina,NM
62,-0.49,0.012961553593373752,TRUE,Argentina,NM
72,-0.49,0.013082416895683924,TRUE,Argentina,NM
82,-0.49,0.012629580634330667,TRUE,Argentina,NM
92,-0.49,0.013066497030475436,TRUE,Argentina,NM
-0.99,-0.24,0.012348185092658111,TRUE,Argentina,NM
-0.74,-0.24,0.010796101099424044,TRUE,Argentina,NM
-0.49,-0.24,0.010099601507598139,TRUE,Argentina,NM
-0.24,-0.24,0.00987682367727214,TRUE,Argentina,NM
0.010000000000000009,-0.24,0.01045451121214737,TRUE,Argentina,NM
0.26,-0.24,0.0117793081976559,TRUE,Argentina,NM
0.51,-0.24,0.013767150917466182,TRUE,Argentina,NM
0.76,-0.24,0.01640723481317261,TRUE,Argentina,NM
2,-0.24,0.014514348122789067,TRUE,Argentina,NM
12,-0.24,0.10100185558344968,TRUE,Argentina,NM
22,-0.24,0.013316090812638098,TRUE,Argentina,NM
32,-0.24,0.013112217957371558,TRUE,Argentina,NM
42,-0.24,0.01406678461521,TRUE,Argentina,NM
52,-0.24,0.016498994753784402,TRUE,Argentina,NM
62,-0.24,0.013450100324389562,TRUE,Argentina,NM
72,-0.24,0.013999100919572053,TRUE,Argentina,NM
82,-0.24,0.013418094558939287,TRUE,Argentina,NM
92,-0.24,0.013765970403424818,TRUE,Argentina,NM
-0.99,0.010000000000000009,0.01178220524711971,TRUE,Argentina,NM
-0.74,0.010000000000000009,0.010345583510110123,TRUE,Argentina,NM
-0.49,0.010000000000000009,0.009787448814223604,TRUE,Argentina,NM
-0.24,0.010000000000000009,0.009851904438475934,TRUE,Argentina,NM
0.010000000000000009,0.010000000000000009,0.010774767631410944,TRUE,Argentina,NM
0.26,0.010000000000000009,0.012526022608859705,TRUE,Argentina,NM
0.51,0.010000000000000009,0.015027806793881056,TRUE,Argentina,NM
0.76,0.010000000000000009,0.01832030127451626,TRUE,Argentina,NM
2,0.010000000000000009,0.04074369716952336,TRUE,Argentina,NM
12,0.010000000000000009,0.12019985440853984,TRUE,Argentina,NM
22,0.010000000000000009,0.014075717993509367,TRUE,Argentina,NM
32,0.010000000000000009,0.014684281492415569,TRUE,Argentina,NM
42,0.010000000000000009,0.015189775165776364,TRUE,Argentina,NM
52,0.010000000000000009,0.015328083580694023,TRUE,Argentina,NM
62,0.010000000000000009,0.014975004023633956,TRUE,Argentina,NM
72,0.010000000000000009,0.014748471037678443,TRUE,Argentina,NM
82,0.010000000000000009,0.01467260528060478,TRUE,Argentina,NM
92,0.010000000000000009,0.016860377747247687,TRUE,Argentina,NM
-0.99,0.26,0.011262321173129319,TRUE,Argentina,NM
-0.74,0.26,0.010177555298681697,TRUE,Argentina,NM
-0.49,0.26,0.009579965429889469,TRUE,Argentina,NM
-0.24,0.26,0.009929343286250877,TRUE,Argentina,NM
0.010000000000000009,0.26,0.011225751786832477,TRUE,Argentina,NM
0.26,0.26,0.01344426939471006,TRUE,Argentina,NM
0.51,0.26,0.01659491740227813,TRUE,Argentina,NM
0.76,0.26,0.020599258240497322,TRUE,Argentina,NM
2,0.26,0.046681719549325144,TRUE,Argentina,NM
12,0.26,0.01577541141525389,TRUE,Argentina,NM
22,0.26,0.015121927905375778,TRUE,Argentina,NM
32,0.26,0.014894654799899567,TRUE,Argentina,NM
42,0.26,0.019306232365630782,TRUE,Argentina,NM
52,0.26,0.014977411631210745,TRUE,Argentina,NM
62,0.26,0.015173469889050545,TRUE,Argentina,NM
72,0.26,0.015145203496947405,TRUE,Argentina,NM
82,0.26,0.01633266069567325,TRUE,Argentina,NM
92,0.26,0.015879497443814956,TRUE,Argentina,NM
-0.99,0.51,0.01109172977964679,TRUE,Argentina,NM
-0.74,0.51,0.009800115746881534,TRUE,Argentina,NM
-0.49,0.51,0.00945169851213745,TRUE,Argentina,NM
-0.24,0.51,0.010109602284169121,TRUE,Argentina,NM
0.010000000000000009,0.51,0.011795016850651017,TRUE,Argentina,NM
0.26,0.51,0.014566811673089396,TRUE,Argentina,NM
0.51,0.51,0.018409138441516912,TRUE,Argentina,NM
0.76,0.51,0.02327890908499263,TRUE,Argentina,NM
2,0.51,0.0534655541680697,TRUE,Argentina,NM
12,0.51,0.016743629551353455,TRUE,Argentina,NM
22,0.51,0.01824882618709394,TRUE,Argentina,NM
32,0.51,0.016216226569017063,TRUE,Argentina,NM
42,0.51,0.01864492593811738,TRUE,Argentina,NM
52,0.51,0.016741744236148267,TRUE,Argentina,NM
62,0.51,0.021441979619315623,TRUE,Argentina,NM
72,0.51,0.016761362403439162,TRUE,Argentina,NM
82,0.51,0.017201768977234872,TRUE,Argentina,NM
92,0.51,0.01662019402283608,TRUE,Argentina,NM
-0.99,0.76,0.010639658592095444,TRUE,Argentina,NM
-0.74,0.76,0.009514445165788393,TRUE,Argentina,NM
-0.49,0.76,0.009403460314447689,TRUE,Argentina,NM
-0.24,0.76,0.0103823613670721,TRUE,Argentina,NM
0.010000000000000009,0.76,0.012518119719891039,TRUE,Argentina,NM
0.26,0.76,0.015809076489475257,TRUE,Argentina,NM
0.51,0.76,0.020513759204452104,TRUE,Argentina,NM
0.76,0.76,0.026300505892991224,TRUE,Argentina,NM
2,0.76,0.06063832137275721,TRUE,Argentina,NM
12,0.76,0.019320218624971273,TRUE,Argentina,NM
22,0.76,0.01754229217852046,TRUE,Argentina,NM
32,0.76,0.0176170054146935,TRUE,Argentina,NM
42,0.76,0.018055539907482685,TRUE,Argentina,NM
52,0.76,0.01836361264261826,TRUE,Argentina,NM
62,0.76,0.01732282259300693,TRUE,Argentina,NM
72,0.76,0.022899974760618447,TRUE,Argentina,NM
82,0.76,0.01989046374564677,TRUE,Argentina,NM
92,0.76,0.01825953460923395,TRUE,Argentina,NM
-0.99,2,0.00911961966900356,TRUE,Argentina,NM
-0.74,2,0.008955603131752681,TRUE,Argentina,NM
-0.49,2,0.010166476065425431,TRUE,Argentina,NM
-0.24,2,0.01319816911389042,TRUE,Argentina,NM
0.010000000000000009,2,0.01807070191213235,TRUE,Argentina,NM
0.26,2,0.024524051667445503,TRUE,Argentina,NM
0.51,2,0.032545793592217924,TRUE,Argentina,NM
0.76,2,0.041584110815005196,TRUE,Argentina,NM
2,2,0.09898419498148879,TRUE,Argentina,NM
