r,method,t,fitted,residual,TFP
Argentina,LM,2000,0.6635621173142812,-0.003945821656858084,0.9127265863529669
Argentina,LM,2001,0.6246199509644953,0.011443644573212564,0.9154777219622828
Argentina,LM,2002,0.5495804673088185,0.024082993975542477,0.9182371500298823
Argentina,LM,2003,0.6152367736110299,-0.004087936827295469,0.9210048955508472
Argentina,LM,2004,0.6945395378471071,-0.038880617083422664,0.9237809835956028
Argentina,LM,2005,0.7396364887224663,-0.016974568243063592,0.926565439310138
Argentina,LM,2006,0.793195190511315,-0.009487850423652855,0.9293582879162394
Argentina,LM,2007,0.8574249539810173,-0.0011037536616160248,0.932159554711717
Argentina,LM,2008,0.8989947230629404,-0.008676412932622737,0.9349692650706303
Argentina,LM,2009,0.8176828358673918,0.02511654333359664,0.9377874444435242
Argentina,LM,2010,0.9070519701328622,0.017841047545297806,0.9406141183576563
Argentina,LM,2011,0.9752259881032994,0.0036776444123172367,0.9434493124172257
Argentina,LM,2012,0.9699725696534829,-0.001238172862912973,0.9462930523036113
Argentina,LM,2013,0.977828610005225,0.014464407970292123,0.9491453637755969
Argentina,LM,2014,0.9570435431765948,0.010502441466365413,0.9520062726696108
Argentina,LM,2015,0.9837505608158229,0.009923816088176912,0.9548758048999577
Argentina,LM,2016,0.9650809549612663,0.008061700552694485,0.9577539864590501
Argentina,LM,2017,1.0162136093150507,-0.015769559412331297,0.9606408434176497
Argentina,LM,2018,0.9867261509218866,-0.012846438509143035,0.9635364019250999
Argentina,LM,2019,0.9545305315369819,1.1500217723438289e-4,0.9664406882095614
Argentina,LM,2020,0.871163458104227,-0.012749949030662483,0.9693537285782549
Argentina,LM,2021,0.9735724224422664,-0.024574505837840186,0.9722755494176925
Argentina,LM,2022,0.9752061771949232,0.025106366550940812,0.9752061771939232
Argentina,NM,2000,0.6701332579522542,-0.01379993667171342,0.9762762869718471
Argentina,NM,2001,0.6173406351634855,0.02316607641145041,0.9782370844050207
Argentina,NM,2002,0.5515855298358382,0.020441281920942522,0.9802018199924093
Argentina,NM,2003,0.6194785016403597,-0.010958743079212074,0.9821705016435792
Argentina,NM,2004,0.7012657345626123,-0.04851842102816212,0.9841431372839834
Argentina,NM,2005,0.7485181727377059,-0.028911216634320336,0.9861197348549927
Argentina,NM,2006,0.8006748721851563,-0.018873479473267507,0.9881003023139275
Argentina,NM,2007,0.8573299768803572,-9.92977364609543e-4,0.9900848476340902
Argentina,NM,2008,0.9003440685330101,-0.01017623690053239,0.9920733788047964
Argentina,NM,2009,0.8207785772897139,0.021337699253037634,0.9940659038314101
Argentina,NM,2010,0.9049310827911983,0.02018200576429985,0.9960624307353714
Argentina,NM,2011,0.9775955202606689,0.001250865200679803,0.9980629675542315
Argentina,NM,2012,0.9674704396778094,0.0013447483943303112,1.0000675223416848
Argentina,NM,2013,0.972197672657088,0.02023966653906241,1.0020761031676013
Argentina,NM,2014,0.9497960195331651,0.018104086287438197,1.0040887181180584
Argentina,NM,2015,0.9783946674309582,0.015383051836557374,1.0061053752953732
Argentina,NM,2016,0.9599406485213294,0.01340223143086297,1.0081260828181393
Argentina,NM,2017,1.0061780334719284,-0.005845014627665758,1.010150848821252
Argentina,NM,2018,0.9802741292697721,-0.006286149873784685,1.0121796814559472
Argentina,NM,2019,0.9341134279863579,0.021736757678927215,1.0142125888898315
Argentina,NM,2020,0.8558017874853983,0.005040884731173034,1.0162495793069155
Argentina,NM,2021,0.9811245575128268,-0.03230171135966627,1.0182906609076479
Argentina,NM,2022,1.0203358419099464,-0.02013182987652044,1.0203358419089463
Argentina,Nelder-Mead,2000,0.6701332579522542,-0.01379993667171342,0.9762762869718471
Argentina,Nelder-Mead,2001,0.6173406351634855,0.02316607641145041,0.9782370844050207
Argentina,Nelder-Mead,2002,0.5515855298358382,0.020441281920942522,0.9802018199924093
