r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,dAICc,wAICc
Central America,LM,9.495636494617364e-4,0.9993515984266428,0.9990490110257427,835,TRUE,Relative error in the sum of squares is at most `ftol'.,1.5791479513321702e-14,0.9006140858428429,0.015715256918710587,7.234996131827044e-5,0.30700333318148715,0.010735964628768071,0.9997886117298727,0,0.7292994626824094,6.766805470588154e-5,2,72,0.3333333333333333,0.0136986301369863,-218.1850508569784,-210.23659134547435,-210.71838419031172,-214.1850508569784,-203.96560291361604,-200.33889701082455,255.22433590888977,2.59047424684411,0.21496769231031465
Central America,NM,0.011414035440767582,0.9922060216370502,0.9885688317343403,235,TRUE,,0.014725092676231566,0.9405391594130923,0.0020804074932721742,0.7537624815683089,0.5127473922562094,0.1420193716412461,0.538272440525353,1.2609898824506444e-5,1.0740995456865616,1.0676574645629436e-4,12,0.010000000000000009,0.07692307692307693,0.9900990099009901,-160.99333150883695,-153.0448719973329,-153.52666484217028,-156.99333150883695,-146.7738835654746,-143.1471776626831,8.316195011138916,59.78219359498556,8.191230226381903e-14
Central America,Nelder-Mead,0.011414035440767582,0.9922060216370502,0.9885688317343403,235,TRUE,,0.014725092676231566,0.9405391594130923,0.0020804074932721742,0.7537624815683089,0.5127473922562094,0.1420193716412461,0.538272440525353,1.2609898824506444e-5,1.0740995456865616,1.0676574645629436e-4,12,0.010000000000000009,0.07692307692307693,0.9900990099009901,-160.99333150883695,-153.0448719973329,-153.52666484217028,-156.99333150883695,-146.7738835654746,-143.1471776626831,8.620568990707397,59.78219359498556,8.191230226381903e-14
Central America,PORT,8.484178377548817e-4,0.9994206649957836,0.9991503086604827,641,TRUE,relative convergence (4),1.6744085963281947e-13,0.8923022857373906,0.014548219969661668,6.810589332310764e-5,0.3047728079845358,0.004198720636311468,0.9628944211611793,1.8690162915856523e-38,0.7742075760217103,3.127474966384758e-6,2,22,0.3333333333333333,0.043478260869565216,-220.7755251038225,-212.82706559231846,-213.30885843715583,-216.7755251038225,-206.55607716046015,-202.92937125766866,80.60450005531311,0,0.7850323066739162
Central America,Newton,0.03245985012087687,0.977835063609221,0.9674914266268575,2,TRUE,,0.9801102304275586,0.9636705731183237,-5.754051219946346e-6,0.9995772195233752,0.4261237502651228,0.8688060934207045,0.4442679690128871,0.2264471661973418,0.9702628447306557,0.02435377348904989,92,12,0.010752688172043012,0.07692307692307693,-136.9546476542255,-129.00618814272147,-129.48798098755884,-132.9546476542255,-122.73519971086316,-119.10849380807167,6.522860050201416,83.82087744959699,4.936455852935002e-19
Central America,CG,0.009435721873506627,0.9935568964629062,0.9905501148122625,2233,FALSE,,0.9957583981129803,0.9654604411162546,-1.1216211283358792e-6,0.9999216402342183,0.5776036235638524,0.2969799902231137,0.5633604717567672,0.007752412545700133,1.230883083875156,0.018755488563156435,-0.99,2,99.99999999999991,0.3333333333333333,-165.37117660336472,-157.42271709186068,-157.90450993669805,-161.37117660336472,-151.15172866000236,-147.52502275721088,230.11753010749817,55.404348500457786,7.311157102901968e-13
Central America,CG,0.009435721873506627,0.9935568964629062,0.9905501148122625,501,FALSE,,0.9957583981129803,0.9654604411162546,-1.1216211283358792e-6,0.9999216402342183,0.5776036235638524,0.2969799902231137,0.5633604717567672,0.007752412545700133,1.230883083875156,0.018755488563156435,-0.99,2,99.99999999999991,0.3333333333333333,-165.37117660336472,-157.42271709186068,-157.90450993669805,-161.37117660336472,-151.15172866000236,-147.52502275721088,230.11753010749817,55.404348500457786,7.311157102901968e-13
Central America,L-BFGS-B,0.005342252694510356,0.9963520875568944,0.9946497284167785,29,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9513481444438471,0.9547579232432651,2.9056340961187894e-5,0.9973404329471722,0.2219392258506205,0.20910262274167093,0.6192523042782633,5.916675996914405e-6,1.3740103240883532,5.843786748947716e-4,2,-0.24,0.3333333333333333,1.3157894736842106,-178.45484779375946,-170.50638828225541,-170.9881811270928,-174.45484779375946,-164.2353998503971,-160.60869394760562,4.9495460987091064,42.32067731006305,5.070715175244135e-10
Central America,L-BFGS-B,0.005342252694510356,0.9963520875568944,0.9946497284167785,29,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9513481444438471,0.9547579232432651,2.9056340961187894e-5,0.9973404329471722,0.2219392258506205,0.20910262274167093,0.6192523042782633,5.916675996914405e-6,1.3740103240883532,5.843786748947716e-4,2,-0.24,0.3333333333333333,1.3157894736842106,-178.45484779375946,-170.50638828225541,-170.9881811270928,-174.45484779375946,-164.2353998503971,-160.60869394760562,4.9495460987091064,42.32067731006305,5.070715175244135e-10
Central Asia Extended,LM,0.002322264583355577,0.9993645527922582,0.9990680107619787,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,4.91772117259348e-25,0.8138048912728931,0.02766979349067246,1.2549050955179794e-39,3.3498489669899216e-19,0.9962743911517143,1.0153527129642075,1.1576382652231609e-39,0.42367693067782225,9.356674029964454e-126,92,22,0.010752688172043012,0.043478260869565216,-197.6162534515551,-189.66779394005107,-190.14958678488844,-193.6162534515551,-183.39680550819276,-179.77009960540127,273.85766983032227,0,0.999783207944589
Central Asia Extended,NM,0.022444056325581455,0.9938585753644475,0.9909925772011897,223,TRUE,,0.018681498480355947,0.9579352792649941,0.0019754972560565693,0.8331008046092606,0.5121839037587892,0.08939203224573941,0.5302771353304401,0.6857247188108022,1.0151261694602214,0.05949921645562909,0.26,62,0.7936507936507936,0.015873015873015872,-145.44114435066933,-137.4926848391653,-137.97447768400266,-141.44114435066933,-131.22169640730698,-127.5949905045155,13.884052991867065,52.17510910088578,4.679773680662612e-12
Central Asia Extended,Nelder-Mead,0.022444056325581455,0.9938585753644475,0.9909925772011897,223,TRUE,,0.018681498480355947,0.9579352792649941,0.0019754972560565693,0.8331008046092606,0.5121839037587892,0.08939203224573941,0.5302771353304401,0.6857247188108022,1.0151261694602214,0.05949921645562909,0.26,62,0.7936507936507936,0.015873015873015872,-145.44114435066933,-137.4926848391653,-137.97447768400266,-141.44114435066933,-131.22169640730698,-127.5949905045155,13.938262224197388,52.17510910088578,4.679773680662612e-12
Central Asia Extended,PORT,0.004836246634648894,0.9986766454425715,0.9980590799824383,1008,FALSE,false convergence (8),8.764193832502032e-19,0.8704575658700542,0.020550848914738254,1.2713177178668212e-11,1.4066415790838648e-5,0.955307068411341,0.8285824538825428,2.200609643593078e-20,0.5605039640390745,1.833415545639725e-8,32,0.010000000000000009,0.030303030303030304,0.9900990099009901,-180.74354296598705,-172.795083454483,-173.27687629932038,-176.74354296598705,-166.5240950226247,-162.8973891198332,90.73957300186157,16.872710485568064,2.1679202842281718e-4
Central Asia Extended,Newton,0.035319893572588384,0.990335327029787,0.9858251463103542,2,TRUE,,1.0987601188192493,0.9671986781799728,-5.681328894158741e-5,0.9962303744528301,0.4880094212431644,0.14462346684845165,0.4306212204437879,0.859363463623445,0.9713508398784583,0.14241894625793958,0.51,92,0.6622516556291391,0.010752688172043012,-135.0124720455149,-127.06401253401086,-127.54580537884823,-131.0124720455149,-120.79302410215254,-117.16631819936106,6.863331079483032,62.60378140604021,2.5448807271346993e-14
Central Asia Extended,CG,0.022312461102660934,0.993894584102451,0.9910453900169282,2229,FALSE,,0.9995764862151729,0.9570664802961447,6.920637541694248e-6,0.9993987694305013,0.5715099598047133,0.0909445313004541,0.5036855451003481,0.5026396552877421,1.042387780539527,0.04383477042176309,0.010000000000000009,32,0.9900990099009901,0.030303030303030304,-145.5763961094343,-137.62793659793027,-138.10972944276764,-141.5763961094343,-131.35694816607196,-127.73024226328047,218.9809010028839,52.0398573421208,5.0071937544311495e-12
Central Asia Extended,CG,0.022312461102660934,0.993894584102451,0.9910453900169282,501,FALSE,,0.9995764862151729,0.9570664802961447,6.920637541694248e-6,0.9993987694305013,0.5715099598047133,0.0909445313004541,0.5036855451003481,0.5026396552877421,1.042387780539527,0.04383477042176309,0.010000000000000009,32,0.9900990099009901,0.030303030303030304,-145.5763961094343,-137.62793659793027,-138.10972944276764,-141.5763961094343,-131.35694816607196,-127.73024226328047,218.9809010028839,52.0398573421208,5.0071937544311495e-12
Central Asia Extended,L-BFGS-B,0.022857109137543415,0.9937455506652413,0.9908268076423539,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9823634948822494,0.9599086376710779,1.7144240153116266e-5,0.9986093915932888,0.5088339078755292,0.09066242430571517,0.508819696794652,0.3609252611547931,1.1587395925257942,0.02720261712489087,0.010000000000000009,22,0.9900990099009901,0.043478260869565216,-145.02170799122575,-137.0732484797217,-137.55504132455908,-141.02170799122575,-130.8022600478634,-127.17555414507191,4.638306140899658,52.59454546032936,3.794420014087718e-12
Central Asia Extended,L-BFGS-B,0.022857109137543415,0.9937455506652413,0.9908268076423539,16,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9823634948822494,0.9599086376710779,1.7144240153116266e-5,0.9986093915932888,0.5088339078755292,0.09066242430571517,0.508819696794652,0.3609252611547931,1.1587395925257942,0.02720261712489087,0.010000000000000009,22,0.9900990099009901,0.043478260869565216,-145.02170799122575,-137.0732484797217,-137.55504132455908,-141.02170799122575,-130.8022600478634,-127.17555414507191,4.638306140899658,52.59454546032936,3.794420014087718e-12
Chile,LM,0.003892225936183689,0.9969468112082782,0.9955219897721413,267,TRUE,Relative error in the sum of squares is at most `ftol'.,1.026509861254606e-13,0.7755540417427844,0.014792174858124823,1.575752301413978e-17,0.33995810199222515,6.726480217450749e-4,1.0396356922514631,2.7351231734515134e-8,0.5977363367394807,1.3809211569271168e-11,0.51,42,0.6622516556291391,0.023255813953488372,-185.73817045926916,-177.78971094776512,-178.2715037926025,-181.73817045926916,-171.5187225159068,-167.89201661311532,86.93144083023071,0,0.6673715138830264
Chile,NM,0.01397673809849516,0.9890361914218687,0.9839197474187408,383,TRUE,,0.027769512049305237,0.892369093657574,0.0017724099122424478,0.6279227679216037,0.21784920001185948,0.29276143782813713,0.5162382564807086,0.3493474113983942,1.235204877379339,1.5002642415292737e-9,0.010000000000000009,32,0.9900990099009901,0.030303030303030304,-156.33466756722171,-148.38620805571767,-148.86800090055505,-152.33466756722171,-142.11521962385936,-138.48851372106787,10.4354088306427,29.40350289204744,2.750921122234296e-7
Chile,Nelder-Mead,0.01397673809849516,0.9890361914218687,0.9839197474187408,383,TRUE,,0.027769512049305237,0.892369093657574,0.0017724099122424478,0.6279227679216037,0.21784920001185948,0.29276143782813713,0.5162382564807086,0.3493474113983942,1.235204877379339,1.5002642415292737e-9,0.010000000000000009,32,0.9900990099009901,0.030303030303030304,-156.33466756722171,-148.38620805571767,-148.86800090055505,-152.33466756722171,-142.11521962385936,-138.48851372106787,10.166290044784546,29.40350289204744,2.750921122234296e-7
Chile,PORT,0.004135180644194108,0.996756229622431,0.9952424701128989,329,TRUE,relative convergence (4),2.988219461977337e-13,0.7915029453571055,0.01426467200146213,2.5303414775533353e-14,0.36003337963222093,0.001353748871952689,1,2.823278451521134e-4,0.6177874627992803,5.510031211523574e-10,0.26,-0.99,0.7936507936507936,99.99999999999991,-184.3455250575934,-176.39706554608935,-176.87885839092672,-180.3455250575934,-170.12607711423104,-166.49937121143955,93.20594382286072,1.3926454016757646,0.3326278117061808
Chile,Newton,0.025148010836891433,0.9802730812444619,0.9710671858252108,2,TRUE,,0.9010757570101182,0.9175802410170858,3.3824370038533425e-5,0.9943554683850903,0.5751121101601171,0.21313403615104115,0.5387445928767127,0.1586979492451559,0.9852048686143174,1.8646426467917423e-4,2,-0.99,0.3333333333333333,99.99999999999991,-142.82482594971756,-134.87636643821352,-135.3581592830509,-138.82482594971756,-128.6053780063552,-124.97867210356372,6.160308837890625,42.91334450955159,3.205186501143025e-10
Chile,CG,0.019144265664540923,0.9849826144959019,0.9779745012606561,2225,FALSE,,0.9974132263804392,0.9029112896955643,-5.440055508948669e-6,0.998929970857038,0.5647186663051299,0.0934577588449144,0.5611344704064191,0.05050284804346484,1.1328901610792235,1.5115054855360208e-7,-0.99,-0.99,99.99999999999991,99.99999999999991,-149.0986641463264,-141.15020463482236,-141.63199747965973,-145.0986641463264,-134.87921620296405,-131.25251030017256,258.95806789398193,36.63950631294276,7.3824405713969756e-9
Chile,CG,0.019144265664540923,0.9849826144959019,0.9779745012606561,501,FALSE,,0.9974132263804392,0.9029112896955643,-5.440055508948669e-6,0.998929970857038,0.5647186663051299,0.0934577588449144,0.5611344704064191,0.05050284804346484,1.1328901610792235,1.5115054855360208e-7,-0.99,-0.99,99.99999999999991,99.99999999999991,-149.0986641463264,-141.15020463482236,-141.63199747965973,-145.0986641463264,-134.87921620296405,-131.25251030017256,258.95806789398193,36.63950631294276,7.3824405713969756e-9
Chile,L-BFGS-B,0.01608771938840731,0.9873802689447132,0.9814910611189127,32,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9676533245200317,0.8943732410098676,1.4580415085923223e-5,0.9968785703766712,0.3851030174370036,0.1899317050983321,0.436692864053625,0.0905637510698461,1.2602264560020107,2.440168536818511e-10,-0.49,2,1.9607843137254901,0.3333333333333333,-153.0994455523548,-145.15098604085077,-145.63277888568814,-149.0994455523548,-138.87999760899245,-135.25329170620097,6.266355037689209,32.63872490691435,5.457058425630378e-8
Chile,L-BFGS-B,0.01608771938840731,0.9873802689447132,0.9814910611189127,32,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9676533245200317,0.8943732410098676,1.4580415085923223e-5,0.9968785703766712,0.3851030174370036,0.1899317050983321,0.436692864053625,0.0905637510698461,1.2602264560020107,2.440168536818511e-10,-0.49,2,1.9607843137254901,0.3333333333333333,-153.0994455523548,-145.15098604085077,-145.63277888568814,-149.0994455523548,-138.87999760899245,-135.25329170620097,6.266355037689209,32.63872490691435,5.457058425630378e-8
China,LM,0.014103882326797702,0.9979691388226406,0.9970214036065396,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,3.957278783665181e-32,0.9474385869577107,0.03578597733490913,1.8348006895520152e-6,-1.0502143336110765e-8,0.9918011077418358,0.30314096211658814,0.50049152068627345,1.5370387110526562,0.1754150562390751,82,-0.99,0.012048192771084338,99.99999999999991,-156.12638604131905,-148.177926529815,-148.65971937465238,-152.12638604131905,-141.9069380979567,-138.2802321951652,173.82378387451172,0,0.9999904823922621
China,NM,0.052424229130261665,0.9924512748173349,0.9889285363987578,805,TRUE,,0.026929697979155835,0.9735267897204669,0.0018402877331968684,0.9016592198384061,-0.0014700283412417523,0.9895238665370057,-3.474659817820731,0.556748878709543,0.6290791228921311,0.5053475281291866,0.010000000000000009,0.51,0.9900990099009901,0.6622516556291391,-125.92925431682332,-117.98079480531928,-118.46258765015665,-121.92925431682332,-111.70980637346096,-108.08310047066948,16.99340510368347,30.197131724495733,2.7718647012329217e-7
China,Nelder-Mead,0.052424229130261665,0.9924512748173349,0.9889285363987578,805,TRUE,,0.026929697979155835,0.9735267897204669,0.0018402877331968684,0.9016592198384061,-0.0014700283412417523,0.9895238665370057,-3.474659817820731,0.556748878709543,0.6290791228921311,0.5053475281291866,0.010000000000000009,0.51,0.9900990099009901,0.6622516556291391,-125.92925431682332,-117.98079480531928,-118.46258765015665,-121.92925431682332,-111.70980637346096,-108.08310047066948,16.49238085746765,30.197131724495733,2.7718647012329217e-7
China,PORT,0.03874846240855854,0.9944204903185845,0.9918167191339239,1216,FALSE,false convergence (8),1.2953860367464354e-24,0.9715453292868508,0.02721049113979431,0.04965185192314655,0,1,0.341500316263447,0.5638962674600568,1.7945350535114797,0.26448324827558234,12,-0.74,0.07692307692307693,3.846153846153846,-132.88164365260155,-124.93318414109751,-125.41497698593489,-128.88164365260155,-118.6621957092392,-115.03548980644771,35.5252628326416,23.244742388717498,8.963222765381318e-6
China,Newton,1.2071373961814615,0.8261805922057568,0.7450648685684433,3,TRUE,,0.9776228342705533,0.990140962211397,-1.5845106905351664e-4,0.9968411972035213,0.5539123099339365,0.9999999963876316,0.482790290141239,0.9999998993272322,0.9727916867913585,0.148698926015455,-0.99,92,99.99999999999991,0.010752688172043012,-53.78657629247604,-45.838116780971994,-46.31990962580937,-49.78657629247604,-39.567128349113695,-35.940422446322195,6.550387144088745,102.33980974884301,5.986714396051257e-23
China,CG,0.16698921677036366,0.9759547116518245,0.9647335770893425,2229,FALSE,,0.9918382965143332,0.9867909040850309,-1.8446877149074375e-5,0.9995070112813671,0.5244555238042927,0.9549414772656181,-0.11780560916622232,0.8941076551116205,1.4792186206326159,0.06891244767060152,52,0.010000000000000009,0.018867924528301886,0.9900990099009901,-99.2823658607823,-91.33390634927827,-91.81569919411564,-95.2823658607823,-85.06291791741995,-81.43621201462847,253.79288983345032,56.844020180536745,4.5339186105149963e-13
China,CG,0.16698921677036366,0.9759547116518245,0.9647335770893425,501,FALSE,,0.9918382965143332,0.9867909040850309,-1.8446877149074375e-5,0.9995070112813671,0.5244555238042927,0.9549414772656181,-0.11780560916622232,0.8941076551116205,1.4792186206326159,0.06891244767060152,52,0.010000000000000009,0.018867924528301886,0.9900990099009901,-99.2823658607823,-91.33390634927827,-91.81569919411564,-95.2823658607823,-85.06291791741995,-81.43621201462847,253.79288983345032,56.844020180536745,4.5339186105149963e-13
China,L-BFGS-B,0.13427924575235603,0.980664720478742,0.9716415900354882,53,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7904853093268477,0.9870469674291413,9.617013011839046e-5,0.9974797965027195,1e-6,0.9999966483592789,0.3492936008881849,0.5250210676685289,2.8228584694849204,0.3370750544090045,0.51,-0.99,0.6622516556291391,99.99999999999991,-104.29654261521651,-96.34808310371247,-96.82987594854984,-100.29654261521651,-90.07709467185416,-86.45038876906267,7.969030857086182,51.82984342610254,5.562734952345519e-12
China,L-BFGS-B,0.13427924575235603,0.980664720478742,0.9716415900354882,53,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7904853093268477,0.9870469674291413,9.617013011839046e-5,0.9974797965027195,1e-6,0.9999966483592789,0.3492936008881849,0.5250210676685289,2.8228584694849204,0.3370750544090045,0.51,-0.99,0.6622516556291391,99.99999999999991,-104.29654261521651,-96.34808310371247,-96.82987594854984,-100.29654261521651,-90.07709467185416,-86.45038876906267,7.969030857086182,51.82984342610254,5.562734952345519e-12
Eastern Africa,LM,0.001560384705827286,0.9915411027973398,0.9875936174360983,278,TRUE,Relative error in the sum of squares is at most `ftol'.,1.2872281566477199e-5,0.7322398757191875,0.005561822583568819,1.1742622105375761e-4,0.2439202569558306,0.02176966169122892,0.8887095427809607,1.4487580831906807e-10,1.4780918208286051,5.6134104069836e-10,-0.99,2,99.99999999999991,0.3333333333333333,-206.76129324831058,-198.81283373680654,-199.2946265816439,-202.76129324831058,-192.54184530494823,-188.91513940215674,87.5589370727539,0,0.9556397918788839
Eastern Africa,NM,0.015026881579848824,0.9185387769530222,0.8805235395310993,147,TRUE,,0.017576175325655377,0.8866988939330847,0.0019812770567336005,0.5681325413842219,0.5363862043855248,0.26109383860811,0.5158880734514322,0.9328555113969217,1.0336488483275938,0.14608105999229157,0.51,92,0.6622516556291391,0.010752688172043012,-154.668402224984,-146.71994271347995,-147.20173555831732,-150.668402224984,-140.44895428162164,-136.82224837883015,7.561676025390625,52.09289102332659,4.660866525806796e-12
Eastern Africa,Nelder-Mead,0.015026881579848824,0.9185387769530222,0.8805235395310993,147,TRUE,,0.017576175325655377,0.8866988939330847,0.0019812770567336005,0.5681325413842219,0.5363862043855248,0.26109383860811,0.5158880734514322,0.9328555113969217,1.0336488483275938,0.14608105999229157,0.51,92,0.6622516556291391,0.010752688172043012,-154.668402224984,-146.71994271347995,-147.20173555831732,-150.668402224984,-140.44895428162164,-136.82224837883015,7.93262791633606,52.09289102332659,4.660866525806796e-12
Eastern Africa,PORT,0.002037843721306759,0.98895278165106,0.9837974130882214,2224,TRUE,relative convergence (4),1.6021344858631902e-6,0.7833331098485786,0.0065874522147638575,2.474012657807048e-4,0.0739327963919058,0.26924046727255985,0.7840916104750427,7.985547944589415e-4,1.2496746411135269,5.773942594334803e-6,12,12,0.07692307692307693,0.07692307692307693,-200.62121664494455,-192.6727571334405,-193.15454997827788,-196.62121664494455,-186.4017687015822,-182.7750627987907,58.40980100631714,6.140076603366026,0.044360203663734894
Eastern Africa,Newton,0.03363939665841456,0.8176397158787995,0.7325382499555726,2,TRUE,,1.0647124422708871,0.9254161063127463,-5.0921457567016336e-5,0.9923094213160425,0.577567545011012,0.5031932785459041,0.4311022299955523,0.9656227523533515,0.9520661642842401,0.38355000942663126,12,92,0.07692307692307693,0.010752688172043012,-136.13368668984617,-128.18522717834213,-128.6670200231795,-132.13368668984617,-121.91423874648382,-118.28753284369233,6.788625001907349,70.62760655846441,4.402550292748073e-16
Eastern Africa,CG,0.014045363159480259,0.923859620838129,0.8883274438959226,2228,FALSE,,0.9599590217661024,0.9147543429683032,1.5441837388423407e-5,0.9973302178604713,0.471592709820416,0.289466748405294,1.1910351769948402,0.001800091110615674,1.151588020589556,0.13997267908842456,0.51,-0.49,0.6622516556291391,1.9607843137254901,-156.22201509026928,-148.27355557876524,-148.7553484236026,-152.22201509026928,-142.00256714690693,-138.37586124411544,256.7691888809204,50.5392781580413,1.0135132093697576e-11
Eastern Africa,CG,0.014045363159480259,0.923859620838129,0.8883274438959226,501,FALSE,,0.9599590217661024,0.9147543429683032,1.5441837388423407e-5,0.9973302178604713,0.471592709820416,0.289466748405294,1.1910351769948402,0.001800091110615674,1.151588020589556,0.13997267908842456,0.51,-0.49,0.6622516556291391,1.9607843137254901,-156.22201509026928,-148.27355557876524,-148.7553484236026,-152.22201509026928,-142.00256714690693,-138.37586124411544,256.7691888809204,50.5392781580413,1.0135132093697576e-11
Eastern Africa,L-BFGS-B,0.008792516487744982,0.952335476729056,0.9300920325359489,71,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.6901532922890575,0.8893017691671561,1.7424036870039374e-4,0.9608469832059621,0.34715608916794427,0.13461812609410562,0.999999,3.120155059970862e-5,1.6970167464963353,0.004490464208005454,-0.99,-0.99,99.99999999999991,99.99999999999991,-166.9950162898539,-159.04655677834987,-159.52834962318724,-162.9950162898539,-152.77556834649155,-149.14886244370007,7.869794130325317,39.76627695845667,2.2138943941903973e-9
Eastern Africa,L-BFGS-B,0.008792516487744982,0.952335476729056,0.9300920325359489,71,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.6901532922890575,0.8893017691671561,1.7424036870039374e-4,0.9608469832059621,0.34715608916794427,0.13461812609410562,0.999999,3.120155059970862e-5,1.6970167464963353,0.004490464208005454,-0.99,-0.99,99.99999999999991,99.99999999999991,-166.9950162898539,-159.04655677834987,-159.52834962318724,-162.9950162898539,-152.77556834649155,-149.14886244370007,7.869794130325317,39.76627695845667,2.2138943941903973e-9
EU27,LM,0.0042144888285334525,0.9986827654683688,0.9980680560202742,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,1.0839435597502118e-27,0.9752681183097621,0.03070743917562037,0.05421523685643944,0.8828238250634567,0.5950814516131677,0.8546372642327124,0.5020544813068817,0.3278340742661683,0.5680966142606099,-0.99,-0.99,99.99999999999991,99.99999999999991,-183.908587259165,-175.96012774766095,-176.44192059249832,-179.908587259165,-169.68913931580263,-166.06243341301115,343.73886799812317,0,0.9195473723794847
EU27,NM,0.008449535873220407,0.9973591054855553,0.9961266880454811,347,TRUE,,0.019881468755605126,0.970038210150321,0.0019322905163964325,0.8833322930075183,0.48739358126056387,0.9772734281586123,0.11043601681938427,0.17973041348481486,1.4331896993073638,0.005506174713005451,82,0.26,0.012048192771084338,0.7936507936507936,-167.91017356982667,-159.96171405832263,-160.44350690316,-163.91017356982667,-153.6907256264643,-150.06401972367283,10.997522830963135,15.99841368933832,3.0871854269610424e-4
EU27,Nelder-Mead,0.008449535873220407,0.9973591054855553,0.9961266880454811,347,TRUE,,0.019881468755605126,0.970038210150321,0.0019322905163964325,0.8833322930075183,0.48739358126056387,0.9772734281586123,0.11043601681938427,0.17973041348481486,1.4331896993073638,0.005506174713005451,82,0.26,0.012048192771084338,0.7936507936507936,-167.91017356982667,-159.96171405832263,-160.44350690316,-163.91017356982667,-153.6907256264643,-150.06401972367283,10.85403299331665,15.99841368933832,3.0871854269610424e-4
EU27,PORT,0.0052141206030385245,0.9983703314945547,0.9976098195253469,832,FALSE,false convergence (8),6.5993209059559055e-16,0.9779584541029287,0.017288596297621327,0.33410952910173364,0.4012405005689796,0.18938942811065537,0.8462934488653526,0.23365369361914828,0.8140577417290156,0.23940100352539834,-0.74,-0.49,3.846153846153846,1.9607843137254901,-179.0132181281546,-171.06475861665055,-171.54655146148792,-175.0132181281546,-164.79377018479224,-161.16706428200075,84.16564178466797,4.895369131010398,0.07953498572970714
EU27,Newton,0.016533359304156458,0.9948325140520353,0.9924210206096518,2,TRUE,,1.0642619745567943,0.9863244625271285,-4.408501865638752e-5,0.9987809160197958,0.46142187034937265,0.3357238662977199,0.4035848283477737,0.9153995406740733,1.0135250008318295,0.3761816334764733,-0.74,92,3.846153846153846,0.010752688172043012,-152.47099571777818,-144.52253620627414,-145.0043290511115,-148.47099571777818,-138.25154777441583,-134.62484187162434,6.777966022491455,31.43759154138681,1.3708433902056987e-7
EU27,CG,0.011987832022473315,0.9962532143417994,0.9945047143679724,2233,FALSE,,0.998187129073182,0.9850282525109411,-1.2404250377675041e-5,0.9996244525549557,0.5701797408615958,0.4314645330584395,0.5733614730447942,0.4307959511663085,1.1227426953473088,0.2789244038880447,-0.49,-0.24,1.9607843137254901,1.3157894736842106,-159.8652192269713,-151.91675971546726,-152.39855256030464,-155.8652192269713,-145.64577128360895,-142.01906538081747,196.8037931919098,24.043368032193683,5.5287006567835546e-06
EU27,CG,0.011987832022473315,0.9962532143417994,0.9945047143679724,501,FALSE,,0.998187129073182,0.9850282525109411,-1.2404250377675041e-5,0.9996244525549557,0.5701797408615958,0.4314645330584395,0.5733614730447942,0.4307959511663085,1.1227426953473088,0.2789244038880447,-0.49,-0.24,1.9607843137254901,1.3157894736842106,-159.8652192269713,-151.91675971546726,-152.39855256030464,-155.8652192269713,-145.64577128360895,-142.01906538081747,196.8037931919098,24.043368032193683,5.5287006567835546e-06
EU27,L-BFGS-B,0.009026110056431136,0.9971788977652192,0.9958623833889881,47,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9370415364518662,0.9731847145520537,2.7223289361439598e-5,0.9985236281660791,0.666258422855127,0.8367952054696179,0.10239963572080651,0.2064509430688707,1.5247844922705018,0.005951534397108979,12,0.26,0.07692307692307693,0.7936507936507936,-166.3919440072096,-158.44348449570555,-158.92527734054292,-162.3919440072096,-152.17249606384723,-148.54579016105575,3.9682960510253906,17.5166432519554,1.4450515988163738e-4
EU27,L-BFGS-B,0.009026110056431136,0.9971788977652192,0.9958623833889881,47,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9370415364518662,0.9731847145520537,2.7223289361439598e-5,0.9985236281660791,0.666258422855127,0.8367952054696179,0.10239963572080651,0.2064509430688707,1.5247844922705018,0.005951534397108979,12,0.26,0.07692307692307693,0.7936507936507936,-166.3919440072096,-158.44348449570555,-158.92527734054292,-162.3919440072096,-152.17249606384723,-148.54579016105575,3.9682960510253906,17.5166432519554,1.4450515988163738e-4
