r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,aic,bic,runtime
Australia and New Zealand,L-BFGS-B,0.043178953208781304,0.9412151879662469,0.9137822756838289,23,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7404687373906236,NA,1.477953622865304e-4,NA,0.6302522206538075,NA,0.6315081335089249,NA,1.2424178338527392,NA,0,-1,1,NA,NA,NA,0.29183411598205566
Brazil,LM,0.0032611237690368584,0.994254866318047,0.9915738039331357,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,0.07769972052566565,NA,0.0012697394380819136,NA,0.304715701152931,NA,0.9486820064326018,NA,1.301589750009304,NA,-1,1,NA,0.5,NA,NA,12.125082969665527
Brazil,NM,0.019524034587053582,0.9656044367960943,0.949553173967605,247,TRUE,,0.023532418480315287,NA,0.0018689821977029312,NA,0.5591521164093722,NA,0.6932167395037692,NA,0.8070473404575393,NA,1,1,0.5,0.5,NA,NA,0.4354729652404785
Brazil,Nelder-Mead,0.019524034587053582,0.9656044367960943,0.949553173967605,247,TRUE,,0.023532418480315287,NA,0.0018689821977029312,NA,0.5591521164093722,NA,0.6932167395037692,NA,0.8070473404575393,NA,1,1,0.5,0.5,NA,NA,0.42285680770874023
Brazil,BFGS,0.0074907705168188,0.9868034821589542,0.9806451071664661,521,TRUE,,7.41661664044584e-14,NA,0.015025902797981373,NA,0.508494135682233,NA,1.2479492473770675,NA,0.579600908812963,NA,-1,0,NA,1,NA,NA,1.518733024597168
Brazil,BFGS,0.0074907705168188,0.9868034821589542,0.9806451071664661,24,TRUE,,7.41661664044584e-14,NA,0.015025902797981373,NA,0.508494135682233,NA,1.2479492473770675,NA,0.579600908812963,NA,-1,0,NA,1,NA,NA,1.518733024597168
Brazil,PORT,0.0031720608473747047,0.9944117687931731,0.9918039275633205,4118,TRUE,relative convergence (4),20.643195757701587,NA,-0.0015047214761628718,NA,0.295254756977866,NA,0.9153300232003423,NA,1.4142602770116575,NA,-1,1,NA,0.5,NA,NA,159.3714361190796
Brazil,Newton,0.16198190776759966,0.7146358801164131,0.5814659575040726,2,TRUE,,1.0251773774374562,NA,-3.5843634080703124e-6,NA,0.46464241658775407,NA,0.4081691840129363,NA,1.0754898426366684,NA,-1,1,NA,0.5,NA,NA,0.20503997802734375
Brazil,CG,0.47598185000489096,0.16146103241317167,-0.2298571524606816,230,TRUE,,8.040812392604037e-14,NA,0.014999999999811914,NA,0.5,NA,0.5,NA,1,NA,-1,1,NA,0.5,NA,NA,0.6583471298217773
Brazil,CG,0.47598185000489096,0.16146103241317167,-0.2298571524606816,16,TRUE,,8.040812392604037e-14,NA,0.014999999999811914,NA,0.5,NA,0.5,NA,1,NA,-1,1,NA,0.5,NA,NA,0.6583471298217773
Brazil,L-BFGS-B,0.044447196081690094,0.9216972119544353,0.8851559108665051,19,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0793382263003604,NA,-3.373779045768235e-5,NA,0.46035519750626824,NA,0.5401737755428525,NA,0.8390100385044147,NA,-1,1,NA,0.5,NA,NA,0.251079797744751
Brazil,L-BFGS-B,0.044447196081690094,0.9216972119544353,0.8851559108665051,19,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1.0793382263003604,NA,-3.373779045768235e-5,NA,0.46035519750626824,NA,0.5401737755428525,NA,0.8390100385044147,NA,-1,1,NA,0.5,NA,NA,0.251079797744751
Canada,LM,0.0019879190348601077,0.9940227192731955,0.9912333216006868,283,TRUE,Relative error in the sum of squares is at most `ftol'.,2.7934537479478466e-13,NA,0.014372543233357417,NA,3.765615302829986,NA,0.07487133889089304,NA,0.44016674697539127,NA,0,1,1,0.5,NA,NA,1.541348934173584
Canada,NM,0.032014853618758034,0.9037376451700705,0.8588152129161034,139,TRUE,,0.01758070877373113,NA,0.0020080489737151035,NA,0.5149770635931357,NA,0.5393993344435091,NA,1.0294194889710446,NA,1,0,0.5,1,NA,NA,0.23301196098327637
Canada,Nelder-Mead,0.032014853618758034,0.9037376451700705,0.8588152129161034,139,TRUE,,0.01758070877373113,NA,0.0020080489737151035,NA,0.5149770635931357,NA,0.5393993344435091,NA,1.0294194889710446,NA,1,0,0.5,1,NA,NA,0.2591068744659424
Canada,BFGS,0.0034681447238210394,0.9895719723731504,0.9847055594806207,605,TRUE,,8.630798443635485e-14,NA,0.014953991131895975,NA,0.36229860255520213,NA,0.21698142465034803,NA,0.47737501268372284,NA,-1,0,NA,1,NA,NA,1.6748859882354736
Canada,BFGS,0.0034681447238210394,0.9895719723731504,0.9847055594806207,26,TRUE,,8.630798443635485e-14,NA,0.014953991131895975,NA,0.36229860255520213,NA,0.21698142465034803,NA,0.47737501268372284,NA,-1,0,NA,1,NA,NA,1.6748859882354736
Canada,PORT,0.0020455184337560884,0.9938495292333304,0.9909793095422179,391,TRUE,relative convergence (4),1.593379867934398e-12,NA,0.013506079283910448,NA,1,NA,0.24911067644546037,NA,0.5275614407929522,NA,0,1,1,0.5,NA,NA,4.228522062301636
Canada,Newton,0.07555604294137569,0.7728178706740648,0.6667995436552951,2,TRUE,,1.0468749225525664,NA,-2.3608507481691803e-5,NA,0.5389830469568613,NA,0.40793185772372986,NA,1.0423989337454458,NA,1,1,0.5,0.5,NA,NA,0.22919416427612305
Canada,CG,0.05271050127024058,0.8415099117128253,0.7675478705121438,274,TRUE,,7.894839806213409e-14,NA,0.014999999999814733,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.7523641586303711
Canada,CG,0.05271050127024058,0.8415099117128253,0.7675478705121438,21,TRUE,,7.894839806213409e-14,NA,0.014999999999814733,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.7523641586303711
Canada,L-BFGS-B,0.027938269119689656,0.9159951312800046,0.8767928592106735,30,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.6096367762977213,NA,2.4571687554679315e-4,NA,0.6029676429246661,NA,0.6990716249056133,NA,1.1751556115545672,NA,1,-1,0.5,NA,NA,NA,0.32842302322387695
Canada,L-BFGS-B,0.027938269119689656,0.9159951312800046,0.8767928592106735,30,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.6096367762977213,NA,2.4571687554679315e-4,NA,0.6029676429246661,NA,0.6990716249056133,NA,1.1751556115545672,NA,1,-1,0.5,NA,NA,NA,0.32842302322387695
Caribbean Extended,LM,0.0033123821530999477,0.9967216421532479,0.9951917418247636,639,TRUE,Relative error in the sum of squares is at most `ftol'.,2.634756235986783e-10,NA,0.010962598942420528,NA,0.06948976166041006,NA,0.6966567696146956,NA,1.577436326766914,NA,1,-1,0.5,NA,NA,NA,4.291596174240112
Caribbean Extended,NM,0.02820602781939687,0.9720837003843676,0.9590560938970726,307,TRUE,,0.007469767139163324,NA,0.0024338491326642273,NA,0.4662435005458223,NA,0.9791770466107592,NA,0.98746891327171,NA,-1,1,NA,0.5,NA,NA,0.4390120506286621
Caribbean Extended,Nelder-Mead,0.02820602781939687,0.9720837003843676,0.9590560938970726,307,TRUE,,0.007469767139163324,NA,0.0024338491326642273,NA,0.4662435005458223,NA,0.9791770466107592,NA,0.98746891327171,NA,-1,1,NA,0.5,NA,NA,0.4653298854827881
Caribbean Extended,BFGS,0.005051816263990707,0.9950000752558399,0.9926667770418985,600,TRUE,,1.1111042615170242e-13,NA,0.014827465442570414,NA,0.20791697925662628,NA,0.7037182833890417,NA,0.9797678902224493,NA,1,-1,0.5,NA,NA,NA,1.6254801750183105
Caribbean Extended,BFGS,0.005051816263990707,0.9950000752558399,0.9926667770418985,26,TRUE,,1.1111042615170242e-13,NA,0.014827465442570414,NA,0.20791697925662628,NA,0.7037182833890417,NA,0.9797678902224493,NA,1,-1,0.5,NA,NA,NA,1.6254801750183105
Caribbean Extended,PORT,0.003372379839268018,0.9966622607545611,0.9951046491066896,944,FALSE,false convergence (8),5.446751896550985e-12,NA,0.01289265199454109,NA,0.08055911689910082,NA,0.6632867288311819,NA,1.4441277663860352,NA,1,1,0.5,0.5,NA,NA,4.791611909866333
Caribbean Extended,Newton,0.13481744130236034,0.8665673837908577,0.8042988295599247,2,TRUE,,1.0922170809222105,NA,-4.087328099057249e-5,NA,0.5097977937124936,NA,0.5542935128258376,NA,1.0535381213602693,NA,1,1,0.5,0.5,NA,NA,0.1970357894897461
Caribbean Extended,CG,0.009140843698622138,0.9909530497146098,0.9867311395814278,281,TRUE,,7.831895804686565e-14,NA,0.014999999999814256,NA,0.5,NA,0.5,NA,1,NA,-1,0,NA,1,NA,NA,0.6992650032043457
Caribbean Extended,CG,0.009140843698622138,0.9909530497146098,0.9867311395814278,24,TRUE,,7.831895804686565e-14,NA,0.014999999999814256,NA,0.5,NA,0.5,NA,1,NA,-1,0,NA,1,NA,NA,0.6992650032043457
Caribbean Extended,L-BFGS-B,0.05104683932735529,0.9494775063607598,0.9259003426624477,23,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7384434465708688,NA,1.4802366228881258e-4,NA,0.6317576464609628,NA,0.6325559011390091,NA,1.2780336365533775,NA,-1,-1,NA,NA,NA,NA,0.2774620056152344
Caribbean Extended,L-BFGS-B,0.05104683932735529,0.9494775063607598,0.9259003426624477,23,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.7384434465708688,NA,1.4802366228881258e-4,NA,0.6317576464609628,NA,0.6325559011390091,NA,1.2780336365533775,NA,-1,-1,NA,NA,NA,NA,0.2774620056152344
Central America,LM,0.0012157189480559644,0.9991698565134375,0.9987824562197083,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,4.672056772804956e-15,NA,0.016402224461809625,NA,0.4324261840118967,NA,0.8682933532836374,NA,0.6899220860343575,NA,1,1,0.5,0.5,NA,NA,11.125715970993042
Central America,NM,0.028847517624731065,0.9803017145550299,0.9711091813473772,141,TRUE,,0.017617339806819496,NA,0.002006138148456404,NA,0.5302044359364333,NA,0.51532414784947,NA,1.0381059514362425,NA,1,1,0.5,0.5,NA,NA,0.23534607887268066
Central America,Nelder-Mead,0.028847517624731065,0.9803017145550299,0.9711091813473772,141,TRUE,,0.017617339806819496,NA,0.002006138148456404,NA,0.5302044359364333,NA,0.51532414784947,NA,1.0381059514362425,NA,1,1,0.5,0.5,NA,NA,0.23234987258911133
Central America,BFGS,0.0018404806275939415,0.9987432432408948,0.9981567567533124,533,TRUE,,6.370692280966091e-14,NA,0.015101784456994567,NA,0.5388497878436317,NA,0.7408209087545905,NA,0.7138356796919278,NA,0,1,1,0.5,NA,NA,1.4988880157470703
Central America,BFGS,0.0018404806275939415,0.9987432432408948,0.9981567567533124,24,TRUE,,6.370692280966091e-14,NA,0.015101784456994567,NA,0.5388497878436317,NA,0.7408209087545905,NA,0.7138356796919278,NA,0,1,1,0.5,NA,NA,1.4988880157470703
Central America,PORT,0.0012230107889819163,0.9991648773410231,0.9987751534335005,184,FALSE,false convergence (8),5.075473281321731e-14,NA,0.015216336587258138,NA,0.3949769708872028,NA,0.8675625762670882,NA,0.7434449019712174,NA,1,1,0.5,0.5,NA,NA,4.684921026229858
Central America,Newton,0.0507531258293129,0.9653436537307724,0.9491706921384662,3,TRUE,,1.0070051763042713,NA,-6.342473782878466e-6,NA,0.4355639280777117,NA,0.5818732795848829,NA,1.0594229093003935,NA,1,1,0.5,0.5,NA,NA,0.20478105545043945
Central America,CG,0.04617654704470823,0.9684687321667482,0.9537541405112308,229,TRUE,,7.805393379665963e-14,NA,0.014999999999814087,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.5941650867462158
Central America,CG,0.04617654704470823,0.9684687321667482,0.9537541405112308,16,TRUE,,7.805393379665963e-14,NA,0.014999999999814087,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.5941650867462158
Central America,L-BFGS-B,0.008724895604676956,0.9940422782183798,0.9912620080536236,19,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9114816371328477,NA,4.6281414498068016e-5,NA,0.5443551894537989,NA,0.5443457357153487,NA,1.2352372943061183,NA,1,1,0.5,0.5,NA,NA,0.2411041259765625
Central America,L-BFGS-B,0.008724895604676956,0.9940422782183798,0.9912620080536236,19,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9114816371328477,NA,4.6281414498068016e-5,NA,0.5443551894537989,NA,0.5443457357153487,NA,1.2352372943061183,NA,1,1,0.5,0.5,NA,NA,0.2411041259765625
Central Asia Extended,LM,0.003187672909762363,0.9991277488946722,0.9987206983788525,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,9.520429724627379e-28,NA,0.030964978900000394,NA,16.500927171930165,NA,0.7752948511682136,NA,0.026732461063446258,NA,0,1,1,0.5,NA,NA,10.406763076782227
Central Asia Extended,NM,0.03651302265343471,0.9900088480625509,0.9853463104917413,285,TRUE,,0.007014943035289168,NA,0.0024852999479137595,NA,0.5487581360273472,NA,0.7712841932932537,NA,1.127928376144518,NA,1,-1,0.5,NA,NA,NA,0.6578338146209717
Central Asia Extended,Nelder-Mead,0.03651302265343471,0.9900088480625509,0.9853463104917413,285,TRUE,,0.007014943035289168,NA,0.0024852999479137595,NA,0.5487581360273472,NA,0.7712841932932537,NA,1.127928376144518,NA,1,-1,0.5,NA,NA,NA,0.6355679035186768
Central Asia Extended,BFGS,0.040134255506694645,0.9890179608390771,0.9838930092306465,458,TRUE,,6.0845264702242e-14,NA,0.015146245593145587,NA,1.2137086545326212,NA,0.4933074808103827,NA,0.6123717244998423,NA,-1,0,NA,1,NA,NA,1.4498670101165771
Central Asia Extended,BFGS,0.040134255506694645,0.9890179608390771,0.9838930092306465,22,TRUE,,6.0845264702242e-14,NA,0.015146245593145587,NA,1.2137086545326212,NA,0.4933074808103827,NA,0.6123717244998423,NA,-1,0,NA,1,NA,NA,1.4498670101165771
Central Asia Extended,PORT,0.013269415713217804,0.9963690557812686,0.9946746151458605,201,FALSE,false convergence (8),2.139277058850935e-13,NA,0.014516322546592795,NA,0.16997895646476158,NA,1,NA,1.4540366031398377,NA,1,1,0.5,0.5,NA,NA,3.268925905227661
Central Asia Extended,Newton,0.6964756985377821,0.8094215701922425,0.7204849696152891,3,TRUE,,1.0879117818592225,NA,-4.201417406102847e-5,NA,0.43718269199470794,NA,0.4955629642614829,NA,0.9354281297865189,NA,1,1,0.5,0.5,NA,NA,0.21075820922851563
Central Asia Extended,CG,0.06140589037170428,0.9831973488916276,0.9753561117077204,229,TRUE,,8.026023925751643e-14,NA,0.01499999999981178,NA,0.5,NA,0.5,NA,1,NA,1,1,0.5,0.5,NA,NA,0.6304910182952881
Central Asia Extended,CG,0.06140589037170428,0.9831973488916276,0.9753561117077204,16,TRUE,,8.026023925751643e-14,NA,0.01499999999981178,NA,0.5,NA,0.5,NA,1,NA,1,1,0.5,0.5,NA,NA,0.6304910182952881
Central Asia Extended,L-BFGS-B,0.06086333997264733,0.9833458083473644,0.9755738522428011,18,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9272413930165248,NA,5.299834848099703e-5,NA,0.5364896935876504,NA,0.536472887027096,NA,1.5258243199015948,NA,0,1,1,0.5,NA,NA,0.23548102378845215
Central Asia Extended,L-BFGS-B,0.06086333997264733,0.9833458083473644,0.9755738522428011,18,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9272413930165248,NA,5.299834848099703e-5,NA,0.5364896935876504,NA,0.536472887027096,NA,1.5258243199015948,NA,0,1,1,0.5,NA,NA,0.23548102378845215
Chile,LM,0.004087886332904967,0.9967933288205613,0.9952968822701566,225,TRUE,Conditions for `info = 1' and `info = 2' both hold.,1.6157084470620783e-13,NA,0.014642707568086652,NA,0.3519696824394355,NA,1.1299086882471987,NA,0.5976863884781092,NA,0,-1,1,NA,NA,NA,3.382291078567505
Chile,NM,0.015607463333282,0.9877569974360272,0.9820435962395065,139,TRUE,,0.01759777284360156,NA,0.002010197978404613,NA,0.5155947151733786,NA,0.5384113567941538,NA,1.0303002662045335,NA,1,-1,0.5,NA,NA,NA,0.23652982711791992
Chile,Nelder-Mead,0.015607463333282,0.9877569974360272,0.9820435962395065,139,TRUE,,0.01759777284360156,NA,0.002010197978404613,NA,0.5155947151733786,NA,0.5384113567941538,NA,1.0303002662045335,NA,1,-1,0.5,NA,NA,NA,0.2540299892425537
Chile,BFGS,0.004718072876414458,0.9962989899710495,0.9945718519575393,704,TRUE,,1.4469195555782227e-13,NA,0.014698667147699731,NA,0.5522387127742516,NA,0.6829602621857174,NA,0.5854048617724013,NA,1,0,0.5,1,NA,NA,1.5944302082061768
Chile,BFGS,0.004718072876414458,0.9962989899710495,0.9945718519575393,29,TRUE,,1.4469195555782227e-13,NA,0.014698667147699731,NA,0.5522387127742516,NA,0.6829602621857174,NA,0.5854048617724013,NA,1,0,0.5,1,NA,NA,1.5944302082061768
Chile,PORT,0.004146844510686823,0.9967470801056781,0.9952290508216612,180,FALSE,false convergence (8),2.447651383135274e-13,NA,0.01443605887608676,NA,0.3901231759311846,NA,1,NA,0.6077133916262429,NA,0,1,1,0.5,NA,NA,2.0227270126342773
Chile,Newton,0.045063046090328907,0.9646510789714464,0.9481549158247881,3,TRUE,,1.0008726059926396,NA,-1.1607150407082438e-7,NA,0.47126633518345523,NA,0.4416354444926543,NA,0.9835194505677672,NA,1,1,0.5,0.5,NA,NA,0.2068009376525879
Chile,CG,0.09256724070130952,0.9273872415366267,0.8935012875870525,225,TRUE,,7.859949586252259e-14,NA,0.014999999999814504,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.6505630016326904
Chile,CG,0.09256724070130952,0.9273872415366267,0.8935012875870525,18,TRUE,,7.859949586252259e-14,NA,0.014999999999814504,NA,0.5,NA,0.5,NA,1,NA,-1,-1,NA,NA,NA,NA,0.6505630016326904
Chile,L-BFGS-B,0.016211801580892044,0.9872829348316825,0.981348304419801,31,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9132452002110757,NA,4.5062690484982576e-05,NA,0.39910093330141766,NA,0.3926923612300073,NA,1.2544492711864383,NA,1,-1,0.5,NA,NA,NA,0.24497604370117188
Chile,L-BFGS-B,0.016211801580892044,0.9872829348316825,0.981348304419801,31,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9132452002110757,NA,4.5062690484982576e-05,NA,0.39910093330141766,NA,0.3926923612300073,NA,1.2544492711864383,NA,1,-1,0.5,NA,NA,NA,0.24497604370117188
China,LM,0.017630784481063644,0.9974612893883299,0.9962765577695505,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,5.338465039266744e-32,NA,0.035756374164545975,NA,1.228679311786941,NA,-4.224009661212418e-4,NA,0.960783476385316,NA,-1,1,NA,0.5,NA,NA,8.9391930103302
China,NM,0.06883778651322524,0.990087836460558,0.9854621601421517,379,TRUE,,0.10413289223889483,NA,0.0010756085303851464,NA,3.9878348542604766e-4,NA,-0.684861033526478,NA,1.0251791404358208,NA,1,1,0.5,0.5,NA,NA,0.6982121467590332
China,Nelder-Mead,0.06883778651322524,0.990087836460558,0.9854621601421517,379,TRUE,,0.10413289223889483,NA,0.0010756085303851464,NA,3.9878348542604766e-4,NA,-0.684861033526478,NA,1.0251791404358208,NA,1,1,0.5,0.5,NA,NA,0.6195149421691895
China,BFGS,0.09145581602902564,0.9868309971742223,0.9806854625221927,564,TRUE,,1.242308638602452e-13,NA,0.014709513881345504,NA,0.2535517920771904,NA,-0.06328788918175682,NA,1.2208843528495248,NA,1,1,0.5,0.5,NA,NA,1.3887009620666504
China,BFGS,0.09145581602902564,0.9868309971742223,0.9806854625221927,25,TRUE,,1.242308638602452e-13,NA,0.014709513881345504,NA,0.2535517920771904,NA,-0.06328788918175682,NA,1.2208843528495248,NA,1,1,0.5,0.5,NA,NA,1.3887009620666504
China,PORT,0.055427703067393516,0.9920187954138496,0.9882942332736461,350,FALSE,false convergence (8),1.0090864563230869e-16,NA,0.018265010396144366,NA,0,NA,0.4590265775651589,NA,2.2976528738361854,NA,0,-1,1,NA,NA,NA,2.18416690826416
China,Newton,1.8969169035829105,0.7268571300523812,0.5993904574101591,2,TRUE,,1.0821405640960273,NA,8.029109948618629e-5,NA,0.510882671913667,NA,0.49636976565508534,NA,1.027472739107943,NA,1,-1,0.5,NA,NA,NA,0.22907304763793945
China,CG,1.0084427370771698,0.8547912442222005,0.7870271581925607,232,TRUE,,1.002704039879254e-13,NA,0.014999999999813158,NA,0.5,NA,0.5,NA,1,NA,1,-1,0.5,NA,NA,NA,0.607367992401123
China,CG,1.0084427370771698,0.8547912442222005,0.7870271581925607,20,TRUE,,1.002704039879254e-13,NA,0.014999999999813158,NA,0.5,NA,0.5,NA,1,NA,1,-1,0.5,NA,NA,NA,0.607367992401123
