r,method,t,fitted,residual,TFP
Non-EU Europe,NM,2006,1.0396376333048138,-0.04975609631372699,1.0085545187848515
Non-EU Europe,NM,2007,1.1210409934838033,-0.06008265398225342,1.0113163768764841
Non-EU Europe,NM,2008,1.1532926419311542,-0.04843868822146877,1.0140857981290332
Non-EU Europe,NM,2009,1.0041776536972526,0.004589487226214606,1.016862803253701
Non-EU Europe,NM,2010,1.023186264087689,0.01905703646255699,1.0196474130184072
Non-EU Europe,NM,2011,1.0733202548686085,0.007845951496945378,1.0224396482479416
Non-EU Europe,NM,2012,1.0872402042825486,0.0035190210818988182,1.0252395298241228
Non-EU Europe,NM,2013,1.1024682970623592,-0.0021626641715864897,1.0280470786859515
Non-EU Europe,NM,2014,1.0521709967067367,0.0072393339140644705,1.03086231582977
Non-EU Europe,NM,2015,0.987018139882226,0.033214068266843276,1.033685262309415
Non-EU Europe,NM,2016,1.0210217941756927,0.015561108402616278,1.0365159392363803
Non-EU Europe,NM,2017,1.0491856125412744,0.013316929125520287,1.039354367779971
Non-EU Europe,NM,2018,1.0889984995718665,0.00442276542392063,1.0422005691674634
Non-EU Europe,NM,2019,1.116315406940473,0.004792419395976438,1.0450545646842624
Non-EU Europe,NM,2020,1.0692587004389842,0.02000312240814872,1.0479163756740626
Non-EU Europe,NM,2021,1.108284567043951,0.027800709136391932,1.0507860235390059
Non-EU Europe,NM,2022,1.0403304831562272,-0.019002394946251614,1.0536635297398442
Non-EU Europe,Nelder-Mead,2000,0.7462370669014293,-0.05449473871874044,0.9921410438942373
Non-EU Europe,Nelder-Mead,2001,0.7474687569401959,-6.726020051222026e-4,0.9948579547989862
Non-EU Europe,Nelder-Mead,2002,0.7496198585804087,0.03682188032221617,0.9975823057798309
Non-EU Europe,Nelder-Mead,2003,0.7998282234215319,0.030189102481224278,1.0003141172109147
Non-EU Europe,Nelder-Mead,2004,0.8784529101088714,0.020463198941003194,1.0030534095221744
Non-EU Europe,Nelder-Mead,2005,0.9511446904506544,-0.019927365948709412,1.0058002031994924
Non-EU Europe,Nelder-Mead,2006,1.0396376333048138,-0.04975609631372699,1.0085545187848515
Non-EU Europe,Nelder-Mead,2007,1.1210409934838033,-0.06008265398225342,1.0113163768764841
Non-EU Europe,Nelder-Mead,2008,1.1532926419311542,-0.04843868822146877,1.0140857981290332
Non-EU Europe,Nelder-Mead,2009,1.0041776536972526,0.004589487226214606,1.016862803253701
Non-EU Europe,Nelder-Mead,2010,1.023186264087689,0.01905703646255699,1.0196474130184072
Non-EU Europe,Nelder-Mead,2011,1.0733202548686085,0.007845951496945378,1.0224396482479416
Non-EU Europe,Nelder-Mead,2012,1.0872402042825486,0.0035190210818988182,1.0252395298241228
Non-EU Europe,Nelder-Mead,2013,1.1024682970623592,-0.0021626641715864897,1.0280470786859515
Non-EU Europe,Nelder-Mead,2014,1.0521709967067367,0.0072393339140644705,1.03086231582977
Non-EU Europe,Nelder-Mead,2015,0.987018139882226,0.033214068266843276,1.033685262309415
Non-EU Europe,Nelder-Mead,2016,1.0210217941756927,0.015561108402616278,1.0365159392363803
Non-EU Europe,Nelder-Mead,2017,1.0491856125412744,0.013316929125520287,1.039354367779971
